Avg. Num. Dens. [1/mL], Std. Dev. Num. Dens. [1/mL]
3.915487333333333582e+07,1.321741982245349884e+07
1.485890000000000000e+07,4.309845081744818017e+06
1.393411000000000000e+07,4.815158018221208826e+06
8.070910000000000000e+06,3.415222742317109834e+06
2.285680000000000000e+06,1.268273518575547729e+06
5.250000000000000000e+03,3.485575992572820269e+03
2.246666666666666856e+01,5.503186955452873974e+01
Rows: ECD 1-2; ECD 2-5; ECD 5-10, ECD 10-25; ECD 25-70; ECD ge70; MFD ge70
