Hydrodyn. Diameter [nm], Avg. Int. [-], Std. Dev. Int. [-]
4.000000000000000222e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.630000000000000226e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.360000000000000320e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.209999999999999964e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.189999999999999725e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.329999999999999627e-01,3.383333333333333331e-02,1.122124720736910747e-01
9.649999999999999689e-01,1.250000000000000000e-01,4.145780987944249762e-01
1.120000000000000107e+00,1.691666666666666596e-01,5.610623603684549154e-01
1.290000000000000036e+00,1.183333333333333320e-01,3.924672668587222968e-01
1.500000000000000000e+00,3.024999999999999911e-02,1.003278999082508199e-01
1.739999999999999991e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.009999999999999787e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.330000000000000071e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.700000000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.120000000000000107e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.620000000000000107e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.190000000000000391e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.849999999999999645e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.610000000000000320e+00,1.099166666666666625e-01,2.100969848797348827e-01
6.500000000000000000e+00,5.926666666666666750e-01,7.931390518411985946e-01
7.530000000000000249e+00,1.707221666666666637e+00,1.756562833821747827e+00
8.720000000000000639e+00,4.016666666666666607e+00,2.404701413666339160e+00
1.009999999999999964e+01,6.936666666666666536e+00,2.680081881004550137e+00
1.169999999999999929e+01,9.429166666666665364e+00,2.838466306339080258e+00
1.350000000000000000e+01,1.064249999999999829e+01,3.047797360389958854e+00
1.569999999999999929e+01,1.020333333333333314e+01,3.309827118680907176e+00
1.819999999999999929e+01,8.366666666666667140e+00,3.532709850651322814e+00
2.100000000000000000e+01,5.798333333333332895e+00,3.488569031693208533e+00
2.439999999999999858e+01,3.384583333333333499e+00,2.963769319024152527e+00
2.819999999999999929e+01,1.725833333333333330e+00,1.979871453459093322e+00
3.270000000000000284e+01,7.388333333333333419e-01,1.059463451731845085e+00
3.779999999999999716e+01,2.295000000000000373e-01,4.400940240448624752e-01
4.379999999999999716e+01,3.670000000000000345e-02,1.098302781567997294e-01
5.070000000000000284e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.879999999999999716e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.809999999999999432e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.879999999999999716e+01,0.000000000000000000e+00,0.000000000000000000e+00
9.129999999999999716e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.060000000000000000e+02,2.300833333333333550e-02,6.566519192506449498e-02
1.220000000000000000e+02,3.145000000000000018e-01,3.995116810974784771e-01
1.420000000000000000e+02,1.002499999999999947e+00,1.088937746919752314e+00
1.640000000000000000e+02,1.973333333333333384e+00,2.035130353455413488e+00
1.900000000000000000e+02,3.010000000000000231e+00,3.041556619013801477e+00
2.200000000000000000e+02,3.875833333333333020e+00,3.887881724738492473e+00
2.550000000000000000e+02,4.391666666666666607e+00,4.404801988234607890e+00
2.950000000000000000e+02,4.469258333333333333e+00,4.506464639910523928e+00
3.420000000000000000e+02,4.133916666666666906e+00,4.172965381642757876e+00
3.960000000000000000e+02,3.478416666666666490e+00,3.484752680328340624e+00
4.590000000000000000e+02,2.649416666666666753e+00,2.600969577495199303e+00
5.310000000000000000e+02,1.809166666666666812e+00,1.716680218393111801e+00
6.150000000000000000e+02,1.105666666666666798e+00,1.046563848453064383e+00
7.120000000000000000e+02,6.384999999999999565e-01,7.802757525388058779e-01
8.250000000000000000e+02,4.199999999999999845e-01,7.901852103568294261e-01
9.550000000000000000e+02,3.551333333333333009e-01,7.940070500666575048e-01
1.110000000000000000e+03,3.241666666666666585e-01,7.250914693256906851e-01
1.280000000000000000e+03,2.741666666666666696e-01,6.132217969236108956e-01
1.480000000000000000e+03,2.124999999999999944e-01,4.752039036034951258e-01
1.720000000000000000e+03,1.479999999999999927e-01,3.309503991033499459e-01
1.990000000000000000e+03,8.950000000000001010e-02,2.001297495792833669e-01
2.300000000000000000e+03,4.741666666666666252e-02,9.634681134088224352e-02
2.670000000000000000e+03,3.118333333333333027e-02,4.518083726045319520e-02
3.090000000000000000e+03,4.100166666666666543e-02,9.218251116067997797e-02
3.580000000000000000e+03,7.995000000000000717e-02,1.589303909473158694e-01
4.150000000000000000e+03,1.429916666666666558e-01,2.317212062599268707e-01
4.800000000000000000e+03,2.311666666666666592e-01,3.103763396623882564e-01
5.560000000000000000e+03,3.205000000000000071e-01,3.998215226823088608e-01
6.440000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
7.460000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
8.630000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
