Hydrodyn. Diameter [nm], Avg. Int. [-], Std. Dev. Int. [-]
4.000000000000000222e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.630000000000000226e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.360000000000000320e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.209999999999999964e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.189999999999999725e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.329999999999999627e-01,0.000000000000000000e+00,0.000000000000000000e+00
9.649999999999999689e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.120000000000000107e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.290000000000000036e+00,1.386666666666666603e-02,3.100680928799708774e-02
1.500000000000000000e+00,4.300000000000000350e-02,9.615092303249096750e-02
1.739999999999999991e+00,6.899999999999999190e-02,1.542886904474854437e-01
2.009999999999999787e+00,8.150000000000000300e-02,1.822395401662328385e-01
2.330000000000000071e+00,1.258333333333333248e-01,1.958114881432876653e-01
2.700000000000000178e+00,3.186666666666666536e-01,3.824197809853576158e-01
3.120000000000000107e+00,8.936666666666667203e-01,9.883119727877203164e-01
3.620000000000000107e+00,1.808333333333333348e+00,2.097891136885377428e+00
4.190000000000000391e+00,3.086366666666666259e+00,3.243058228312007962e+00
4.849999999999999645e+00,4.886500000000000732e+00,3.884806033338944697e+00
5.610000000000000320e+00,7.103333333333332611e+00,3.631935510930164757e+00
6.500000000000000000e+00,9.323333333333332362e+00,2.703421700158687102e+00
7.530000000000000249e+00,1.100166666666666515e+01,1.645725945863675488e+00
8.720000000000000639e+00,1.172000000000000064e+01,1.803265556335690301e+00
1.009999999999999964e+01,1.135833333333333250e+01,2.855465033152315257e+00
1.169999999999999929e+01,1.001666666666666750e+01,3.667854353100127529e+00
1.350000000000000000e+01,8.004999999999999005e+00,3.948998818266050481e+00
1.569999999999999929e+01,5.736333333333333506e+00,3.636597387057791231e+00
1.819999999999999929e+01,3.657166666666666899e+00,2.854669882646483803e+00
2.100000000000000000e+01,2.051666666666666305e+00,1.885129674290044521e+00
2.439999999999999858e+01,9.466666666666666563e-01,1.131571571851388569e+00
2.819999999999999929e+01,3.387999999999999901e-01,6.528424005837856203e-01
3.270000000000000284e+01,1.278333333333333266e-01,2.858440231237230900e-01
3.779999999999999716e+01,3.150000000000000022e-02,7.043614129124338430e-02
4.379999999999999716e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.070000000000000284e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.879999999999999716e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.809999999999999432e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.879999999999999716e+01,0.000000000000000000e+00,0.000000000000000000e+00
9.129999999999999716e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.060000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.220000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.420000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.640000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.900000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.200000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.550000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.950000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
3.420000000000000000e+02,1.233333333333333460e-03,2.757817172249740593e-03
3.960000000000000000e+02,6.550000000000000266e-03,1.464624525262362385e-02
4.590000000000000000e+02,2.553333333333333496e-02,3.876023162412159384e-02
5.310000000000000000e+02,7.099999999999999367e-02,1.012834306949233071e-01
6.150000000000000000e+02,1.418333333333333390e-01,2.134653888156630708e-01
7.120000000000000000e+02,2.293333333333333057e-01,3.595940612536431824e-01
8.250000000000000000e+02,3.218333333333333601e-01,5.169333988908907385e-01
9.550000000000000000e+02,4.075000000000000289e-01,6.629212497222678468e-01
1.110000000000000000e+03,4.759999999999999787e-01,7.769684678286500334e-01
1.280000000000000000e+03,5.211666666666666670e-01,8.480350654437717184e-01
1.480000000000000000e+03,5.433999999999999941e-01,8.663940212166747479e-01
1.720000000000000000e+03,5.447166666666666268e-01,8.314843963592395415e-01
1.990000000000000000e+03,5.332666666666666666e-01,7.489849724052473068e-01
2.300000000000000000e+03,5.208666666666667000e-01,6.321360261490841514e-01
2.670000000000000000e+03,5.098333333333333606e-01,4.901079529609324026e-01
3.090000000000000000e+03,5.046666666666667078e-01,3.608719378887135787e-01
3.580000000000000000e+03,5.015000000000000568e-01,2.884664914104698163e-01
4.150000000000000000e+03,4.949999999999999400e-01,2.948315903472127353e-01
4.800000000000000000e+03,4.780000000000000360e-01,3.323196252605815637e-01
5.560000000000000000e+03,4.429333333333333456e-01,3.484719341480586041e-01
6.440000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
7.460000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
8.630000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
