Hydrodyn. Diameter [nm], Avg. Int. [-], Std. Dev. Int. [-]
4.000000000000000222e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.630000000000000226e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.360000000000000320e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.209999999999999964e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.189999999999999725e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.329999999999999627e-01,0.000000000000000000e+00,0.000000000000000000e+00
9.649999999999999689e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.120000000000000107e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.290000000000000036e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.739999999999999991e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.009999999999999787e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.330000000000000071e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.700000000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.120000000000000107e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.620000000000000107e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.190000000000000391e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.849999999999999645e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.610000000000000320e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.500000000000000000e+00,4.433333333333333570e-02,1.253936025304144275e-01
7.530000000000000249e+00,5.275555555555554443e-01,6.169615711265277191e-01
8.720000000000000639e+00,2.197444444444444756e+00,1.118015614193400564e+00
1.009999999999999964e+01,4.581111111111111356e+00,1.648059090394546011e+00
1.169999999999999929e+01,6.638888888888889284e+00,2.170491211400182863e+00
1.350000000000000000e+01,7.505555555555555536e+00,2.402920034324493859e+00
1.569999999999999929e+01,6.881111111111111178e+00,2.172410051555361044e+00
1.819999999999999929e+01,5.117777777777777537e+00,1.660319766910898887e+00
2.100000000000000000e+01,2.971111111111111480e+00,1.235506593754107429e+00
2.439999999999999858e+01,1.245222222222222008e+00,9.972913067992138503e-01
2.819999999999999929e+01,3.847777777777777741e-01,6.879175948352757031e-01
3.270000000000000284e+01,1.244444444444444547e-01,3.519820421906370012e-01
3.779999999999999716e+01,3.077777777777777890e-02,8.705270150607719026e-02
4.379999999999999716e+01,5.254111111111111482e-02,9.982839814673584444e-02
5.070000000000000284e+01,2.026666666666666616e-01,3.421672755312004655e-01
5.879999999999999716e+01,3.857777777777777195e-01,6.286779387073192504e-01
6.809999999999999432e+01,5.774444444444443159e-01,7.804352220411820973e-01
7.879999999999999716e+01,7.891111111111110965e-01,7.428157307680979260e-01
9.129999999999999716e+01,1.052444444444444294e+00,8.178920210056407347e-01
1.060000000000000000e+02,1.464555555555555388e+00,1.211277389197142895e+00
1.220000000000000000e+02,2.060222222222222399e+00,1.785762506156701068e+00
1.420000000000000000e+02,2.788888888888889639e+00,2.364578630277587745e+00
1.640000000000000000e+02,3.520000000000000018e+00,2.899317927451979582e+00
1.900000000000000000e+02,4.233111111111110603e+00,3.211696036691324974e+00
2.200000000000000000e+02,5.212444444444444436e+00,2.932907359642801914e+00
2.550000000000000000e+02,6.223333333333333606e+00,2.729387395654115700e+00
2.950000000000000000e+02,6.817777777777777715e+00,2.785070427107835034e+00
3.420000000000000000e+02,6.648888888888889070e+00,2.411211979456917121e+00
3.960000000000000000e+02,5.711111111111112137e+00,1.884713031173856024e+00
4.590000000000000000e+02,4.334444444444444322e+00,2.209610881334897137e+00
5.310000000000000000e+02,3.024222222222222367e+00,2.443734017976850748e+00
6.150000000000000000e+02,1.984888888888888481e+00,1.994660675372265768e+00
7.120000000000000000e+02,1.116000000000000103e+00,1.332248308520433300e+00
8.250000000000000000e+02,5.189999999999999059e-01,7.462165309822016424e-01
9.550000000000000000e+02,1.948888888888888893e-01,4.401364547108454484e-01
1.110000000000000000e+03,8.800000000000000877e-02,2.489015869776647349e-01
1.280000000000000000e+03,5.066666666666666541e-02,1.089627867158732832e-01
1.480000000000000000e+03,4.331111111111110579e-02,9.622506539294499450e-02
1.720000000000000000e+03,5.944444444444444559e-02,1.681342790821346300e-01
1.990000000000000000e+03,8.555555555555555136e-02,2.419876540060629244e-01
2.300000000000000000e+03,1.138111111111111129e-01,3.062164029442230317e-01
2.670000000000000000e+03,1.465555555555555500e-01,3.556424893722818226e-01
3.090000000000000000e+03,1.920222222222222053e-01,3.905700727505821424e-01
3.580000000000000000e+03,2.496666666666666479e-01,4.211766586336162521e-01
4.150000000000000000e+03,3.486666666666666803e-01,4.489318186292632906e-01
4.800000000000000000e+03,5.463333333333334485e-01,5.029119649048374718e-01
5.560000000000000000e+03,9.139999999999999236e-01,7.185998732102433229e-01
6.440000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
7.460000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
8.630000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
