Hydrodyn. Diameter [nm], Avg. Int. [-], Std. Dev. Int. [-]
4.000000000000000222e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.630000000000000226e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.360000000000000320e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.209999999999999964e-01,4.533333333333333659e-03,2.441274712567641572e-02
7.189999999999999725e-01,3.146666666666666362e-02,1.694531859311657063e-01
8.329999999999999627e-01,5.566666666666666291e-02,2.997741742638206919e-01
9.649999999999999689e-01,5.366666666666666807e-02,2.890038446495517555e-01
1.120000000000000107e+00,2.726666666666666475e-02,1.468354937412007510e-01
1.290000000000000036e+00,1.160000000000000007e-03,6.246791176276023962e-03
1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.739999999999999991e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.009999999999999787e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.330000000000000071e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.700000000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.120000000000000107e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.620000000000000107e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.190000000000000391e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.849999999999999645e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.610000000000000320e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.530000000000000249e+00,3.246666666666666451e-02,1.156612102459400743e-01
8.720000000000000639e+00,3.066666666666666430e-01,9.348808599079470039e-01
1.009999999999999964e+01,7.543333333333334112e-01,2.275793902990534523e+00
1.169999999999999929e+01,1.193333333333333135e+00,3.587100345528249967e+00
1.350000000000000000e+01,1.443333333333333135e+00,4.332026726089714508e+00
1.569999999999999929e+01,1.420000000000000151e+00,4.260234735316823063e+00
1.819999999999999929e+01,1.143333333333333313e+00,3.437991984994858807e+00
2.100000000000000000e+01,7.183333333333333792e-01,2.179377714445621450e+00
2.439999999999999858e+01,3.140000000000000013e-01,9.862102547969507915e-01
2.819999999999999929e+01,6.370000000000000662e-02,2.393400857914667612e-01
3.270000000000000284e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.779999999999999716e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.379999999999999716e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.070000000000000284e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.879999999999999716e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.809999999999999432e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.879999999999999716e+01,0.000000000000000000e+00,0.000000000000000000e+00
9.129999999999999716e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.060000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.220000000000000000e+02,1.122099999999999875e+00,1.048398249712388486e+00
1.420000000000000000e+02,8.079666666666668107e+00,3.135146443505027136e+00
1.640000000000000000e+02,1.690517999999999788e+01,5.992438969757361455e+00
1.900000000000000000e+02,2.212533333333333019e+01,7.516719396710834111e+00
2.200000000000000000e+02,2.089123333333333221e+01,6.774199641204035949e+00
2.550000000000000000e+02,1.422893333333333210e+01,4.549401681784344120e+00
2.950000000000000000e+02,6.198333333333334139e+00,2.606334697531296651e+00
3.420000000000000000e+02,1.208026666666666582e+00,1.580939693332910290e+00
3.960000000000000000e+02,3.980666666666666798e-01,1.028839019909766561e+00
4.590000000000000000e+02,3.303333333333333122e-01,1.010070899601717143e+00
5.310000000000000000e+02,2.889999999999999791e-01,9.303201957749099860e-01
6.150000000000000000e+02,2.282000000000000139e-01,7.935090589695033003e-01
7.120000000000000000e+02,1.650000000000000078e-01,6.174072130018133375e-01
8.250000000000000000e+02,1.089999999999999997e-01,4.180139551099540385e-01
9.550000000000000000e+02,5.956666666666666360e-02,2.356595967822137372e-01
1.110000000000000000e+03,2.336666666666666753e-02,9.993880905611975118e-02
1.280000000000000000e+03,4.699999999999999317e-03,2.531027459353216158e-02
1.480000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
1.720000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
1.990000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
2.300000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
2.670000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
3.090000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
3.580000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
4.150000000000000000e+03,2.330000000000000040e-03,1.254743400062339684e-02
4.800000000000000000e+03,1.693333333333333496e-02,9.118879073414425107e-02
5.560000000000000000e+03,4.100000000000000172e-02,2.207917570925147233e-01
6.440000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
7.460000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
8.630000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
