T[°C]	350nm [counts / mm]	S.D.
19.99944	6912.833	21.3364
20.05342	6894.131	30.01435
20.10741	6893.408	25.86708
20.1614	6893.738	26.73621
20.21539	6888.45	23.6207
20.26938	6884.018	26.65714
20.32337	6875.585	21.37752
20.37736	6873.402	26.90747
20.43135	6869.16	26.24967
20.48534	6863.068	21.50921
20.53933	6854.583	19.21703
20.59332	6847.411	19.42873
20.64731	6841.282	14.79169
20.7013	6840.354	21.70008
20.75529	6838.766	22.99171
20.80928	6828.955	28.37285
20.86327	6826.221	25.5249
20.91726	6818.157	24.38106
20.97124	6808.54	23.36209
21.02523	6801.817	30.53518
21.07922	6801.731	20.79644
21.13321	6799.053	28.48248
21.1872	6789.449	25.56306
21.24119	6783.652	28.91385
21.29518	6774.938	24.8719
21.34917	6771.025	24.91313
21.40316	6772.905	25.82112
21.45715	6767.307	18.60054
21.51114	6748.932	32.98149
21.56513	6761.187	25.27068
21.61912	6743.075	18.07228
21.67311	6744.948	18.81588
21.7271	6737.067	18.23453
21.78109	6730.619	18.5563
21.83508	6726.565	26.82539
21.88906	6724.424	22.1465
21.94305	6719.564	25.89334
21.99704	6712.495	24.58003
22.05103	6706.667	20.06378
22.10502	6699.727	27.00558
22.15901	6691.227	24.91089
22.213	6694.755	18.21712
22.26699	6682.789	18.75964
22.32098	6675.05	18.91901
22.37497	6669.708	18.54852
22.42896	6666.424	21.99463
22.48295	6665.13	14.77053
22.53694	6658.844	11.57879
22.59093	6651.942	18.74491
22.64492	6649.648	15.98164
22.69891	6642.3	15.60576
22.7529	6636.737	12.10098
22.80688	6630.042	18.1772
22.86087	6628.161	22.2623
22.91486	6622.265	25.5493
22.96885	6622.365	18.81736
23.02284	6615.744	20.87584
23.07683	6606.223	24.62745
23.13082	6600.779	19.55695
23.18481	6595.137	17.91608
23.2388	6586.436	18.5259
23.29279	6583.692	22.73977
23.34678	6579.72	24.60125
23.40077	6573.435	21.69394
23.45476	6567.899	20.93322
23.50875	6562.25	21.76746
23.56274	6555.67	22.35379
23.61673	6552.131	25.75676
23.67072	6549.553	27.44365
23.72471	6544.119	21.60717
23.7787	6537.917	19.53682
23.83269	6529.585	22.28984
23.88667	6523.214	22.64194
23.94066	6522.694	24.06763
23.99465	6518.441	25.01333
24.04864	6507.428	24.5718
24.10263	6500.823	27.87561
