T[°C]	Scattering [mAU]	S.D.
19.99944	94.73963	0.2629519
20.05342	95.07654	0.1880334
20.10741	94.97016	0.5602891
20.1614	95.32151	0.5041019
20.21539	95.0799	0.2080084
20.26938	94.93663	0.3678684
20.32337	94.79766	0.9182692
20.37736	94.89328	0.7376609
20.43135	94.7976	0.6647409
20.48534	94.79965	0.2739334
20.53933	94.95905	0.2187425
20.59332	94.86772	0.1572966
20.64731	94.77744	0.403953
20.7013	95.03449	0.2218076
20.75529	94.83179	0.5533487
20.80928	95.31368	0.2626239
20.86327	94.90669	0.2608825
20.91726	95.20557	0.5725778
20.97124	95.14784	0.3705412
21.02523	94.85624	0.7396575
21.07922	95.03075	0.4284859
21.13321	94.94949	0.6857561
21.1872	95.03036	0.4129402
21.24119	95.22764	0.2712663
21.29518	94.8698	0.3670786
21.34917	94.83283	0.4492372
21.40316	94.71799	0.1713745
21.45715	94.98933	0.5454227
21.51114	94.6533	0.1409499
21.56513	94.76463	0.1409435
21.61912	94.71224	0.2004222
21.67311	95.00508	0.4493486
21.7271	94.65702	0.6031107
21.78109	94.9175	0.5599994
21.83508	94.65375	0.6340709
21.88906	95.1263	0.388313
21.94305	94.68187	0.5336047
21.99704	94.59766	0.4447354
22.05103	94.63015	0.3415595
22.10502	94.63688	0.3806002
22.15901	94.69134	0.501053
22.213	94.74755	0.5187483
22.26699	94.75533	0.2979706
22.32098	94.83904	0.2747219
22.37497	94.75945	0.2649419
22.42896	94.6605	0.2723733
22.48295	94.62209	0.06071867
22.53694	94.7452	0.3089289
22.59093	94.62652	0.1350787
22.64492	94.45931	0.2594292
22.69891	94.55719	0.175343
22.7529	94.42058	0.3097285
22.80688	94.48928	0.1088175
22.86087	94.56527	0.2686002
22.91486	94.56463	0.008507675
22.96885	94.62392	0.224085
23.02284	94.56111	0.1085549
23.07683	94.69814	0.1786311
23.13082	94.69671	0.262288
23.18481	94.82404	0.4666179
23.2388	94.74445	0.5321076
23.29279	94.7421	0.3069313
23.34678	94.70638	0.3333089
23.40077	94.68674	0.4526128
23.45476	94.67632	0.3808422
23.50875	94.55535	0.3923101
23.56274	94.56485	0.3325329
23.61673	94.69516	0.1781816
23.67072	94.70737	0.232
23.72471	94.56229	0.4140388
23.7787	94.57562	0.3715978
23.83269	94.62488	0.2395687
23.88667	94.49964	0.5339832
23.94066	94.49641	0.6347255
23.99465	94.55355	0.5542203
24.04864	94.77622	0.5468962
24.10263	94.88216	0.4577353
24.15662	94.72144	0.7331263
24.21061	94.73344	0.7210461
24.2646	94.50092	0.5403594
24.31859	94.4409	0.623481
24.37258	94.57607	0.4716575
24.42657	94.68201	0.2268327
24.48056	94.44932	0.4372905
24.53455	94.51939	0.4859723
24.58854	94.61068	0.1400566
24.64253	94.79118	0.2789933
24.69652	94.49265	0.1899561
24.75051	94.58268	0.25437
24.80449	94.65883	0.4891872
24.85848	94.84821	0.5008207
24.91247	94.9187	0.4978973
24.96646	94.90541	0.6161271
25.02045	94.69217	0.5138099
25.07444	94.69749	0.7575842
25.12843	94.58749	0.331308
25.18242	94.66707	0.5346156
25.23641	94.52044	0.4425501
25.2904	94.49551	0.2804861
25.34439	94.59016	0.2080682
25.39838	94.41508	0.1895357
25.45237	94.70993	0.3342845
25.50636	94.56296	0.2661453
25.56035	94.4937	0.3305697
25.61434	94.87045	0.6828665
25.66833	94.45895	0.1748545
25.72231	94.57	0.2987643
25.7763	94.50548	0.2698742
25.83029	94.4452	0.2965623
25.88428	94.58552	0.4381957
25.93827	94.41494	0.5358387
25.99226	94.61544	0.4597623
26.04625	94.5174	0.6307733
26.10024	94.53378	0.3025808
26.15423	94.65243	0.4063981
