T[°C]	Scattering [mAU]	S.D.
20.00094	93.56196	0.6109188
20.05489	93.69447	0.6228892
20.10884	93.46547	0.4618006
20.16279	93.69735	0.4266753
20.21674	93.68649	0.5188499
20.27069	93.56331	0.656189
20.32465	93.66563	0.630591
20.3786	93.55332	0.4104372
20.43255	93.53779	0.8739802
20.4865	93.56846	0.6317616
20.54045	93.5415	0.8540773
20.5944	93.47441	0.6395007
20.64835	93.59183	0.8757744
20.7023	93.52571	0.8495072
20.75625	93.42064	0.818372
20.8102	93.58419	0.9492867
20.86415	93.34544	0.6493336
20.9181	93.48886	0.923375
20.97205	93.48604	0.567553
21.026	93.4488	0.813228
21.07995	93.52116	0.8590415
21.1339	93.25886	0.9747516
21.18785	93.3765	0.8915606
21.2418	93.34894	0.8921314
21.29575	93.37248	0.8053871
21.3497	93.49769	0.9687645
21.40366	93.47105	0.9355249
21.45761	93.53567	1.006021
21.51156	93.49133	0.8268456
21.56551	93.47572	0.8939386
21.61946	93.36328	0.8849305
21.67341	93.47337	1.088219
21.72736	93.38691	1.11434
21.78131	93.5647	0.6664945
21.83526	93.5832	0.7501416
21.88921	93.50269	0.4641531
21.94316	93.51365	0.5987788
21.99711	93.45029	0.5802897
22.05106	93.36043	0.6891044
22.10501	93.40156	0.8504145
22.15896	93.66008	0.5396208
22.21291	93.53336	0.524319
22.26686	93.62077	0.6964687
22.32081	93.48419	0.5666541
22.37476	93.48797	0.6647248
22.42871	93.40715	0.8041166
22.48266	93.37072	0.8074394
22.53662	93.60049	0.6432642
22.59057	93.61987	0.5903906
22.64452	93.58189	0.4299928
22.69847	93.64392	0.4551617
22.75242	93.45354	0.5880631
22.80637	93.3606	0.6187058
22.86032	93.29649	0.6584842
22.91427	93.24512	0.7446603
22.96822	93.30165	0.4747093
23.02217	93.35748	0.4274749
23.07612	93.54037	0.4983036
23.13007	93.51899	0.4073376
23.18402	93.41148	0.5206663
23.23797	93.35529	0.4581137
23.29192	93.2635	0.3068875
23.34587	93.2836	0.4167862
23.39982	93.35818	0.2742882
23.45377	93.38704	0.2609815
23.50772	93.48278	0.6526943
23.56167	93.48967	0.6326213
23.61563	93.33447	0.5558723
23.66958	93.32133	0.696268
23.72353	93.29976	0.7925926
23.77748	93.25671	0.8717026
23.83143	93.2944	0.7481777
23.88538	93.2961	0.7083285
23.93933	93.30317	1.032283
23.99328	93.34045	1.101985
24.04723	93.33295	0.8372349
24.10118	93.43173	0.979437
24.15513	93.36857	0.9424031
24.20908	93.29843	0.816362
24.26303	93.36832	0.9234593
24.31698	93.18495	0.926811
24.37093	93.30124	0.8464493
24.42488	93.32185	0.9795345
24.47883	93.22459	0.5912378
24.53278	93.38011	0.7397687
24.58673	93.24106	0.6669605
24.64068	93.46002	0.6252008
24.69464	93.38589	0.7465962
24.74859	93.19948	0.6915632
24.80254	93.27448	0.8172329
24.85649	93.43886	0.747362
24.91044	93.31116	0.8820963
24.96439	93.4826	0.8925458
25.01834	93.42678	0.7240368
25.07229	93.34734	0.9229074
25.12624	93.33781	0.7432184
25.18019	93.35069	0.7948871
25.23414	93.2971	0.9990861
25.28809	93.38646	0.735162
25.34204	93.44212	0.8097901
25.39599	93.45348	0.5009908
25.44994	93.45723	0.3310728
