T[°C]	330nm [counts / mm]	S.D.
20.00094	3627.469	33.78785
20.05489	3619.702	27.38186
20.10884	3623.544	30.31834
20.16279	3618.415	34.09796
20.21674	3618.127	30.09598
20.27069	3609.129	28.98271
20.32465	3608.934	30.07439
20.3786	3600.065	31.80621
20.43255	3603.672	27.81587
20.4865	3599.909	34.58633
20.54045	3595.294	29.78126
20.5944	3596.228	32.60047
20.64835	3590.223	34.42918
20.7023	3592.318	42.90565
20.75625	3589.65	37.43372
20.8102	3587.609	37.89151
20.86415	3580.733	34.45242
20.9181	3573.249	34.43762
20.97205	3572.097	33.13816
21.026	3572.689	27.70763
21.07995	3565.954	27.23519
21.1339	3569.347	30.97299
21.18785	3565.126	30.79498
21.2418	3560.772	30.25752
21.29575	3554.544	36.80472
21.3497	3551.239	37.03437
21.40366	3546.118	29.74842
21.45761	3551.103	25.28641
21.51156	3543.958	34.55063
21.56551	3545.793	32.49051
21.61946	3547.519	30.75074
21.67341	3543.7	30.3297
21.72736	3534.19	27.9007
21.78131	3534.048	35.92611
21.83526	3527.474	37.5953
21.88921	3527.631	36.13188
21.94316	3524.635	33.67361
21.99711	3524.282	31.38649
22.05106	3524.293	28.12907
22.10501	3520.882	26.44212
22.15896	3509.328	30.6212
22.21291	3512.863	26.81268
22.26686	3508.246	20.9107
22.32081	3506.919	22.49805
22.37476	3505.195	28.35115
22.42871	3506.686	23.57249
22.48266	3502.609	32.32633
22.53662	3495.512	26.93141
22.59057	3484.789	29.40195
22.64452	3485.693	26.48856
22.69847	3488.628	29.27772
22.75242	3483.966	27.87641
22.80637	3480.421	30.36746
22.86032	3481.339	31.64905
22.91427	3482.629	33.71255
22.96822	3480.921	35.5549
23.02217	3473.406	31.56483
23.07612	3465.71	28.54835
23.13007	3457.848	32.0821
23.18402	3457.385	32.09796
23.23797	3459.098	32.41792
23.29192	3457.678	35.09096
23.34587	3453.428	31.93612
23.39982	3450.061	30.28546
23.45377	3447.927	30.95019
23.50772	3444.677	27.64097
23.56167	3442.015	26.01771
23.61563	3438.627	28.78716
23.66958	3434.756	31.16769
23.72353	3437.712	34.46819
23.77748	3441.201	34.68179
23.83143	3433.183	34.92479
23.88538	3427.763	36.81191
23.93933	3424.175	32.49417
23.99328	3423.123	27.69052
24.04723	3418.118	31.5653
24.10118	3415.267	31.60362
24.15513	3416.291	31.66262
24.20908	3413.948	32.66672
24.26303	3411.298	27.52214
24.31698	3405.807	30.1068
24.37093	3404.798	32.21709
24.42488	3403.276	28.98995
24.47883	3398.181	34.50105
24.53278	3393	31.79653
24.58673	3392.957	27.21432
24.64068	3395.344	27.10891
24.69464	3387.351	30.37736
24.74859	3388.698	26.69239
24.80254	3384.713	28.4061
24.85649	3382.462	28.2127
24.91044	3380.556	29.88594
24.96439	3374.726	29.77139
25.01834	3367.853	31.78363
25.07229	3367.701	29.27643
25.12624	3362.607	29.65302
25.18019	3357.945	27.27914
25.23414	3363.809	25.24783
25.28809	3358.733	28.56057
25.34204	3354.937	28.76176
25.39599	3355.75	28.34188
25.44994	3351.472	22.23278
25.50389	3348.718	22.5857
25.55784	3347.323	29.44389
25.61179	3341.5	22.5843
25.66574	3339.378	30.61515
25.71969	3334.169	25.18756
25.77365	3328.9	31.01062
25.8276	3333.711	24.87715
25.88155	3324.814	23.48358
25.9355	3327.158	24.8016
25.98945	3323.209	22.88548
26.0434	3320.749	25.7767
26.09735	3319.377	27.40214
26.1513	3318.062	23.2791
26.20525	3316.616	30.0765
26.2592	3311.993	29.56653
26.31315	3310.16	32.4853
26.3671	3307.575	31.15659
26.42105	3302.266	23.50989
26.475	3300.274	27.69119
26.52895	3298.942	32.09493
26.5829	3295.884	28.16662
26.63685	3291.414	31.5197
26.6908	3287.671	28.54972
26.74475	3284.475	27.49186
26.7987	3286.543	26.69725
26.85266	3284.343	26.68906
26.9066	3280.971	27.69256
26.96056	3279.908	28.9019
27.01451	3276.348	27.59372
27.06846	3275.65	26.88196
27.12241	3273.864	27.5121
27.17636	3265.139	28.41324
27.23031	3263.102	23.3564
27.28426	3264.675	20.99934
27.33821	3263.039	28.319
27.39216	3260.113	28.45856
27.44611	3254.51	28.20067
27.50006	3252.696	27.05101
27.55401	3249.167	28.47505
27.60796	3243.586	31.32096
27.66191	3242.862	28.4376
27.71586	3238.026	28.83159
27.76981	3236.577	29.30724
27.82376	3234.746	33.20219
27.87771	3231.429	29.2727
27.93167	3232.71	22.43753
27.98561	3227.81	21.85783
28.03957	3228.864	18.21377
28.09352	3225.254	23.13773
28.14747	3215.008	24.45583
28.20142	3216.28	30.43701
28.25537	3213.667	30.60717
28.30932	3211.196	28.25201
28.36327	3208.73	26.05653
28.41722	3210.835	26.19179
28.47117	3202.414	24.36895
28.52512	3202.904	26.51181
28.57907	3196.663	32.30346
28.63302	3194.604	25.44511
28.68697	3198.748	24.6178
28.74092	3191.178	22.42519
28.79487	3191.263	19.54569
28.84882	3188.554	24.62581
28.90277	3181.543	25.55765
28.95672	3179.085	28.5063
29.01068	3175.715	25.22166
29.06462	3172.689	25.95217
29.11858	3172.199	26.16442
29.17253	3168.348	26.87808
29.22648	3169.926	23.38691
29.28043	3164.354	24.03744
29.33438	3161.533	26.56565
29.38833	3167.438	25.87374
29.44228	3157.826	24.03957
29.49623	3153.515	22.06237
29.55018	3149.65	28.47846
29.60413	3149.972	23.82414
29.65808	3149.359	24.30379
29.71203	3151.421	21.85776
29.76598	3145.135	26.49144
29.81993	3146.403	31.50853
29.87388	3136.024	29.0932
29.92783	3133.854	25.2895
29.98178	3131.405	27.16991
30.03573	3129.785	22.45621
30.08969	3128.993	25.38387
30.14363	3128.657	29.56052
30.19759	3124.264	26.18639
30.25154	3117.061	25.20389
30.30549	3115.908	27.63606
30.35944	3122.291	29.16173
30.41339	3117.391	22.09536
30.46734	3110.373	19.80439
30.52129	3108.491	20.60894
30.57524	3106.55	21.53504
30.62919	3105.438	23.23868
30.68314	3105.708	26.27908
30.73709	3102.077	26.97435
30.79104	3098.571	27.68529
30.84499	3094.5	30.21772
30.89894	3092.281	30.041
30.95289	3086.958	27.22838
31.00684	3080.601	25.79757
31.06079	3082.438	27.73121
31.11474	3082.05	27.33231
31.1687	3078.232	24.33499
31.22264	3078.602	21.19401
31.2766	3074.829	19.14786
31.33055	3069.439	23.37069
31.3845	3065.651	22.25127
31.43845	3060.713	21.67236
31.4924	3062.067	22.71143
31.54635	3059.754	21.13542
31.6003	3060.667	23.55844
31.65425	3058.151	18.8467
31.7082	3055.498	25.63493
31.76215	3047.174	26.37545
31.8161	3047.868	26.72622
31.87005	3048.164	28.95424
31.924	3042.675	23.338
31.97795	3039.706	26.21929
32.0319	3040.926	20.43165
32.08585	3031.147	22.12449
32.1398	3037.801	23.07408
32.19376	3035.297	19.46902
32.2477	3026.211	20.88661
32.30165	3024.294	19.9786
32.35561	3018.433	19.77971
32.40956	3017.703	20.94012
32.4635	3016.319	19.18737
32.51746	3011.771	24.51605
32.57141	3016.252	20.41702
32.62536	3009.531	23.29861
32.67931	3010.645	24.35329
32.73326	3001.853	26.22316
