T[°C]	Scattering [mAU]	S.D.	First derivative	S.D. of first derivative
19.99899	89.67956	2.851011	-0.06372041	0.3682386
20.05298	89.66422	2.853093	-0.06209285	0.3593749
20.10697	89.64922	2.855386	-0.06048393	0.3505002
20.16097	89.63456	2.857829	-0.05889444	0.3416156
20.21496	89.6202	2.860301	-0.05732515	0.3327227
20.26895	89.60614	2.862654	-0.05577681	0.3238234
20.32294	89.59235	2.86471	-0.05425018	0.31492
20.37693	89.57882	2.866343	-0.05274595	0.3060152
20.43093	89.56551	2.867456	-0.05126479	0.2971119
20.48492	89.55244	2.868014	-0.04980736	0.2882136
20.53891	89.53961	2.868033	-0.04837425	0.2793237
20.5929	89.52711	2.867646	-0.04696601	0.2704464
20.64689	89.51497	2.867151	-0.04558313	0.261586
20.70088	89.50323	2.867115	-0.04422606	0.2527471
20.75488	89.49213	2.868811	-0.04289517	0.2439345
20.80887	89.48271	2.874676	-0.04159077	0.2351536
20.86286	89.47977	2.877646	-0.04031307	0.2264098
20.91685	89.47865	2.88212	-0.03906222	0.2177088
20.97084	89.47918	2.88769	-0.03783835	0.2090566
21.02483	89.48121	2.893844	-0.03664154	0.2004591
21.07882	89.4845	2.900464	-0.03547195	0.1919222
21.13282	89.48855	2.907824	-0.03432981	0.1834518
21.18681	89.49292	2.916365	-0.03321537	0.1750535
21.2408	89.49738	2.926521	-0.03212899	0.1667325
21.29479	89.50155	2.938621	-0.03107103	0.1584941
21.34878	89.50471	2.952944	-0.03004189	0.1503431
21.40278	89.50589	2.969674	-0.02904191	0.1422841
21.45677	89.50469	2.988855	-0.02807141	0.1343214
21.51076	89.50153	3.010388	-0.02713067	0.1264594
21.56475	89.49754	3.033938	-0.02622004	0.1187025
21.61874	89.49377	3.058449	-0.02533995	0.1110553
21.67274	89.49082	3.082511	-0.02449079	0.103523
21.72673	89.48866	3.105011	-0.0236729	0.09611202
21.78072	89.48671	3.125296	-0.02288645	0.08883008
21.83471	89.48434	3.143254	-0.02213143	0.08168754
21.8887	89.48122	3.158991	-0.02140762	0.07469856
21.94269	89.47729	3.172769	-0.02071462	0.0678835
21.99669	89.47285	3.184788	-0.02005186	0.0612726
22.05068	89.46824	3.195108	-0.01941859	0.05491248
22.10467	89.46393	3.203738	-0.01881395	0.04887668
22.15866	89.45992	3.210684	-0.01823702	0.04328329
22.21265	89.45625	3.215868	-0.01768705	0.038322
22.26664	89.45305	3.219122	-0.01716409	0.03428777
22.32063	89.45054	3.220051	-0.01667018	0.03159643
22.37463	89.44926	3.218071	-0.01621117	0.03071675
22.42862	89.44977	3.212793	-0.01579952	0.03197442
22.48261	89.4523	3.203961	-0.01545724	0.0353727
22.5366	89.45692	3.191596	-0.01521691	0.04064169
22.59059	89.46323	3.176124	-0.01511802	0.04741653
22.64459	89.47075	3.158111	-0.01617778	0.05127684
22.69858	89.47888	3.138203	-0.01720073	0.05492011
22.75257	89.48722	3.11677	-0.01817207	0.05828136
22.80656	89.49564	3.094093	-0.01908064	0.06131509
22.86055	89.50428	3.070493	-0.0199188	0.06398978
22.91455	89.51334	3.046268	-0.02068242	0.066284
22.96854	89.52306	3.021536	-0.02137057	0.06818323
23.02253	89.53336	2.996417	-0.02198525	0.06967781
23.07652	89.54381	2.971308	-0.02253124	0.07076119
23.13051	89.55367	2.94664	-0.02301576	0.07142904
23.1845	89.56224	2.92277	-0.02344773	0.07167844
23.23849	89.56891	2.899895	-0.02383749	0.07150675
23.29249	89.57332	2.878161	-0.02419646	0.07091065
23.34648	89.57536	2.858011	-0.02453699	0.06988566
23.40047	89.57496	2.839818	-0.02487245	0.06842602
23.45446	89.57209	2.823916	-0.02521729	0.06652506
23.50845	89.56688	2.810281	-0.02558721	0.06417619
23.56244	89.55947	2.798708	-0.02599865	0.06137349
23.61644	89.54999	2.788882	-0.02646769	0.05811224
23.67043	89.53856	2.78031	-0.02700927	0.05438953
23.72442	89.52554	2.772564	-0.02763677	0.05020518
23.77841	89.51132	2.76556	-0.0283618	0.04556362
23.8324	89.49625	2.759359	-0.02919362	0.04047728
23.8864	89.48083	2.754101	-0.03013916	0.03497263
23.94039	89.46563	2.749856	-0.03120272	0.02910109
23.99438	89.451	2.746656	-0.03238606	0.02296345
24.04837	89.43732	2.744665	-0.03368785	0.01678744
24.10236	89.42503	2.744018	-0.03510278	0.01125067
24.15635	89.41453	2.74483	-0.03662091	0.008691375
24.21035	89.40613	2.747434	-0.03822792	0.01180514
24.26434	89.40002	2.752131	-0.03990624	0.01801355
24.31833	89.39607	2.759133	-0.04163661	0.02514798
24.37232	89.39388	2.768409	-0.04339866	0.03254662
