T[°C]	350nm [counts / mm]	S.D.	First derivative	S.D. of first derivative
19.99899	6808.609	17.19775	-98.09746	2.809256
20.05298	6803.266	16.85541	-98.03658	2.749586
20.10697	6797.921	16.51283	-97.9757	2.689781
20.16097	6792.574	16.17114	-97.91482	2.629865
20.21496	6787.226	15.83083	-97.85397	2.569842
20.26895	6781.876	15.49256	-97.79314	2.509745
20.32294	6776.524	15.15712	-97.73235	2.449589
20.37693	6771.174	14.82586	-97.6716	2.389412
20.43093	6765.823	14.49936	-97.61092	2.329235
20.48492	6760.474	14.1786	-97.55031	2.269102
20.53891	6755.127	13.86504	-97.48978	2.209039
20.5929	6749.784	13.55829	-97.42937	2.149098
20.64689	6744.444	13.25858	-97.36907	2.089322
20.70088	6739.11	12.96652	-97.30891	2.029745
20.75488	6733.782	12.68066	-97.2489	1.970431
20.80887	6728.462	12.39948	-97.18905	1.911424
20.86286	6723.149	12.1199	-97.12939	1.852792
20.91685	6717.841	11.83725	-97.06992	1.79458
20.97084	6712.521	11.5453	-97.01066	1.736857
21.02483	6707.202	11.47457	-96.95163	1.67969
21.07882	6701.886	11.48012	-96.89284	1.623139
21.13282	6696.581	11.56559	-96.8343	1.567276
21.18681	6691.287	11.72736	-96.77602	1.51218
21.2408	6686.004	11.9565	-96.71801	1.457924
21.29479	6680.734	12.23717	-96.66028	1.40458
21.34878	6675.47	12.55062	-96.60283	1.352225
21.40278	6670.21	12.88122	-96.54565	1.300945
21.45677	6664.956	13.21986	-96.48875	1.250805
21.51076	6659.717	13.55646	-96.43209	1.20188
21.56475	6654.502	13.88459	-96.37568	1.154235
21.61874	6649.31	14.20341	-96.31949	1.107931
21.67274	6644.129	14.51238	-96.2635	1.063023
21.72673	6638.95	14.80946	-96.20767	1.019561
21.78072	6633.767	15.0863	-96.15198	0.9776073
21.83471	6628.576	15.32767	-96.09637	0.9372014
21.8887	6623.388	15.51649	-96.0408	0.8983965
21.94269	6618.215	15.644	-95.98521	0.8612528
21.99669	6613.068	15.71172	-95.92955	0.8258224
22.05068	6607.949	15.72451	-95.87373	0.7921652
22.10467	6602.855	15.68408	-95.81765	0.7603544
22.15866	6597.78	15.58992	-95.76124	0.7304977
22.21265	6592.717	15.43548	-95.70435	0.7027051
22.26664	6587.659	15.21619	-95.64687	0.6771562
22.32063	6582.599	14.92968	-95.58863	0.6541181
22.37463	6577.536	14.58082	-95.52945	0.633984
22.42862	6572.472	14.18522	-95.46913	0.6173556
22.48261	6567.409	13.76653	-95.40752	0.6051414
22.5366	6562.342	13.35627	-95.34448	0.5986302
22.59059	6557.265	12.98217	-95.2801	0.5994262
22.64459	6552.171	12.66394	-95.22564	0.6158801
22.69858	6547.063	12.41317	-95.17216	0.6343005
22.75257	6541.942	12.23189	-95.11982	0.6539921
22.80656	6536.804	12.11184	-95.0688	0.6742688
22.86055	6531.643	12.04036	-95.01926	0.6944458
22.91455	6526.459	12.00182	-94.97133	0.713869
22.96854	6521.259	11.98179	-94.92513	0.7319096
23.02253	6516.059	11.97121	-94.88075	0.7479715
23.07652	6510.869	11.96644	-94.83825	0.761492
23.13051	6505.693	11.96926	-94.79765	0.7719637
23.1845	6500.538	11.98418	-94.75895	0.7789478
23.23849	6495.404	12.01155	-94.72218	0.7821078
23.29249	6490.287	12.04866	-94.68729	0.7811778
23.34648	6485.173	12.09541	-94.65427	0.7760071
23.40047	6480.05	12.15522	-94.62305	0.7665333
23.45446	6474.908	12.23023	-94.59357	0.7527769
23.50845	6469.75	12.31665	-94.56573	0.7348515
23.56244	6464.595	12.40789	-94.53941	0.7129753
23.61644	6459.461	12.50195	-94.51451	0.6874416
23.67043	6454.36	12.59277	-94.4909	0.6586289
23.72442	6449.293	12.66789	-94.46839	0.6269736
23.77841	6444.25	12.71152	-94.44679	0.5929509
23.8324	6439.223	12.70906	-94.4259	0.5570824
23.8864	6434.201	12.64967	-94.40552	0.5198952
23.94039	6429.178	12.53089	-94.38545	0.4819118
23.99438	6424.148	12.36427	-94.36554	0.443623
24.04837	6419.105	12.1692	-94.34566	0.4054846
24.10236	6414.046	11.9686	-94.32571	0.3679222
24.15635	6408.974	11.78332	-94.30556	0.3313278
24.21035	6403.896	11.62905	-94.28514	0.296021
24.26434	6398.824	11.5121	-94.26438	0.2622349
24.31833	6393.755	11.42786	-94.24324	0.2301129
24.37232	6388.685	11.36391	-94.22172	0.1997274
24.42631	6383.61	11.30515	-94.19983	0.1711515
24.4803	6378.527	11.24155	-94.17761	0.1446178
24.5343	6373.435	11.17017	-94.15511	0.1208638
24.58829	6368.331	11.09203	-94.13238	0.1017075
24.64228	6363.215	11.01406	-94.10947	0.09072342
24.69627	6358.096	10.94879	-94.08646	0.09232318
24.75026	6352.978	10.91189	-94.06342	0.107766
24.80425	6347.862	10.91919	-94.04044	0.1341878
24.85825	6342.749	10.97959	-94.01755	0.1681643
24.91224	6337.641	11.09786	-93.99482	0.2074388
24.96623	6332.541	11.27017	-93.97231	0.2506237
25.02022	6327.45	11.4868	-93.95002	0.2967537
25.07421	6322.371	11.74234	-93.92795	0.3450262
25.12821	6317.303	12.03331	-93.90606	0.3946992
25.1822	6312.243	12.35003	-93.88428	0.4450453
25.23619	6307.188	12.67797	-93.86255	0.4953458
25.29018	6302.141	12.99958	-93.84078	0.5449353
25.34417	6297.103	13.29833	-93.81886	0.5932063
25.39816	6292.066	13.56211	-93.79664	0.639638
25.45216	6287.019	13.78404	-93.77399	0.683769
25.50615	6281.954	13.9556	-93.75079	0.7252442
25.56014	6276.869	14.07883	-93.72688	0.7637719
25.61413	6271.768	14.16583	-93.70216	0.7991428
25.66812	6266.657	14.22729	-93.67648	0.8312064
25.72211	6261.544	14.2726	-93.64977	0.8598735
25.77611	6256.438	14.30325	-93.62193	0.8850912
25.8301	6251.349	14.31139	-93.5929	0.9068568
25.88409	6246.285	14.27667	-93.56263	0.9251739
25.93808	6241.251	14.18327	-93.53107	0.9400746
25.99207	6236.25	14.02893	-93.49821	0.9516107
26.04606	6231.272	13.81738	-93.46409	0.9598763
26.10006	6226.304	13.55855	-93.42873	0.9649638
26.15405	6221.329	13.26768	-93.39217	0.9669657
26.20804	6216.338	12.96391	-93.35445	0.9659677
26.26203	6211.326	12.66807	-93.31553	0.9620581
26.31602	6206.292	12.39719	-93.27542	0.9553612
26.37002	6201.239	12.16083	-93.23411	0.9460351
26.42401	6196.171	11.96279	-93.1916	0.9343094
26.478	6191.096	11.80812	-93.14795	0.9204776
26.53199	6186.018	11.69885	-93.1032	0.9048486
26.58598	6180.941	11.63263	-93.05746	0.8877572
26.63997	6175.869	11.605	-93.01083	0.8695177
26.69397	6170.804	11.60717	-92.96346	0.8503725
26.74796	6165.743	11.63244	-92.91553	0.8304885
26.80195	6160.688	11.67989	-92.8672	0.809935
26.85594	6155.636	11.75316	-92.81864	0.7886976
26.90993	6150.586	11.85364	-92.76998	0.7666526
26.96392	6145.535	11.97663	-92.72134	0.7436328
27.01792	6140.486	12.11865	-92.67281	0.719412
27.07191	6135.442	12.27053	-92.62446	0.6937848
27.1259	6130.404	12.42175	-92.57637	0.6665495
27.17989	6125.371	12.5675	-92.52862	0.637569
27.23388	6120.345	12.70068	-92.48125	0.6067618
27.28787	6115.328	12.80711	-92.43432	0.5741192
27.34187	6110.32	12.87663	-92.38786	0.5397563
27.39586	6105.322	12.91078	-92.3419	0.5038564
27.44985	6100.333	12.9081	-92.29652	0.4667068
27.50384	6095.353	12.86101	-92.25176	0.4286731
27.55783	6090.382	12.76107	-92.2077	0.3901957
27.61183	6085.424	12.60597	-92.16441	0.3517876
27.66582	6080.48	12.40953	-92.12194	0.3140318
27.71981	6075.553	12.19032	-92.08035	0.2775405
27.7738	6070.635	11.9676	-92.03963	0.2429224
27.82779	6065.72	11.75425	-91.99986	0.2108137
27.88178	6060.801	11.55757	-91.96101	0.181861
27.93578	6055.876	11.38599	-91.92311	0.1567115
27.98977	6050.944	11.24024	-91.88615	0.1359977
28.04376	6046.01	11.11954	-91.85017	0.1201779
28.09775	6041.081	11.02605	-91.81518	0.1093386
28.15174	6036.16	10.96241	-91.78123	0.1029811
28.20573	6031.247	10.92931	-91.74836	0.1000416
28.25973	6026.335	10.93063	-91.71659	0.09915616
28.31372	6021.419	10.9692	-91.68592	0.09905827
28.36771	6016.494	11.04272	-91.65633	0.09875509
28.4217	6011.559	11.14704	-91.6278	0.09754889
28.47569	6006.615	11.27563	-91.60026	0.09497637
28.52968	6001.668	11.42389	-91.57365	0.09075135
28.58368	5996.726	11.58719	-91.54787	0.0846968
28.63767	5991.791	11.75308	-91.52285	0.07674639
28.69166	5986.865	11.90643	-91.4985	0.06697744
28.74565	5981.951	12.03783	-91.47475	0.05563616
28.79964	5977.051	12.14771	-91.45149	0.04335018
28.85364	5972.165	12.24105	-91.42866	0.03177283
28.90763	5967.289	12.32318	-91.40614	0.0257234
28.96162	5962.419	12.4046	-91.38385	0.03161136
29.01561	5957.554	12.49076	-91.36166	0.04646748
29.0696	5952.684	12.57907	-91.33947	0.06510521
29.12359	5947.799	12.66522	-91.3172	0.08535888
