T[°C]	330nm [counts / mm]	S.D.
19.99899	7856.427	27.54668
20.05298	7847.385	15.01506
20.10697	7826.006	15.96878
20.16097	7827.466	24.58732
20.21496	7820.268	16.29133
20.26895	7818.945	11.03263
20.32294	7812.973	11.37143
20.37693	7803.469	15.50495
20.43093	7792.678	17.00625
20.48492	7796.319	18.27003
20.53891	7791.491	25.74997
20.5929	7781.172	15.44924
20.64689	7775.482	15.39123
20.70088	7772.742	17.52213
20.75488	7763.724	11.16133
20.80887	7752.134	12.73885
20.86286	7752.329	12.96185
20.91685	7737.905	5.835477
20.97084	7736.473	3.866986
21.02483	7731.297	13.662
21.07882	7718.916	2.374963
21.13282	7727.491	7.925169
21.18681	7714.779	4.095255
21.2408	7711.601	16.82239
21.29479	7704.455	20.96908
21.34878	7694.877	7.872149
21.40278	7686.776	14.45766
21.45677	7683.142	14.41786
21.51076	7679.167	19.46342
21.56475	7670.584	20.52038
21.61874	7665.198	22.92491
21.67274	7659.115	17.95216
21.72673	7651.47	16.54176
21.78072	7646.168	26.0584
21.83471	7648.156	28.88209
21.8887	7639.598	27.53023
21.94269	7632.803	29.98572
21.99669	7620.715	16.35279
22.05068	7614.875	20.52809
22.10467	7613.893	23.49968
22.15866	7605.099	14.59116
22.21265	7606.339	19.65442
22.26664	7600.772	17.52344
22.32063	7591.892	17.74134
22.37463	7586.465	20.06912
22.42862	7579.707	11.99759
22.48261	7574.702	14.65069
22.5366	7562.669	26.77935
22.59059	7561.822	28.16291
22.64459	7554.087	16.91337
22.69858	7548.105	16.26577
22.75257	7547.342	10.66401
22.80656	7540.893	13.00268
22.86055	7533.46	28.07188
22.91455	7528.325	23.95166
22.96854	7518.494	18.8928
23.02253	7517.682	24.43462
23.07652	7516.902	10.97404
23.13051	7508.416	5.914202
23.1845	7501.587	23.47336
23.23849	7489.708	20.2878
23.29249	7481.359	22.16483
23.34648	7477.444	19.64198
23.40047	7471.677	24.60181
23.45446	7465.034	23.6487
23.50845	7455.797	23.17609
23.56244	7453.639	18.80371
23.61644	7450.237	18.76101
23.67043	7444.883	17.78636
23.72442	7442.525	11.87443
23.77841	7441.448	12.43956
23.8324	7439.07	15.79195
23.8864	7425.445	22.73082
23.94039	7414.113	20.65973
23.99438	7408.847	13.74404
24.04837	7408.701	9.143514
24.10236	7404.848	14.76972
24.15635	7400.898	11.66173
24.21035	7386.965	11.69259
24.26434	7378.737	23.3272
24.31833	7374.732	11.79296
24.37232	7370.089	16.99668
24.42631	7371.304	21.03478
24.4803	7359.895	19.10228
24.5343	7353.039	13.325
24.58829	7355.099	4.29279
24.64228	7346.551	9.89753
24.69627	7343.87	14.76977
24.75026	7329.463	8.640864
24.80425	7321.209	5.102837
24.85825	7320.201	18.03537
24.91224	7317.859	20.91665
24.96623	7310.458	11.80221
25.02022	7309.939	11.12194
25.07421	7300.87	14.81467
25.12821	7303.31	13.35786
25.1822	7291.307	18.51468
25.23619	7280.186	16.50695
25.29018	7276.718	15.55004
25.34417	7274.064	17.79039
25.39816	7261.984	9.451587
25.45216	7257.978	15.13413
25.50615	7251.947	24.11601
25.56014	7247.997	25.81877
25.61413	7236.727	21.21313
25.66812	7236.594	16.75498
25.72211	7237.637	21.214
25.77611	7230.944	24.40083
25.8301	7222.516	17.31966
25.88409	7216.557	15.56933
25.93808	7216.123	26.42871
25.99207	7203.233	20.80328
26.04606	7194.115	13.07004
26.10006	7193.517	5.510298
26.15405	7185.189	14.16834
26.20804	7183.818	10.19236
26.26203	7172.603	15.30849
26.31602	7169.134	16.59389
26.37002	7160.335	9.518377
26.42401	7159.876	6.451345
26.478	7152.631	19.88322
26.53199	7147.88	20.52676
26.58598	7146.243	17.4679
26.63997	7140.307	10.92941
26.69397	7134.387	12.43553
26.74796	7132.544	12.33714
26.80195	7121.861	12.0401
26.85594	7119.654	13.46371
26.90993	7106.499	20.0962
26.96392	7107.584	22.27625
27.01792	7094.673	20.26498
27.07191	7094.958	13.5156
27.1259	7089.961	22.73749
27.17989	7082.92	21.7595
27.23388	7074.369	14.22892
27.28787	7068.948	9.943712
27.34187	7063.719	8.251732
27.39586	7059.305	14.47696
27.44985	7061.653	17.66633
27.50384	7053.8	15.37769
27.55783	7046.283	12.91057
27.61183	7040.695	14.95757
27.66582	7033.275	18.84091
27.71981	7026.625	17.98865
27.7738	7022.13	15.95664
27.82779	7016.769	9.027925
27.88178	7011.431	10.85006
27.93578	7008.782	11.51415
27.98977	6997.057	7.583706
28.04376	6991.662	14.69624
28.09775	6988.283	15.84829
28.15174	6986.025	8.839194
28.20573	6986.74	12.21422
28.25973	6969.82	9.040193
28.31372	6968.396	7.708147
28.36771	6967.859	7.784441
28.4217	6959.078	11.85959
28.47569	6958.109	13.62593
28.52968	6946.497	29.5263
28.58368	6944.118	20.81889
28.63767	6934.254	24.79626
28.69166	6928.93	19.71686
