T[°C]	Scattering [mAU]	S.D.	First derivative	S.D. of first derivative
20.00003	92.08101		0.4698548	
20.05401	92.15869		0.4575826	
20.108	92.23506		0.4454851	
20.16199	92.31003		0.4335684	
20.21597	92.38352		0.4218374	
20.26996	92.45539		0.4102966	
20.32394	92.52558		0.3989499	
20.37793	92.59422		0.387802	
20.43192	92.66157		0.3768556	
20.4859	92.72785		0.3661135	
20.53989	92.7933		0.3555773	
20.59387	92.85814		0.3452491	
20.64786	92.92254		0.3351291	
20.70185	92.98651		0.325217	
20.75583	93.04951		0.3155115	
20.80982	93.10768		0.3060112	
20.8638	93.13103		0.2967128	
20.91779	93.14791		0.2876123	
20.97178	93.15967		0.2787043	
21.02576	93.1663		0.2699832	
21.07975	93.17075		0.2614419	
21.13374	93.17523		0.253072	
21.18772	93.18072		0.2448654	
21.24171	93.18566		0.2368124	
21.29569	93.18867		0.2289033	
21.34968	93.18687		0.2211277	
21.40367	93.17684		0.2134755	
21.45765	93.15866		0.205936	
21.51164	93.13609		0.1984981	
21.56562	93.11201		0.1911501	
21.61961	93.0899		0.1838807	
21.6736	93.07088		0.1766774	
21.72758	93.0564		0.1695278	
21.78157	93.04594		0.1624186	
21.83555	93.03919		0.1553369	
21.88954	93.03384		0.1482684	
21.94353	93.02879		0.1411989	
21.99751	93.02158		0.1341132	
22.0515	93.01124		0.1269972	
22.10548	92.99678		0.119837	
22.15947	92.98093		0.1126217	
22.21346	92.96644		0.1053475	
22.26744	92.95475		0.09802315	
22.32143	92.94488		0.09068134	
22.37542	92.93695		0.08339491	
22.4294	92.92986		0.07629982	
22.48339	92.92404		0.06961777	
22.53737	92.91838		0.06366742	
22.59136	92.91296		0.05881926	
22.64535	92.90602		0.0586754	
22.69933	92.8971		0.05872047	
22.75332	92.88462		0.05894693	
22.8073	92.86867		0.05934528	
22.86129	92.84987		0.05990418	
22.91528	92.83092		0.06061014	
22.96926	92.8139		0.06144655	
23.02325	92.80029		0.06239353	
23.07723	92.79086		0.06342836	
23.13122	92.78653		0.06452686	
23.18521	92.78766		0.06566421	
23.23919	92.79503		0.06681508	
23.29318	92.8091		0.06795118	
23.34716	92.83003		0.06903886	
23.40115	92.85764		0.07004053	
23.45514	92.89116		0.07091766	
23.50912	92.92904		0.07163382	
23.56311	92.97007		0.07215711	
23.6171	93.01304		0.07245978	
23.67108	93.05695		0.0725185	
23.72507	93.10113		0.07231508	
23.77905	93.14523		0.07183576	
23.83304	93.18897		0.07106738	
23.88703	93.23157		0.06999736	
23.94101	93.27191		0.06861231	
23.995	93.3088		0.06689723	
24.04898	93.34137		0.06483324	
24.10297	93.36942		0.06240111	
24.15696	93.39296		0.05958089	
24.21094	93.41024		0.05635383	
24.26493	93.41827		0.05270367	
24.31891	93.41637		0.04861828	
24.3729	93.40572		0.04408965	
24.42689	93.38805		0.03911414	
24.48087	93.3668		0.03369207	
24.53486	93.34487		0.02782908	
24.58884	93.32449		0.02153715	
24.64283	93.30583		0.01483728	
24.69682	93.28999		0.007761338	
24.7508	93.27647		0.0003547899	
24.80479	93.26543		-0.007321716	
24.85878	93.25546		-0.01519299	
24.91276	93.24594		-0.02317581	
24.96675	93.23507		-0.03118229	
25.02073	93.2233		-0.03912101	
25.07472	93.21128		-0.04689524	
25.12871	93.20094		-0.05440684	
25.18269	93.19308		-0.06155519	
25.23668	93.18931		-0.06824093	
25.29066	93.18825		-0.07436571	
25.34465	93.18793		-0.07983694	
25.39864	93.18617		-0.08456767	
25.45262	93.18338		-0.08848082	
25.50661	93.17841		-0.09151178	
25.56059	93.1708		-0.09361117	
25.61458	93.15845		-0.09474422	
25.66857	93.14082		-0.09489278	
25.72255	93.11767		-0.09405683	
25.77654	93.09256		-0.09225679	
25.83052	93.0681		-0.08953582	
25.88451	93.04547		-0.08595785	
25.9385	93.02403		-0.08160748	
25.99248	93.00433		-0.07658666	
26.04647	92.98553		-0.0710145	
26.10046	92.96817		-0.06502236	
26.15444	92.9521		-0.05874969	
26.20843	92.93832		-0.05234034	
26.26241	92.92586		-0.04593924	
26.3164	92.91495		-0.03968759	
26.37039	92.90445		-0.03371798	
26.42437	92.89466		-0.02814931	
26.47836	92.88499		-0.02308472	
26.53234	92.87613		-0.01860854	
26.58633	92.86747		-0.01478564	
26.64032	92.85893		-0.01165993	
26.6943	92.8489		-0.009253018	
26.74829	92.83652		-0.007560836	
26.80227	92.82097		-0.006556548	
26.85626	92.80412		-0.006195056	
26.91025	92.78847		-0.0064179	
26.96423	92.77596		-0.007154147	
27.01822	92.76787		-0.00832471	
27.07221	92.76524		-0.009843385	
27.12619	92.76817		-0.01162094	
27.18018	92.77669		-0.01356963	
27.23416	92.79057		-0.01560762	
27.28815	92.81021		-0.01766023	
27.34214	92.83647		-0.01966104	
27.39612	92.87023		-0.02155299	
27.45011	92.91149		-0.02329117	
27.5041	92.95889		-0.02484503	
27.55808	93.01041		-0.02619883	
27.61207	93.06425		-0.02735269	
27.66605	93.11884		-0.02832245	
27.72004	93.17258		-0.02914025	
27.77402	93.22404		-0.02985257	
27.82801	93.27205		-0.03051643	
27.882	93.31562		-0.03119755	
27.93598	93.35399		-0.03196995	
27.98997	93.38676		-0.03291421	
28.04395	93.41225		-0.03411423	
28.09794	93.42759		-0.03565505	
28.15193	93.43148		-0.03762049	
28.20591	93.42514		-0.04009259	
28.2599	93.41094		-0.04314864	
28.31389	93.39165		-0.0468584	
28.36787	93.36795		-0.05127649	
28.42186	93.33938		-0.05643867	
28.47584	93.30481		-0.06235816	
28.52983	93.26331		-0.0690292	
28.58382	93.21354		-0.0764242	
28.6378	93.15627		-0.0844955	
28.69179	93.0938		-0.09317419	
28.74578	93.03047		-0.1023721	
28.79976	92.96885		-0.1119794	
28.85375	92.91167		-0.1218693	
28.90773	92.85999		-0.1318989	
28.96172	92.81574		-0.1419135	
29.01571	92.77897		-0.1517482	
29.06969	92.75062		-0.1612352	
29.12368	92.72987		-0.1702062	
29.17766	92.71642		-0.1784955	
29.23165	92.70863		-0.1859445	
29.28563	92.70638		-0.1924049	
29.33962	92.70851		-0.1977417	
29.39361	92.71522		-0.2018362	
29.44759	92.72545		-0.2045876	
29.50158	92.73927		-0.2059136	
29.55557	92.75568		-0.2057529	
29.60955	92.77584		-0.2040643	
29.66354	92.79976		-0.200832	
29.71752	92.82619		-0.1960644	
29.77151	92.85114		-0.1897948	
29.8255	92.87117		-0.1820827	
29.87948	92.88219		-0.1730129	
29.93347	92.883		-0.1626934	
29.98746	92.87267		-0.151257	
30.04144	92.85207		-0.1388522	
30.09543	92.82267		-0.1256426	
30.14941	92.7879		-0.1118028	
30.2034	92.75062		-0.09751769	
30.25739	92.71291		-0.08297484	
30.31137	92.67487		-0.06836431	
30.36536	92.63737		-0.05387261	
30.41934	92.59998		-0.03968202	
30.47333	92.56371		-0.02596043	
30.52732	92.52856		-0.012861	
30.5813	92.49585		-0.0005158307	
30.63529	92.46523		0.0109638	
30.68927	92.43721		0.02149054	
30.74326	92.41148		0.03099732	
30.79725	92.38879		0.03944289	
30.85123	92.3687		0.04680898	
30.90522	92.35208		0.053107	
30.9592	92.33997		0.05837356	
31.01319	92.33424		0.06266789	
31.06718	92.33631		0.06606663	
31.12116	92.34689		0.06866034	
31.17515	92.36608		0.07054555	
31.22914	92.39315		0.07181912	
31.28312	92.42628		0.07257145	
