T[°C]	Scattering [mAU]	S.D.	First derivative	S.D. of first derivative
20.00045	92.19306		-0.2051099	
20.05456	92.17816		-0.2011352	
20.10866	92.16294		-0.1972283	
20.16277	92.14735		-0.1933911	
20.21688	92.1314		-0.1896259	
20.27098	92.11515		-0.1859345	
20.32509	92.09869		-0.1823192	
20.3792	92.08215		-0.1787812	
20.4333	92.06567		-0.1753225	
20.48741	92.04942		-0.1719442	
20.54152	92.03355		-0.1686477	
20.59562	92.0182		-0.1654336	
20.64973	92.00348		-0.1623029	
20.70384	91.98946		-0.159256	
20.75795	91.97616		-0.1562929	
20.81205	91.96344		-0.1534137	
20.86616	91.9507		-0.1506176	
20.92027	91.93555		-0.1479041	
20.97437	91.91697		-0.1452717	
21.02848	91.89676		-0.1427189	
21.08259	91.87617		-0.1402439	
21.13669	91.85646		-0.1378442	
21.1908	91.83869		-0.1355172	
21.24491	91.82371		-0.1332595	
21.29901	91.81228		-0.1310675	
21.35312	91.80506		-0.1289364	
21.40723	91.80251		-0.1268615	
21.46133	91.80453		-0.1248373	
21.51544	91.81048		-0.1228579	
21.56955	91.81919		-0.120917	
21.62365	91.82938		-0.119008	
21.67776	91.84018		-0.1171236	
21.73187	91.85147		-0.1152567	
21.78597	91.86355		-0.1133995	
21.84008	91.87677		-0.1115444	
21.89419	91.8913		-0.1096834	
21.9483	91.90684		-0.1078083	
22.0024	91.92242		-0.1059113	
22.05651	91.93703		-0.1039841	
22.11061	91.94981		-0.1020194	
22.16472	91.9604		-0.1000105	
22.21883	91.96872		-0.09795349	
22.27294	91.97446		-0.09584908	
22.32704	91.97726		-0.09370657	
22.38115	91.97685		-0.09155007	
22.43526	91.9731		-0.08942708	
22.48936	91.96621		-0.0874194	
22.54347	91.95711		-0.08564859	
22.59758	91.94671		-0.08426233	
22.65168	91.93591		-0.08574835	
22.70579	91.92539		-0.08739244	
22.7599	91.9155		-0.08917625	
22.814	91.9064		-0.09108153	
22.86811	91.89788		-0.09308863	
22.92222	91.88982		-0.09517623	
22.97632	91.88215		-0.09732047	
23.03043	91.87475		-0.09949499	
23.08454	91.86749		-0.1016696	
23.13865	91.85989		-0.1038108	
23.19275	91.85134		-0.1058816	
23.24686	91.84174		-0.1078425	
23.30096	91.83148		-0.1096525	
23.35507	91.82142		-0.1112714	
23.40918	91.81221		-0.1126604	
23.46329	91.80415		-0.1137843	
23.51739	91.79727		-0.1146099	
23.5715	91.79132		-0.115109	
23.62561	91.78587		-0.115256	
23.67971	91.78049		-0.1150304	
23.73382	91.77502		-0.1144165	
23.78793	91.76955		-0.1134082	
23.84203	91.76385		-0.1120078	
23.89614	91.75732		-0.1102264	
23.95025	91.74928		-0.1080845	
24.00435	91.73873		-0.1056091	
24.05846	91.72485		-0.1028341	
24.11257	91.70732		-0.09979659	
24.16667	91.68643		-0.09653696	
24.22078	91.66328		-0.09309554	
24.27489	91.63922		-0.08951391	
24.32899	91.61556		-0.08583106	
24.3831	91.59341		-0.08208428	
24.43721	91.57334		-0.0783071	
24.49131	91.55549		-0.07452922	
24.54542	91.5398		-0.07077692	
24.59953	91.52639		-0.06707422	
24.65364	91.51506		-0.0634426	
24.70774	91.5052		-0.05990115	
24.76185	91.49615		-0.05646619	
24.81596	91.48748		-0.05315055	
24.87006	91.47896		-0.04996505	
24.92417	91.47098		-0.04691945	
24.97828	91.46432		-0.04402367	
25.03238	91.46		-0.04128719	
25.08649	91.45882		-0.03872059	
25.1406	91.46129		-0.03633311	
25.1947	91.46786		-0.03413348	
25.24881	91.47848		-0.03212817	
25.30292	91.49281		-0.03032262	
25.35702	91.51038		-0.02872017	
25.41113	91.53056		-0.02732305	
25.46524	91.5526		-0.02613115	
25.51934	91.57518		-0.02514367	
25.57345	91.5969		-0.02435887	
25.62756	91.61674		-0.02377436	
25.68166	91.6342		-0.02338988	
25.73577	91.64931		-0.02320643	
25.78988	91.66263		-0.02322919	
25.84398	91.67493		-0.02346505	
25.89809	91.68677		-0.02392414	
25.9522	91.69794		-0.02461611	
26.00631	91.70782		-0.02555139	
26.06041	91.71581		-0.02673843	
26.11452	91.72141		-0.02818535	
26.16862	91.72469		-0.02989968	
26.22273	91.72602		-0.03188723	
26.27684	91.72561		-0.03415293	
26.33095	91.72334		-0.03669714	
26.38505	91.71888		-0.03951472	
26.43916	91.7126		-0.04259231	
26.49327	91.70549		-0.04591026	
26.54737	91.69856		-0.04944042	
26.60148	91.69244		-0.05314897	
26.65559	91.68742		-0.05699645	
26.70969	91.68352		-0.06094145	
26.7638	91.68042		-0.06494007	
26.81791	91.67744		-0.06894807	
26.87201	91.67398		-0.07291979	
26.92612	91.66946		-0.07681028	
26.98023	91.6634		-0.080575	
27.03433	91.65578		-0.08417235	
27.08844	91.6465		-0.08756354	
27.14255	91.63514		-0.09071357	
27.19666	91.62132		-0.09359022	
27.25076	91.60505		-0.09616535	
27.30487	91.58717		-0.09841499	
27.35897	91.56883		-0.1003194	
27.41308	91.55133		-0.1018662	
27.46719	91.53567		-0.1030468	
27.5213	91.52222		-0.1038592	
27.5754	91.51098		-0.1043035	
27.62951	91.50144		-0.1043839	
27.68362	91.49267		-0.1041062	
27.73772	91.48381		-0.1034816	
27.79183	91.47416		-0.1025247	
27.84594	91.46313		-0.1012554	
27.90004	91.4502		-0.09969853	
27.95415	91.43478		-0.0978821	
28.00826	91.41684		-0.09583806	
28.06236	91.39699		-0.09359974	
28.11647	91.37617		-0.09120262	
28.17058	91.3556		-0.08868334	
28.22468	91.33631		-0.0860804	
28.27879	91.3189		-0.08343124	
28.3329	91.30357		-0.08077215	
28.387	91.29014		-0.07813563	
28.44111	91.27819		-0.07555099	
28.49522	91.2672		-0.07304326	
28.54932	91.25704		-0.07063529	
28.60343	91.24809		-0.068349	
28.65754	91.24107		-0.06620662	
28.71165	91.23683		-0.06422918	
28.76575	91.23582		-0.06243578	
28.81986	91.23808		-0.060842	
28.87397	91.24343		-0.05946027	
28.92807	91.25185		-0.05830025	
28.98218	91.26321		-0.05737084	
29.03629	91.27718		-0.05668018	
29.09039	91.29352		-0.05623398	
29.1445	91.31173		-0.05603615	
29.19861	91.33096		-0.05608717	
29.25271	91.35009		-0.05638713	
29.30682	91.368		-0.05693318	
29.36093	91.38396		-0.05772107	
29.41503	91.39783		-0.05874176	
29.46914	91.40998		-0.05998221	
29.52325	91.42087		-0.0614237	
29.57735	91.43072		-0.06304368	
29.63146	91.43949		-0.06481593	
29.68557	91.44737		-0.06671224	
29.73967	91.45424		-0.06870411	
29.79378	91.45992		-0.07076433	
29.84789	91.4642		-0.07286625	
29.90199	91.46685		-0.07498441	
29.9561	91.46736		-0.0770957	
30.01021	91.46508		-0.07917883	
30.06432	91.45998		-0.08121584	
30.11842	91.45246		-0.08319162	
30.17253	91.44351		-0.08509482	
30.22663	91.43437		-0.08691602	
30.28074	91.42598		-0.08864729	
30.33485	91.41851		-0.09028085	
30.38896	91.41171		-0.09180868	
30.44306	91.40507		-0.0932216	
30.49717	91.39821		-0.09450977	
30.55128	91.39094		-0.09566241	
30.60538	91.38319		-0.09666771	
30.65949	91.37504		-0.09751217	
30.7136	91.36621		-0.09818064	
30.7677	91.35601		-0.09865654	
30.82181	91.34367		-0.09892386	
30.87592	91.32847		-0.09896974	
30.93002	91.31034		-0.09878579	
