Project Name,ECD 1_2:Concentration,ECD 2_5:Concentration,ECD 5_10:Concentration,ECD 10_25:Concentration,ECD 25_70:Concentration,ECD ge70:Concentration,MFD ge70:Concentration,MFD ge125:Concentration
2023_07_04_Bot_ETH_15-Run029,738,729,164,14,0.0,0.0,0.0,0.0
2023_07_04_Bot_ETH_15-Run039,937,859,162,9.0,0.0,0.0,0.0,0.0
