Project Name,ECD 1_2:Concentration,ECD 2_5:Concentration,ECD 5_10:Concentration,ECD 10_25:Concentration,ECD 25_70:Concentration,ECD ge70:Concentration,MFD ge70:Concentration,MFD ge125:Concentration
2023_07_06_Bot_ETH_53-Run026,6098,1843,304,41,23,0.0,6.8,0.0
2023_07_06_Bot_ETH_53-Run037,5886,2084,326,25,6.8,2.3,4.5,4.5
