Project Name,ECD 1_2:Concentration,ECD 2_5:Concentration,ECD 5_10:Concentration,ECD 10_25:Concentration,ECD 25_70:Concentration,ECD ge70:Concentration,MFD ge70:Concentration,MFD ge125:Concentration
2023_07_04_Bot_ETH_08-Run010,2485,552,25,4.5,2.3,0.0,2.3,0.0
2023_07_04_Bot_ETH_08-Run022,2420,484,27,4.5,2.3,0.0,0.0,0.0
