Project Name,ECD 1_2:Concentration,ECD 2_5:Concentration,ECD 5_10:Concentration,ECD 10_25:Concentration,ECD 25_70:Concentration,ECD ge70:Concentration,MFD ge70:Concentration,MFD ge125:Concentration
2023_07_06_Bot_ETH_51-Run012,99970,20012,4814,965,49,11,27,11
2023_07_06_Bot_ETH_51-Run024,82557,17527,4489,703,72,4.5,25,4.5
