Project Name,ECD 1_2:Concentration,ECD 2_5:Concentration,ECD 5_10:Concentration,ECD 10_25:Concentration,ECD 25_70:Concentration,ECD ge70:Concentration,MFD ge70:Concentration,MFD ge125:Concentration
2023_07_05_Bot_ETH_33-Run027,108324,7966,213,36,16,0.0,4.5,4.5
2023_07_05_Bot_ETH_33-Run038,59601,3946,126,27,2.3,2.3,2.3,2.3
