Project Name,ECD 1_2:Concentration,ECD 2_5:Concentration,ECD 5_10:Concentration,ECD 10_25:Concentration,ECD 25_70:Concentration,ECD ge70:Concentration,MFD ge70:Concentration,MFD ge125:Concentration
2023_06_09_Bot_12-Run026,5127,4332,912,58,2.3,0,2.3,2.3
2023_06_09_Bot_12-Run037,10978,13650,3782,117,0,0,0,0
