Project Name,ECD 1_2:Concentration,ECD 2_5:Concentration,ECD 5_10:Concentration,ECD 10_25:Concentration,ECD 25_70:Concentration,ECD ge70:Concentration,MFD ge70:Concentration,MFD ge125:Concentration
2023_05_31_Bot_08-Run010,56683,43331,4822,155,4.5,0,2.3,0
2023_05_31_Bot_08-Run022,55946,48283,4467,243,4.5,0,2.3,2.3
