Project Name,ECD 1_2:Concentration,ECD 2_5:Concentration,ECD 5_10:Concentration,ECD 10_25:Concentration,ECD 25_70:Concentration,ECD ge70:Concentration,MFD ge70:Concentration,MFD ge125:Concentration
2023_07_05_Bot_ETH_22-Run004,2333,894,115,18,0.0,0.0,0.0,0.0
2023_07_05_Bot_ETH_22-Run016,4501,1695,153,47,4.5,0.0,0.0,0.0
