Project Name,ECD 1_2:Concentration,ECD 2_5:Concentration,ECD 5_10:Concentration,ECD 10_25:Concentration,ECD 25_70:Concentration,ECD ge70:Concentration,MFD ge70:Concentration,MFD ge125:Concentration
2023_07_06_Bot_ETH_79-Run001,25086,2323,274,56,6.7,0.0,0.0,0.0
2023_07_06_Bot_ETH_79-Run031,74360,6733,535,40,2.3,0.0,2.3,0.0
