Project Name,ECD 1_2:Concentration,ECD 2_5:Concentration,ECD 5_10:Concentration,ECD 10_25:Concentration,ECD 25_70:Concentration,ECD ge70:Concentration,MFD ge70:Concentration,MFD ge125:Concentration
2023_06_09_Bot_13-Run027,4339,5392,1379,85,9,2.3,11,4.5
2023_06_09_Bot_13-Run038,2970,4204,1075,106,6.8,2.3,27,11
