Project Name,ECD 1_2:Concentration,ECD 2_5:Concentration,ECD 5_10:Concentration,ECD 10_25:Concentration,ECD 25_70:Concentration,ECD ge70:Concentration,MFD ge70:Concentration,MFD ge125:Concentration
2023_06_09_Bot_17-Run031,3423,3605,941,99,11,0,20,6.7
2023_06_09_Bot_17-Run042,4038,4213,1056,144,22,2.3,38,11
