Project Name,ECD 1_2:Concentration,ECD 2_5:Concentration,ECD 5_10:Concentration,ECD 10_25:Concentration,ECD 25_70:Concentration,ECD ge70:Concentration,MFD ge70:Concentration,MFD ge125:Concentration
2023_06_09_Bot_16-Run030,6684,4393,1189,162,25,4.5,34,16
2023_06_09_Bot_16-Run030,6684,4393,1189,162,25,4.5,34,16
