Project Name,ECD 1_2:Concentration,ECD 2_5:Concentration,ECD 5_10:Concentration,ECD 10_25:Concentration,ECD 25_70:Concentration,ECD ge70:Concentration,MFD ge70:Concentration,MFD ge125:Concentration
2023_06_09_Bot_08-Run010,1800,1575,497,97,6.8,0,11,2.3
2023_06_09_Bot_08-Run022,2363,2331,676,81,16,0,31,9
