Project Name,ECD 1_2:Concentration,ECD 2_5:Concentration,ECD 5_10:Concentration,ECD 10_25:Concentration,ECD 25_70:Concentration,ECD ge70:Concentration,MFD ge70:Concentration,MFD ge125:Concentration
2023_06_09_Bot_03-Run005,21443,62614,10180,303,11,2.3,2.3,2.3
2023_06_09_Bot_03-Run017,20929,26243,6194,225,13,2.3,4.5,2.3
