Project Name,ECD 1_2:Concentration,ECD 2_5:Concentration,ECD 5_10:Concentration,ECD 10_25:Concentration,ECD 25_70:Concentration,ECD ge70:Concentration,MFD ge70:Concentration,MFD ge125:Concentration
2023_06_09_Bot_07-Run009,1010,872,216,9.0,0.0,0.0,0.0,0.0
2023_06_09_Bot_07-Run021,2001,1943,672,106,13,2.3,20,13
