Project Name,ECD 1_2:Concentration,ECD 2_5:Concentration,ECD 5_10:Concentration,ECD 10_25:Concentration,ECD 25_70:Concentration,ECD ge70:Concentration,MFD ge70:Concentration,MFD ge125:Concentration
2023_06_09_Bot_10-Run024,1759,1553,393,47,6.7,2.3,18,4.5
2023_06_09_Bot_10-Run024,1759,1553,393,47,6.7,2.3,18,4.5
