Project Name,ECD 1_2:Concentration,ECD 2_5:Concentration,ECD 5_10:Concentration,ECD 10_25:Concentration,ECD 25_70:Concentration,ECD ge70:Concentration,MFD ge70:Concentration,MFD ge125:Concentration
2023_07_12_Bot_ETH_13-Run027,7178,2117,126,11,0.0,0.0,0.0,0.0
2023_07_12_Bot_ETH_13-Run036,8222,2577,148,6.8,2.3,0.0,0.0,0.0
