Project Name,ECD 1_2:Concentration,ECD 2_5:Concentration,ECD 5_10:Concentration,ECD 10_25:Concentration,ECD 25_70:Concentration,ECD ge70:Concentration,MFD ge70:Concentration,MFD ge125:Concentration
2023_07_24_Bot_ETH_28-Run012,115083,34680,7068,2560,357,27,216,52
2023_07_24_Bot_ETH_28-Run023,114060,33633,6084,2233,366,22,214,54
