Project Name,ECD 1_2:Concentration,ECD 2_5:Concentration,ECD 5_10:Concentration,ECD 10_25:Concentration,ECD 25_70:Concentration,ECD ge70:Concentration,MFD ge70:Concentration,MFD ge125:Concentration
2023_07_24_Bot_ETH_38-Run033,23855,8739,184,45,2.3,0.0,2.3,0.0
2023_07_24_Bot_ETH_38-Run043,26103,7977,202,56,6.7,0.0,4.5,0.0
