Project Name,ECD 1_2:Concentration,ECD 2_5:Concentration,ECD 5_10:Concentration,ECD 10_25:Concentration,ECD 25_70:Concentration,ECD ge70:Concentration,MFD ge70:Concentration,MFD ge125:Concentration
2023_07_12_Bot_ETH_03-Run005,67667,14413,3307,378,9.0,0.0,11,2.3
2023_07_12_Bot_ETH_03-Run017,69576,13619,2942,236,0.0,2.3,4.5,2.3
