Project Name,ECD 1_2:Concentration,ECD 2_5:Concentration,ECD 5_10:Concentration,ECD 10_25:Concentration,ECD 25_70:Concentration,ECD ge70:Concentration,MFD ge70:Concentration,MFD ge125:Concentration
2023_07_12_Bot_ETH_09-Run011,3559,1537,126,38,4.5,0.0,2.3,0.0
2023_07_12_Bot_ETH_09-Run023,3966,1348,150,65,6.7,2.3,4.5,2.3
