Project Name,ECD 1_2:Concentration,ECD 2_5:Concentration,ECD 5_10:Concentration,ECD 10_25:Concentration,ECD 25_70:Concentration,ECD ge70:Concentration,MFD ge70:Concentration,MFD ge125:Concentration
2023_07_12_Bot_ETH_01-Run003,151217,48604,4903,519,31,0.0,0.0,0.0
2023_07_12_Bot_ETH_01-Run015,112707,20518,2273,310,18,0.0,11,0.0
