Project Name,ECD 1_2:Concentration,ECD 2_5:Concentration,ECD 5_10:Concentration,ECD 10_25:Concentration,ECD 25_70:Concentration,ECD ge70:Concentration,MFD ge70:Concentration,MFD ge125:Concentration
2023_07_24_Bot_ETH_37-Run032,11750,4409,218,31,11,0.0,2.3,0.0
2023_07_24_Bot_ETH_37-Run042,12161,3880,178,38,2.3,0.0,0.0,0.0
