Project Name,ECD 1_2:Concentration,ECD 2_5:Concentration,ECD 5_10:Concentration,ECD 10_25:Concentration,ECD 25_70:Concentration,ECD ge70:Concentration,MFD ge70:Concentration,MFD ge125:Concentration
2023_07_12_Bot_ETH_04-Run006,81934,37775,7079,1631,50,0.0,18,2.3
2023_07_12_Bot_ETH_04-Run018,53606,17039,4833,1255,63,0.0,29,4.5
