Project Name,ECD 1_2:Concentration,ECD 2_5:Concentration,ECD 5_10:Concentration,ECD 10_25:Concentration,ECD 25_70:Concentration,ECD ge70:Concentration,MFD ge70:Concentration,MFD ge125:Concentration
2023_07_12_Bot_ETH_12-Run026,23567,6203,81,38,4.5,0.0,2.3,0.0
2023_07_12_Bot_ETH_12-Run035,28158,8222,130,54,0.0,0.0,2.3,0.0
