Project Name,ECD 1_2:Concentration,ECD 2_5:Concentration,ECD 5_10:Concentration,ECD 10_25:Concentration,ECD 25_70:Concentration,ECD ge70:Concentration,MFD ge70:Concentration,MFD ge125:Concentration
2023_07_24_Bot_ETH_29-Run024,27893,8674,1171,108,6.7,0.0,4.5,0.0
2023_07_24_Bot_ETH_29-Run035,26668,7534,1130,97,2.3,0.0,0.0,0.0
