Project Name,ECD 1_2:Concentration,ECD 2_5:Concentration,ECD 5_10:Concentration,ECD 10_25:Concentration,ECD 25_70:Concentration,ECD ge70:Concentration,MFD ge70:Concentration,MFD ge125:Concentration
2023_07_12_Bot_ETH_10-Run012,28098,8575,227,38,6.7,0.0,0.0,0.0
2023_07_12_Bot_ETH_10-Run024,18881,8166,124,20,11,0.0,0.0,0.0
