RAW,ECD 1_2:Concentration,ECD 2_5:Concentration,ECD 5_10:Concentration,ECD 10_25:Concentration,ECD 25_70:Concentration,ECD ge70:Concentration,MFD ge70:Concentration,MFD ge125:Concentration
2023_02_01_Bot_F12-Run012,23114,7072,645,115,0.0,0.0,2.3,0.0
2023_02_01_Bot_F12-Run024,21125,5771,292,25,0.0,0.0,0.0,0.0
