T[°C]	Scattering [mAU]	S.D.
20.00059	88.52827	
20.00066	88.66784	
20.00496	88.51162	
20.00602	88.61294	
20.01983	88.34055	
20.02198	88.61913	
20.0475	88.59364	
20.05046	88.33651	
20.081	88.31713	
20.08504	88.06789	
20.12533	87.90445	
20.13	87.88739	
20.17541	87.93313	
20.18088	88.36909	
20.23496	88.68171	
20.2411	88.04729	
20.30185	88.77174	
20.30862	88.18603	
20.37479	88.53064	
20.3823	88.46172	
20.45362	88.26625	
20.46154	88.77102	
20.54199	88.43674	
20.55069	88.76456	
20.63188	88.63169	
20.64116	88.05688	
20.72708	88.88742	
20.73631	88.07215	
20.82907	88.27093	
20.83911	88.48429	
20.93306	87.76189	
20.94301	87.95691	
21.03737	87.75768	
21.04733	87.44068	
21.14657	88.05579	
21.15714	87.58911	
21.25594	87.79059	
21.26652	88.43631	
21.36393	87.82314	
21.37455	88.51469	
21.47647	88.19051	
21.4873	87.56273	
21.58406	88.24496	
21.59466	87.45845	
21.69308	88.21583	
21.70636	88.18771	
21.80401	88.44041	
21.8146	88.21805	
21.91037	88.03018	
21.92069	87.76133	
22.0227	87.54224	
22.03348	87.77213	
22.13295	88.39933	
22.14317	88.27612	
22.24257	88.60686	
22.25323	88.68845	
22.351	88.59517	
22.3616	88.09649	
22.46179	88.30289	
22.47337	88.16214	
22.56803	88.11186	
22.57847	88.60735	
22.6789	88.44553	
22.68923	88.39205	
22.78798	88.2774	
22.79844	87.97906	
22.89755	87.77161	
22.90801	87.98454	
23.00873	87.71846	
23.01948	88.20163	
23.11687	88.54138	
23.12691	87.98017	
23.22686	88.54778	
23.23813	88.01701	
23.33825	88.2836	
23.34844	88.47912	
23.44508	88.41129	
23.45586	88.66164	
23.55571	88.32744	
23.56608	88.75568	
23.66376	88.12988	
23.67426	88.4593	
23.77568	87.74921	
23.78665	87.76081	
23.88384	87.88374	
23.89476	87.96215	
23.9927	87.98795	
24.00499	88.37325	
24.10372	88.18198	
24.11393	87.87976	
24.20975	88.43745	
24.22026	87.47158	
24.32053	88.55331	
24.33104	87.80222	
24.4311	88.11741	
24.4416	88.68803	
24.54053	87.86333	
24.55102	88.32314	
24.6487	88.21551	
24.65961	87.44448	
24.76046	88.1984	
24.7711	87.59708	
24.87002	88.06687	
24.881	87.95403	
24.97772	87.96321	
24.98912	87.76613	
25.08653	88.11514	
25.09889	87.23598	
25.19646	88.03056	
25.21018	87.29283	
25.30554	88.23019	
25.31633	88.3211	
25.41514	88.18128	
25.4282	87.8091	
25.52577	88.18896	
25.53651	87.41221	
25.63485	88.17396	
25.64677	88.40614	
25.74398	88.30122	
25.75585	88.05263	
25.85482	87.8655	
25.86509	87.93906	
25.96359	87.34193	
25.97409	87.70612	
26.07244	87.18476	
26.08294	87.89672	
26.18167	87.81512	
26.19398	87.76962	
26.29266	88.56226	
26.30435	87.69874	
26.40271	88.23121	
26.41343	88.03512	
26.50909	88.12447	
26.5195	88.2145	
26.62336	88.19781	
26.63671	88.13274	
26.73939	87.98077	
26.75027	88.12919	
26.84589	87.5786	
26.85678	87.8219	
26.95616	87.28712	
26.96671	87.795	
