T[°C]	Scattering [mAU]	S.D.
20.00119	89.57397	
20.00373	90.06637	
20.00442	89.77575	
20.01283	90.11707	
20.01413	90.08207	
20.03469	90.06937	
20.03734	90.22089	
20.06358	90.19172	
20.0672	90.20683	
20.1044	90.41135	
20.10866	90.25726	
20.1523	90.70634	
20.1575	90.45258	
20.20564	90.3312	
20.21129	90.65405	
20.268	90.19472	
20.27797	90.49799	
20.34048	90.46233	
20.34768	89.98366	
20.41682	90.23396	
20.42434	90.04021	
20.49931	89.89667	
20.50761	90.06091	
20.58867	89.70385	
20.59719	90.10978	
20.68018	89.88588	
20.68965	90.17191	
20.78081	89.97033	
20.79032	89.86855	
20.88169	90.21298	
20.89285	90.04944	
20.98675	90.50865	
20.99672	90.39951	
21.09264	90.33571	
21.10598	89.98551	
21.20215	90.03365	
21.21313	90.19542	
21.31186	90.22607	
21.32235	90.08653	
21.42279	90.16958	
21.43335	90.06472	
21.53452	89.70676	
21.54532	89.42144	
21.64353	89.72041	
21.65401	89.283	
21.75005	89.52355	
21.76041	90.13081	
21.86043	89.9272	
21.87085	89.97558	
21.97118	89.77368	
21.98184	89.2729	
22.08023	90.03179	
22.09093	89.93958	
22.18886	90.56957	
22.19967	90.28072	
22.29899	89.98074	
22.30949	90.00299	
22.4099	90.21521	
22.42048	89.84673	
22.51909	89.87292	
22.52941	89.97762	
22.62855	89.96004	
22.63878	89.90468	
22.73585	89.87761	
22.74635	90.03386	
22.84662	90.00201	
22.85711	89.78796	
22.95703	90.15215	
22.96794	90.17693	
23.06602	90.40502	
23.07689	89.98919	
23.17605	90.31038	
23.18621	90.1744	
23.28535	90.08662	
23.29537	90.49432	
23.3937	90.20647	
23.40463	90.427	
23.50619	90.16487	
23.51635	90.15803	
23.61303	90.18739	
23.62345	90.08928	
23.72191	90.39368	
23.73342	90.29005	
23.83249	89.63537	
23.84287	89.66636	
23.93995	89.84248	
23.95054	89.70806	
24.05145	90.2209	
24.06206	89.94514	
24.16227	90.13883	
24.17261	90.26157	
24.27174	90.11996	
24.28231	90.07247	
24.37849	90.15144	
24.38927	89.67818	
24.48858	90.18708	
24.49911	90.17179	
24.60017	89.72371	
24.61083	90.32169	
24.70921	90.00008	
24.71978	89.40226	
24.81946	89.98068	
24.83023	89.72549	
24.92771	89.92928	
24.93861	90.14294	
25.03678	89.7446	
25.04709	89.56201	
25.14627	89.46378	
25.15671	89.05028	
25.25668	89.5452	
25.26734	89.76553	
25.36596	90.15195	
25.37712	90.14505	
25.47539	90.13921	
25.48593	89.50067	
25.58448	89.95581	
25.59504	90.0154	
25.69473	90.23284	
25.70525	90.28705	
25.80204	90.25544	
25.81242	89.97923	
25.91257	89.82946	
25.92346	90.16116	
26.02323	89.46602	
26.03356	89.96369	
26.13	89.8139	
26.14044	89.79944	
26.24176	90.10855	
26.25272	89.80839	
26.35342	89.98461	
26.36368	89.59891	
26.46091	89.74592	
26.47145	90.13568	
26.56932	90.28846	
26.57988	90.20699	
26.67924	89.91328	
26.69025	89.80715	
26.78959	89.97885	
26.79977	90.12614	
26.89736	90.37366	
26.9078	90.3594	
27.00789	89.84659	
27.0187	90.29977	
27.11921	89.85221	
27.12987	89.96454	
27.22605	90.24078	
27.23699	90.30594	
27.33728	90.1892	
27.34759	89.88814	
27.44525	89.90452	
27.45563	89.21958	
27.55566	89.88349	
27.56611	89.70232	
27.66597	90.06096	
27.67651	90.14803	
27.77645	89.88563	
27.78676	89.81724	
27.88305	90.08323	
27.894	89.30649	
27.99166	89.81971	
28.00214	89.70117	
28.10243	89.52739	
28.11291	90.13043	
28.21404	90.01073	
28.22437	89.73773	
28.32102	89.88268	
28.331	89.13164	
28.43065	89.7409	
28.44168	89.20576	
28.54111	89.28999	
28.55176	89.85909	
28.64997	89.73695	
28.66041	89.67764	
28.7597	89.92439	
28.77038	89.22591	
28.87005	90.31149	
28.88101	90.20448	
28.97767	90.19077	
28.98856	90.19939	
29.08972	89.96729	
29.10021	90.00935	
29.19627	90.0126	
