T[°C]	330nm [counts / mm]	S.D.	First derivative	S.D. of first derivative
20.00046	3197.675	16.14756	-44.52407	2.885051
20.05441	3195.194	15.8672	-44.49624	2.823869
20.10836	3192.713	15.59026	-44.46857	2.762888
20.16231	3190.233	15.31672	-44.44109	2.70212
20.21625	3187.753	15.04676	-44.41379	2.641582
20.2702	3185.273	14.78019	-44.38668	2.581287
20.32415	3182.793	14.51703	-44.35977	2.521246
20.3781	3180.314	14.25657	-44.33305	2.461477
20.43205	3177.836	13.99916	-44.30654	2.402001
20.486	3175.359	13.74487	-44.28024	2.342829
20.53995	3172.885	13.49408	-44.25414	2.283986
20.5939	3170.414	13.24809	-44.22825	2.225484
20.64785	3167.947	13.00745	-44.20257	2.167345
20.7018	3165.484	12.773	-44.17711	2.109587
20.75574	3163.028	12.54583	-44.15185	2.052232
20.80969	3160.579	12.32561	-44.1268	1.995297
20.86364	3158.139	12.11364	-44.10196	1.938798
20.91759	3155.708	11.91404	-44.07731	1.882759
20.97154	3153.285	11.74023	-44.05285	1.827196
21.02549	3150.913	11.66252	-44.02858	1.772124
21.07944	3148.539	11.58849	-44.00448	1.717561
21.13339	3146.159	11.51423	-43.98055	1.66352
21.18734	3143.771	11.43873	-43.95676	1.610016
21.24129	3141.381	11.36397	-43.9331	1.557062
21.29524	3138.996	11.29403	-43.90955	1.504674
21.34919	3136.625	11.23271	-43.88611	1.45286
21.40314	3134.272	11.18344	-43.86275	1.40163
21.45708	3131.938	11.15139	-43.83945	1.35099
21.51103	3129.625	11.13831	-43.8162	1.300935
21.56498	3127.332	11.14351	-43.79295	1.251468
21.61893	3125.059	11.17083	-43.7697	1.20257
21.67288	3122.802	11.22098	-43.74641	1.154231
21.72683	3120.553	11.29009	-43.72306	1.106427
21.78078	3118.299	11.37145	-43.69962	1.059128
21.83473	3116.029	11.45519	-43.67605	1.012304
21.88868	3113.736	11.53168	-43.65233	0.9659166
21.94263	3111.418	11.59456	-43.62843	0.9199242
21.99657	3109.08	11.64092	-43.60431	0.8742704
22.05052	3106.727	11.66873	-43.57994	0.8288994
22.10447	3104.367	11.67828	-43.55531	0.7837403
22.15842	3102.008	11.67506	-43.53039	0.7387157
22.21237	3099.653	11.6644	-43.50515	0.6937388
22.26632	3097.306	11.65153	-43.47961	0.6487135
22.32027	3094.965	11.64123	-43.45378	0.6035538
22.37422	3092.63	11.63817	-43.42772	0.5581844
22.42817	3090.301	11.6428	-43.40154	0.5125793
22.48212	3087.978	11.6533	-43.37543	0.4668062
22.53607	3085.662	11.6675	-43.34972	0.4210713
22.59002	3083.355	11.682	-43.32479	0.3757634
22.64396	3081.054	11.69595	-43.30096	0.3583068
22.69791	3078.753	11.71101	-43.2774	0.3419795
22.75186	3076.441	11.72939	-43.25419	0.3267443
22.80581	3074.111	11.75256	-43.23141	0.3125811
22.85976	3071.759	11.77993	-43.20912	0.2994826
22.91371	3069.388	11.80851	-43.18736	0.287461
22.96766	3067.008	11.83549	-43.16616	0.2765502
23.02161	3064.623	11.85283	-43.14553	0.2668018
23.07556	3062.236	11.85319	-43.1255	0.2582724
23.12951	3059.849	11.83505	-43.10608	0.2510132
23.18345	3057.465	11.80391	-43.0873	0.2450883
23.2374	3055.09	11.76976	-43.06919	0.2405481
23.29135	3052.727	11.73963	-43.05179	0.237431
23.3453	3050.377	11.71575	-43.0351	0.235754
23.39925	3048.04	11.70238	-43.01912	0.2354969
23.4532	3045.709	11.70018	-43.0038	0.2365926
23.50715	3043.382	11.70464	-42.98911	0.2389374
23.5611	3041.051	11.71445	-42.97494	0.2423818
23.61505	3038.714	11.7297	-42.9612	0.246746
23.669	3036.365	11.74765	-42.94776	0.2518286
