T[°C]	Scattering [mAU]	S.D.	First derivative	S.D. of first derivative
20.00046	94.1248	6.028507	-0.0322887	0.2106633
20.05441	94.11907	6.037686	-0.03115988	0.2042684
20.10836	94.11341	6.046612	-0.03003545	0.1979093
20.16231	94.10786	6.055311	-0.02891573	0.1915878
20.21625	94.10246	6.063837	-0.02780109	0.1853059
20.2702	94.09721	6.072279	-0.0266919	0.1790657
20.32415	94.09212	6.080757	-0.02558854	0.1728693
20.3781	94.0872	6.08941	-0.02449145	0.1667189
20.43205	94.08243	6.098368	-0.02340103	0.160617
20.486	94.07777	6.107765	-0.02231774	0.1545659
20.53995	94.07314	6.117705	-0.02124201	0.1485682
20.5939	94.06849	6.128229	-0.02017432	0.1426263
20.64785	94.06373	6.139311	-0.01911511	0.1367428
20.7018	94.05872	6.150795	-0.01806485	0.1309203
20.75574	94.0533	6.16231	-0.017024	0.1251615
20.80969	94.04726	6.172971	-0.01599303	0.1194688
20.86364	94.04079	6.180841	-0.01497238	0.113845
20.91759	94.03751	6.18791	-0.01396249	0.1082924
20.97154	94.03569	6.192253	-0.0129638	0.1028138
21.02549	94.03522	6.194137	-0.01197667	0.0974115
21.07944	94.03588	6.194017	-0.01100144	0.09208782
21.13339	94.03751	6.192533	-0.0100384	0.0868448
21.18734	94.03996	6.190336	-0.00908787	0.08168416
21.24129	94.04291	6.187937	-0.008150188	0.0766072
21.29524	94.04598	6.185642	-0.007225731	0.07161473
21.34919	94.04882	6.18341	-0.006314947	0.06670697
21.40314	94.05093	6.180953	-0.005418299	0.06188343
21.45708	94.05194	6.178009	-0.004536271	0.05714287
21.51103	94.05178	6.174515	-0.003669321	0.05248323
21.56498	94.0506	6.170422	-0.00281787	0.04790159
21.61893	94.04855	6.165612	-0.001982264	0.04339421
21.67288	94.04577	6.159922	-0.001162747	0.03895649
21.72683	94.04235	6.15306	-0.0003594164	0.03458296
21.78078	94.03861	6.144888	0.000427788	0.03026723
21.83473	94.03506	6.135518	0.001199095	0.02600197
21.88868	94.03244	6.125093	0.001954889	0.02177884
21.94263	94.03128	6.113935	0.002695702	0.01758862
21.99657	94.03164	6.102448	0.003422244	0.01342152
22.05052	94.03326	6.091268	0.004135429	0.009269159
22.10447	94.03556	6.081146	0.004836373	0.005136842
22.15842	94.0379	6.072694	0.005526381	0.001316518
22.21237	94.03976	6.066203	0.006206873	0.00356825
22.26632	94.0409	6.061681	0.006879256	0.007800197
22.32027	94.04132	6.058839	0.007544617	0.01217639
22.37422	94.04111	6.056873	0.008203208	0.0166702
22.42817	94.04044	6.054605	0.008853566	0.02128546
22.48212	94.03953	6.051031	0.00949132	0.02601754
22.53607	94.03864	6.045528	0.01010814	0.03084234
22.59002	94.03822	6.037999	0.0106926	0.03571487
22.64396	94.03883	6.028757	0.01052145	0.03625237
22.69791	94.04093	6.01825	0.01034415	0.03651974
22.75186	94.04475	6.007239	0.0101666	0.03651603
22.80581	94.05019	5.996554	0.009992998	0.03624413
22.85976	94.05685	5.98691	0.009825952	0.03571174
22.91371	94.06434	5.978926	0.009666505	0.03493284
22.96766	94.07217	5.973146	0.009514277	0.03392937
23.02161	94.07985	5.970037	0.009367485	0.03273289
23.07556	94.08714	5.969721	0.009223595	0.03138573
23.12951	94.09368	5.971961	0.009079995	0.02994128
23.18345	94.09908	5.976351	0.008934355	0.02846388
23.2374	94.10311	5.982649	0.008784749	0.0270287
23.29135	94.10588	5.990912	0.008629388	0.02571932
