T[°C]	350nm [counts / mm]	S.D.
20.00046	2802.076	10.1904
20.05441	2805.296	11.23678
20.10836	2801.406	9.841096
20.16231	2799.607	14.87645
20.21625	2796.612	14.35668
20.2702	2792.615	16.29347
20.32415	2797.021	11.05153
20.3781	2789.777	11.76922
20.43205	2788.137	11.52771
20.486	2787.529	7.731941
20.53995	2786.197	10.53537
20.5939	2783.817	12.62362
20.64785	2780.207	12.48721
20.7018	2778.526	12.92489
20.75574	2779.863	17.28736
20.80969	2774.57	14.43731
20.86364	2770.075	14.5025
20.91759	2768.16	12.22053
20.97154	2764.859	8.350286
21.02549	2762.816	11.00119
21.07944	2757.538	5.86966
21.13339	2757.29	4.470171
21.18734	2759.564	7.4967
21.24129	2754.216	9.155258
21.29524	2752.754	10.66013
21.34919	2750.635	6.69664
21.40314	2753.541	9.13034
21.45708	2747.485	13.9728
21.51103	2745.612	10.54369
21.56498	2741.85	13.33209
21.61893	2741.862	7.561293
21.67288	2736.358	9.433481
21.72683	2737.629	10.08041
21.78078	2735.964	8.176753
21.83473	2735.667	10.57138
21.88868	2730.164	8.007912
21.94263	2728.825	13.52457
21.99657	2728.972	15.82815
22.05052	2724.042	14.48787
22.10447	2723.507	10.54317
22.15842	2715.247	14.44786
22.21237	2718.578	9.689751
22.26632	2717.272	11.27804
22.32027	2712.221	12.88598
22.37422	2710.016	11.30161
22.42817	2709.133	12.18324
22.48212	2708.523	13.77806
22.53607	2704.952	13.04512
22.59002	2698.547	11.42534
22.64396	2699.706	8.779501
22.69791	2702.861	10.57096
22.75186	2697.635	11.40459
22.80581	2694.77	8.236901
22.85976	2690.651	9.453344
22.91371	2691.44	9.342072
22.96766	2689.769	10.16103
23.02161	2688.61	11.85623
23.07556	2687.144	10.08011
23.12951	2684.972	12.62487
23.18345	2682.928	12.34216
23.2374	2679.016	6.935083
23.29135	2676.153	8.782523
23.3453	2673.086	7.387038
23.39925	2670.205	5.813302
23.4532	2669.81	9.776532
23.50715	2667.662	10.39496
23.5611	2660.879	10.41111
23.61505	2657.475	10.3921
23.669	2659.349	10.38129
23.72295	2660.576	15.6063
23.7769	2658.226	12.95858
23.83084	2655.794	12.66644
23.88479	2652.413	9.117065
23.93874	2649.696	10.01545
23.99269	2648.445	13.15556
24.04664	2645.989	10.46073
24.10059	2646.114	12.56002
24.15454	2642.134	9.493749
24.20849	2639.677	10.85807
24.26244	2636.155	12.52674
24.31639	2632.452	14.75494
24.37033	2632.064	12.41829
24.42428	2629.258	12.97522
24.47823	2628.08	10.90051
24.53218	2623.591	7.772327
24.58613	2623.719	9.40324
24.64008	2624.196	5.161056
24.69403	2618.112	8.773293
24.74798	2618.214	5.59025
24.80193	2618.111	7.689954
24.85588	2618.41	5.575509
24.90983	2614.86	6.581019
24.96378	2610.709	13.28231
25.01772	2608.375	14.20098
25.07167	2605.799	10.30258
25.12562	2602.805	11.27398
25.17957	2598.089	13.32261
25.23352	2599.865	13.8054
25.28747	2595.821	9.693
25.34142	2593.81	9.305685
25.39537	2593.375	10.14388
25.44932	2591.389	5.983966
25.50327	2586.758	6.743295
25.55721	2585.43	9.239658
25.61116	2584.231	12.04006
25.66511	2583.579	8.817436
25.71906	2581.396	9.002346
25.77301	2581.976	8.089089
25.82696	2578.425	14.00985
25.88091	2571.412	9.378687
25.93486	2568.69	10.87551
25.98881	2570.656	10.9262
26.04276	2564.864	12.67718
26.09671	2567.331	16.11261
26.15066	2563.481	10.36288
26.20461	2565.802	11.80199
26.25855	2562.905	10.53629
26.3125	2559.308	9.40894
26.36645	2556.198	12.40872
26.4204	2554.524	14.62042
26.47435	2550.393	13.46289
26.5283	2547.782	12.77153
26.58225	2545.462	12.31777
26.6362	2541.204	13.18077
26.69015	2542.767	10.63806
26.74409	2543.101	10.11523
26.79804	2537.783	12.12423
26.85199	2538.484	11.95523
26.90594	2539.175	12.60613
26.95989	2536.099	12.33503
27.01384	2531.845	10.81884
27.06779	2529.956	9.851283
27.12174	2528.789	8.321886
27.17569	2524.816	7.836281
27.22964	2521.783	10.34127
27.28359	2518.23	11.9527
27.33754	2515.696	15.7557
27.39149	2515.543	17.14176
27.44543	2512.761	14.11595
27.49938	2513.086	13.15322
27.55333	2508.915	10.26065
27.60728	2502.995	10.22403
27.66123	2502.962	11.34077
27.71518	2505.136	9.472407
27.76913	2502.825	8.839855
27.82308	2502.818	8.975686
27.87703	2494.878	10.37437
27.93098	2494.146	11.74757
27.98492	2493.467	10.27826
28.03887	2491.569	6.143676
28.09282	2490.565	10.77616
28.14677	2490.696	11.92177
28.20072	2484.601	8.658424
28.25467	2480.964	13.77882
28.30862	2482.828	6.247632
28.36257	2481.554	6.693911
28.41652	2475.661	8.472511
28.47047	2475.98	6.307928
28.52442	2474.125	9.309055
28.57837	2472.356	7.172817
28.63231	2467.316	10.88855
28.68626	2465.874	13.66569
28.74021	2464.583	9.473591
28.79416	2462.871	11.69302
28.84811	2462.542	7.735699
28.90206	2459.233	8.025601
28.95601	2455.896	12.53701
29.00996	2454.946	11.90337
29.06391	2450.545	5.581516
29.11786	2450.609	7.257487
29.1718	2445.507	9.893385
29.22575	2443.528	9.71014
29.2797	2449.004	9.162591
29.33365	2446.762	8.771345
29.3876	2442.926	5.942587
29.44155	2437.492	8.168807
29.4955	2429.828	5.634881
29.54945	2431.767	5.772778
29.6034	2431.568	10.70028
29.65735	2430.031	12.18085
29.7113	2429.382	11.98299
29.76525	2424.274	7.727875
29.81919	2423.008	14.17014
29.87314	2421.994	12.05003
29.92709	2424.085	11.15776
29.98104	2422	11.77774
30.03499	2417.212	11.05458
30.08894	2413.598	11.62438
30.14289	2410.525	11.81218
30.19684	2407.061	12.16915
30.25079	2408.452	10.72857
30.30474	2409.068	9.875943
30.35869	2402.738	10.64423
30.41263	2398.14	9.940927
30.46658	2395.25	11.69227
30.52053	2397.764	10.60418
30.57448	2398.044	9.438248
30.62843	2396.176	7.667345
30.68238	2393.863	7.320479
30.73633	2388.851	7.9427
30.79028	2386.673	9.880543
30.84423	2385.257	13.40903
30.89818	2385.604	10.58755
30.95213	2386.804	9.734437
31.00607	2382.87	13.3036
31.06002	2378.293	15.55855
31.11397	2373.607	11.7039
31.16792	2372.345	10.26996
31.22187	2372.574	6.895331
31.27582	2371.729	8.363802
31.32977	2367.29	8.439425
31.38372	2366	9.696062
31.43767	2366.647	10.79542
31.49162	2361.888	10.25862
31.54557	2360.508	9.05701
31.59951	2357.549	8.973847
31.65346	2353.729	13.33595
31.70741	2353.987	10.94842
31.76136	2350.926	11.82305
31.81531	2350.339	9.799982
