T[°C]	Scattering [mAU]	S.D.
20.00035	91.68461	
20.00066	92.09762	
20.00249	91.80727	
20.00864	91.5443	
20.01543	92.04499	
20.02781	91.85118	
20.04031	92.0855	
20.05738	92.06268	
20.07234	91.97499	
20.09518	92.19473	
20.11496	91.78564	
20.14022	92.16529	
20.16255	91.80842	
20.19415	91.7737	
20.22063	91.79456	
20.2554	91.98314	
20.28515	91.55301	
20.32442	91.83009	
20.35692	91.77814	
20.40033	91.77784	
20.43586	92.15612	
20.48145	92.10177	
20.52083	92.18529	
20.57029	91.82902	
20.61004	92.12218	
20.6626	91.96576	
20.70479	92.34401	
20.75931	91.91691	
20.80485	92.35126	
20.86297	92.47603	
20.90909	92.26299	
20.96668	92.69332	
21.01438	92.18807	
21.0729	92.26315	
21.12161	92.37156	
21.1827	91.95991	
21.23107	92.28778	
21.29103	92.19936	
21.33872	92.23943	
21.40011	92.18207	
21.45016	92.2976	
21.51272	92.01285	
21.56022	92.47567	
21.6202	92.20154	
21.66837	92.30364	
21.73036	92.48887	
21.7782	92.19849	
21.83948	92.60828	
21.8865	92.2195	
21.9474	91.99825	
21.99732	92.35674	
22.05951	92.17984	
22.1082	92.28249	
22.16737	92.01759	
22.21618	92.24819	
22.27792	92.19334	
22.32564	91.99872	
22.38697	92.12263	
22.43589	92.29977	
22.4974	91.8519	
22.54375	92.18949	
22.60415	92.10631	
22.65332	92.35418	
22.71317	92.12608	
22.76393	92.28358	
22.82546	91.90993	
22.87394	91.91911	
22.93318	91.79694	
22.98248	91.90113	
23.04479	91.47953	
23.09247	92.00503	
23.1517	91.84576	
23.20077	91.58022	
23.26337	91.78393	
23.31254	91.4757	
23.37279	91.48707	
23.4201	91.65818	
23.4812	91.41663	
23.53008	91.89434	
23.59136	91.64205	
23.63931	91.89783	
23.69996	91.66153	
23.74963	91.78803	
23.81048	92.38349	
23.85809	91.96974	
23.92001	92.41602	
23.96795	92.11812	
24.02923	91.96841	
24.07759	91.9768	
24.13811	91.82206	
24.18515	91.48996	
24.24668	91.60515	
24.29653	91.74776	
24.35712	92.13949	
24.40609	92.01487	
24.46683	92.00188	
24.51526	92.1561	
24.57478	91.94173	
24.62276	92.04645	
24.6859	91.89886	
24.73512	92.1367	
24.79552	92.13052	
24.84395	92.08236	
24.90613	92.43055	
24.95361	91.74075	
25.01322	92.30042	
25.06121	91.92734	
25.1246	91.86972	
25.17238	91.77083	
25.23425	92.06863	
25.28095	91.86031	
25.34209	91.7549	
25.39046	91.83836	
25.45274	91.97013	
25.50042	91.90161	
25.56136	91.818	
25.60991	92.08839	
25.67072	91.85081	
25.71823	92.16535	
25.77906	92.17733	
25.8304	92.00362	
25.88954	92.08694	
25.93887	92.08855	
25.99946	91.85775	
26.04773	91.98914	
26.10841	91.48858	
26.15794	91.98412	
26.21871	91.44118	
26.26706	91.5804	
26.32938	91.45792	
26.37741	91.28425	
26.43933	91.41423	
26.48628	91.37849	
26.54511	91.50877	
26.59731	91.65042	
26.66215	91.68999	
26.71325	91.65465	
26.77365	91.56215	
26.82047	91.45097	
26.88217	91.83936	
26.93083	91.50854	
26.99184	91.50072	
27.04157	91.70706	
27.10276	91.01502	
27.15099	91.47309	
27.21023	91.01817	
27.25847	91.18782	
27.31946	91.15696	
27.36945	91.14832	
27.42994	91.85458	
27.47849	91.89337	
27.539	91.61045	
27.58818	91.93413	
27.64997	91.46502	
27.69959	91.81411	
27.75932	91.37601	
27.80581	91.7608	
27.86709	91.92842	
27.91545	91.93306	
27.97675	91.96069	
28.02617	91.89146	
28.08887	91.50746	
28.13614	91.79716	
28.19647	91.5005	
28.24443	91.61204	
28.30492	91.35258	
28.35224	91.90355	
28.41298	91.58214	
28.46368	91.92619	
28.52713	91.76006	
28.57471	91.74004	
28.63391	91.758	
28.6825	91.58911	
28.74364	91.93384	
28.79383	91.74581	
28.8549	91.70967	
28.9022	91.79887	
28.96226	91.97633	
29.01031	91.79428	
29.07242	91.48804	
29.12154	91.40102	
29.18271	91.09781	
29.23078	91.42543	
29.29044	91.48464	
29.33836	91.38094	
29.39967	91.67015	
29.44891	91.48734	
29.51083	91.64674	
29.5612	91.55162	
29.6207	91.35245	
29.66819	91.6032	
29.72858	91.22191	
29.77656	91.66859	
29.83756	91.74653	
29.88613	91.6091	
29.9476	91.36769	
29.99539	91.62422	
30.0563	91.40134	
30.10529	91.24915	
30.16676	91.30303	
30.21539	91.77409	
30.27501	91.57565	
30.32313	91.30155	
30.38427	90.57742	
30.43276	90.89568	
30.49481	91.08191	
30.54296	91.10948	
30.60398	91.11942	
30.65378	91.26467	
30.71396	90.85108	
