T[°C]	350nm [counts / mm]	S.D.	First derivative	S.D. of first derivative
19.99988	6918.278	31.63517	-101.3966	6.620887
20.05387	6912.771	31.24556	-101.3219	6.459554
20.10785	6907.268	30.85406	-101.2468	6.298956
20.16184	6901.766	30.46149	-101.1713	6.139118
20.21583	6896.267	30.06861	-101.0953	5.980075
20.26981	6890.769	29.67763	-101.0189	5.821868
20.3238	6885.271	29.29014	-100.9421	5.664538
20.37779	6879.774	28.90778	-100.8649	5.508115
20.43177	6874.276	28.53268	-100.7872	5.35265
20.48576	6868.777	28.16648	-100.7092	5.198181
20.53975	6863.275	27.80951	-100.6307	5.044751
20.59374	6857.772	27.4627	-100.5519	4.892412
20.64772	6852.269	27.12468	-100.4727	4.741205
20.70171	6846.767	26.79273	-100.3932	4.591181
20.7557	6841.268	26.46297	-100.3133	4.442383
20.80968	6835.777	26.12768	-100.2332	4.294865
20.86367	6830.298	25.77549	-100.1527	4.148665
20.91766	6824.845	25.38593	-100.0721	4.003838
20.97165	6819.438	24.9288	-99.99117	3.860433
21.02563	6814.126	24.5916	-99.91007	3.718495
21.07962	6808.829	24.29499	-99.8288	3.578068
21.13361	6803.531	24.05676	-99.7474	3.439203
21.1876	6798.22	23.88503	-99.66589	3.301944
21.24158	6792.884	23.78177	-99.58431	3.166318
21.29557	6787.508	23.7435	-99.5027	3.032368
21.34956	6782.088	23.76243	-99.42109	2.90011
21.40354	6776.625	23.82793	-99.33952	2.769567
21.45753	6771.135	23.9275	-99.25802	2.640743
21.51152	6765.636	24.04417	-99.17664	2.513655
21.5655	6760.144	24.16295	-99.09541	2.388289
21.61949	6754.668	24.27969	-99.01436	2.264637
21.67348	6749.223	24.40468	-98.93354	2.142689
21.72747	6743.807	24.55275	-98.85297	2.022427
21.78145	6738.415	24.7353	-98.77268	1.903836
21.83544	6733.041	24.96187	-98.6927	1.786895
21.88943	6727.679	25.23881	-98.61303	1.671602
21.94341	6722.321	25.56735	-98.53371	1.557965
21.9974	6716.961	25.94677	-98.45471	1.446012
22.05139	6711.592	26.36815	-98.37607	1.335824
22.10538	6706.211	26.81104	-98.29773	1.227561
22.15936	6700.821	27.25531	-98.21967	1.121546
22.21335	6695.427	27.68137	-98.14182	1.018372
22.26734	6690.034	28.07599	-98.06406	0.9191196
22.32132	6684.645	28.43276	-97.98621	0.8257324
22.37531	6679.267	28.74994	-97.90794	0.7416111
22.4293	6673.906	29.02629	-97.82883	0.6723926
22.48329	6668.569	29.2633	-97.74827	0.6263972
22.53727	6663.268	29.46419	-97.66554	0.6132036
22.59126	6658.007	29.63377	-97.57998	0.6392134
22.64525	6652.787	29.77653	-97.50833	0.7115346
22.69923	6647.602	29.89785	-97.4383	0.7859158
22.75322	6642.451	30.00012	-97.3699	0.8600985
22.80721	6637.332	30.08213	-97.30312	0.9326853
22.86119	6632.237	30.13342	-97.23798	1.002866
22.91518	6627.153	30.1372	-97.17448	1.070253
22.96917	6622.071	30.07486	-97.11265	1.134752
23.02316	6616.98	29.93483	-97.05248	1.196489
23.07714	6611.874	29.71263	-96.99398	1.255744
23.13113	6606.746	29.40664	-96.93715	1.312857
