T[°C]	350nm [counts / mm]	S.D.
19.99988	6919.101	39.91405
20.05387	6919.209	28.70033
20.10785	6907.094	27.4481
20.16184	6901.958	24.23462
20.21583	6894.449	35.26485
20.26981	6894.159	33.77649
20.3238	6881.789	33.00697
20.37779	6880.5	31.74173
20.43177	6873.397	33.39034
20.48576	6855.826	38.26837
20.53975	6863.852	34.179
20.59374	6857.589	32.25835
20.64772	6849.51	27.28294
20.70171	6853.509	19.15058
20.7557	6845.748	26.00892
20.80968	6834.38	16.23619
20.86367	6833.073	19.09038
20.91766	6826.409	24.06914
20.97165	6819.425	21.47713
21.02563	6818.258	19.92649
21.07962	6804.953	27.66003
21.13361	6804.421	27.59416
21.1876	6790.793	28.74305
21.24158	6788.761	26.79834
21.29557	6786.787	22.33193
21.34956	6777.88	20.85242
21.40354	6775.351	20.13953
21.45753	6777.832	20.7598
21.51152	6758.533	22.44079
21.5655	6763.168	25.79478
21.61949	6756.97	32.93277
21.67348	6761.012	27.77811
21.72747	6745.726	27.88296
21.78145	6740.746	23.89474
21.83544	6729.494	24.97728
21.88943	6731.794	26.38668
21.94341	6719.73	25.23204
21.9974	6717.954	23.15237
22.05139	6709.769	22.07866
22.10538	6705.563	24.72781
22.15936	6691.391	26.01979
22.21335	6693.614	24.45077
22.26734	6687.751	24.08885
22.32132	6684.926	32.0534
22.37531	6677.229	25.38454
22.4293	6676.385	23.22781
22.48329	6665.117	32.46186
22.53727	6670.458	39.15249
22.59126	6654.344	37.47258
22.64525	6654.178	37.44925
22.69923	6643.974	30.70554
22.75322	6644.534	36.54267
22.80721	6640.959	33.25636
22.86119	6631.414	37.4733
22.91518	6627.711	32.32802
22.96917	6622.929	26.79335
23.02316	6617.577	32.9728
23.07714	6613.139	27.22215
23.13113	6599.544	28.16901
23.18512	6600.315	29.31284
23.23911	6593.453	22.51185
23.29309	6590.404	22.29987
23.34708	6586.169	23.87351
23.40107	6580.889	24.33331
23.45505	6576.951	33.08052
23.50904	6574.41	32.48649
23.56303	6568.478	31.56748
23.61702	6565.054	30.32774
23.671	6555.365	25.15095
23.72499	6547.527	24.43483
23.77898	6545.798	20.95311
23.83296	6539.313	17.85846
23.88695	6534.392	21.42482
23.94094	6527.068	23.6287
23.99492	6520.979	22.13321
24.04891	6517.643	17.70135
24.1029	6508.864	18.74561
24.15689	6502.7	28.06231
24.21087	6507.588	25.47209
24.26486	6502.425	26.91786
24.31885	6499.753	25.56893
24.37284	6491.48	18.7475
24.42682	6484.745	17.88224
24.48081	6481.314	22.09621
24.5348	6476.059	20.48565
24.58878	6467.332	34.21061
24.64277	6467.234	37.35846
24.69676	6451.083	19.43101
24.75075	6452.758	18.21695
24.80473	6449.211	24.14364
24.85872	6440.678	19.01977
24.91271	6431.964	19.8658
24.96669	6429.168	26.79078
25.02068	6421.098	17.94124
25.07467	6414.999	8.023808
25.12865	6411.658	13.94151
25.18264	6413.082	21.24019
25.23663	6398.687	18.13432
25.29062	6398.66	18.39709
25.3446	6394.118	20.82617
25.39859	6382.01	14.05484
25.45258	6385.253	24.75116
25.50657	6378.034	22.41865
25.56055	6371.178	34.39645
25.61454	6373.648	30.20939
25.66853	6362.647	22.88925
25.72251	6358.658	28.44311
25.7765	6345.332	20.29751
25.83049	6348.335	21.62176
25.88447	6353.691	23.64214
25.93846	6343.578	22.2007
25.99245	6332.664	19.96391
26.04644	6329.167	26.59715
26.10042	6315.753	19.59599
26.15441	6315.557	15.42614
26.2084	6311.518	20.89614
26.26238	6309.689	20.75884
26.31637	6295.391	28.68806
26.37036	6289.529	31.44823
26.42435	6289.527	24.92661
26.47833	6287.324	33.12609
26.53232	6278.9	26.25682
26.58631	6276.382	33.03532
26.6403	6276.38	35.29817
26.69428	6262.978	30.20997
26.74827	6263.438	28.5313
26.80226	6258.058	25.36215
26.85624	6251.699	18.49607
26.91023	6251.351	20.57024
26.96422	6242.292	22.01818
27.0182	6237.172	25.32036
27.07219	6225.943	21.93666
27.12618	6221.116	18.84322
27.18017	6224.924	19.90861
27.23415	6219.192	20.9983
27.28814	6209.938	24.80744
27.34213	6201.831	27.12862
27.39611	6194.967	23.26757
27.4501	6189.589	21.09213
27.50409	6190.606	26.59046
27.55807	6184.971	29.273
27.61206	6175.974	25.73328
27.66605	6172.408	23.89391
27.72004	6164.676	25.67427
