T[°C]	Ratio 350nm / 330nm	S.D.	First derivative	S.D. of first derivative
19.99988	0.8691166	0.0003550079	6.936127E-05	0.0002888732
20.05387	0.8691147	0.0003325464	6.170186E-05	0.0002840644
20.10785	0.869113	0.000309949	5.403487E-05	0.0002792826
20.16184	0.8691114	0.0002872005	4.636049E-05	0.0002745285
20.21583	0.8691099	0.0002644082	3.867899E-05	0.0002698029
20.26981	0.8691086	0.0002415959	3.09907E-05	0.0002651065
20.3238	0.8691072	0.0002187415	2.329601E-05	0.0002604402
20.37779	0.8691061	0.0001959735	1.559541E-05	0.0002558046
20.43177	0.869105	0.0001732678	7.889395E-06	0.0002512006
20.48576	0.869104	0.0001507223	1.785848E-07	0.0002466289
20.53975	0.869103	0.0001284772	-7.536421E-06	0.0002420903
20.59374	0.8691019	0.000106725	-1.525494E-05	0.0002375854
20.64772	0.869101	8.581018E-05	-2.297624E-05	0.0002331151
20.70171	0.8691	6.659116E-05	-3.069952E-05	0.00022868
20.7557	0.869099	5.10066E-05	-3.842402E-05	0.0002242807
20.80968	0.8690979	4.309272E-05	-4.614887E-05	0.0002199181
20.86367	0.8690968	4.686798E-05	-5.387321E-05	0.0002155926
20.91766	0.8690956	6.015224E-05	-6.159611E-05	0.000211305
20.97165	0.8690943	7.809971E-05	-6.931667E-05	0.0002070556
21.02563	0.8690929	9.815617E-05	-7.70339E-05	0.0002028452
21.07962	0.8690915	0.0001192111	-8.474687E-05	0.0001986741
21.13361	0.8690901	0.0001408143	-9.245457E-05	0.0001945428
21.1876	0.8690886	0.0001627368	-0.000100156	0.0001904518
21.24158	0.8690872	0.0001849645	-0.0001078502	0.0001864013
21.29557	0.8690857	0.0002075418	-0.0001155361	0.0001823916
21.34956	0.8690845	0.000230733	-0.0001232127	0.0001784231
21.40354	0.8690836	0.0002548399	-0.0001308791	0.0001744958
21.45753	0.8690832	0.0002803057	-0.0001385342	0.00017061
21.51152	0.8690839	0.0003074634	-0.000146177	0.0001667657
21.5655	0.8690863	0.0003334841	-0.0001538066	0.0001629628
21.61949	0.8690873	0.0003563473	-0.0001614221	0.0001592014
21.67348	0.8690885	0.0003780454	-0.0001690226	0.0001554812
21.72747	0.8690897	0.0003982903	-0.0001766071	0.0001518022
21.78145	0.8690906	0.0004168067	-0.0001841749	0.0001481638
21.83544	0.869091	0.0004335562	-0.0001917252	0.0001445659
21.88943	0.8690909	0.0004482618	-0.0001992572	0.0001410079
21.94341	0.8690901	0.0004608539	-0.0002067704	0.0001374893
21.9974	0.8690882	0.0004713254	-0.0002142642	0.0001340096
22.05139	0.8690852	0.0004797253	-0.0002217379	0.0001305681
22.10538	0.8690808	0.0004860203	-0.0002291912	0.0001271642
22.15936	0.8690752	0.0004901628	-0.0002366237	0.0001237972
22.21335	0.8690684	0.0004921018	-0.0002440352	0.0001204663
22.26734	0.8690606	0.0004917622	-0.0002514255	0.0001171708
22.32132	0.8690517	0.000489082	-0.0002587947	0.0001139098
22.37531	0.869042	0.0004840965	-0.000266143	0.0001106826
22.4293	0.8690314	0.0004770342	-0.0002734707	0.0001074885
22.48329	0.8690198	0.000468253	-0.0002807782	0.0001043267
22.53727	0.8690071	0.0004580268	-0.0002880665	0.0001011965
22.59126	0.8689927	0.0004467956	-0.0002953363	9.809721E-05
22.64525	0.8689765	0.0004350002	-0.0003025887	9.502821E-05
22.69923	0.8689584	0.0004231062	-0.0003098251	9.198908E-05
22.75322	0.8689383	0.0004112208	-0.0003170469	8.897945E-05
22.80721	0.8689166	0.0003992945	-0.0003242563	8.599934E-05
22.86119	0.8688936	0.0003870032	-0.0003314552	8.304909E-05
22.91518	0.8688697	0.0003741056	-0.0003386464	8.012965E-05
22.96917	0.8688452	0.0003605222	-0.0003458331	7.724258E-05
23.02316	0.86882	0.0003462093	-0.0003530189	7.439037E-05
23.07714	0.8687944	0.0003312435	-0.0003602081	7.157653E-05
23.13113	0.8687685	0.0003159498	-0.0003674058	6.880596E-05
23.18512	0.8687422	0.0003004637	-0.0003746181	6.608525E-05
23.23911	0.8687156	0.0002849298	-0.000381852	6.342305E-05
23.29309	0.8686889	0.0002694635	-0.000389116	6.083053E-05
23.34708	0.8686618	0.0002541795	-0.0003964198	5.832178E-05
23.40107	0.8686342	0.0002393023	-0.0004037747	5.591405E-05
23.45505	0.8686062	0.0002248591	-0.0004111933	5.362769E-05
23.50904	0.868578	0.0002110522	-0.0004186895	5.148542E-05
23.56303	0.8685495	0.0001978712	-0.0004262773	4.95106E-05
23.61702	0.8685212	0.0001855575	-0.0004339696	4.772433E-05
23.671	0.8684927	0.0001743631	-0.0004417754	4.614137E-05
23.72499	0.8684643	0.0001643984	-0.0004496956	4.476666E-05
23.77898	0.8684359	0.0001555853	-0.000456094	4.383344E-05
23.83296	0.8684075	0.0001479961	-0.0004624334	4.295664E-05
23.88695	0.8683785	0.0001416804	-0.0004687136	4.213292E-05
23.94094	0.8683487	0.0001368207	-0.0004749338	4.13575E-05
23.99492	0.8683179	0.0001338361	-0.0004810924	4.06248E-05
24.04891	0.8682858	0.0001330361	-0.0004871874	3.992833E-05
24.1029	0.8682525	0.0001348165	-0.0004932159	3.926062E-05
24.15689	0.8682181	0.0001390916	-0.000499175	3.861368E-05
24.21087	0.868183	0.0001454289	-0.0005050615	3.797885E-05
24.26486	0.8681473	0.0001533212	-0.0005108719	3.734653E-05
24.31885	0.8681114	0.0001622452	-0.000516603	3.670658E-05
24.37284	0.8680753	0.0001717929	-0.0005222517	3.604856E-05
24.42682	0.8680391	0.0001818032	-0.0005278153	3.536177E-05
24.48081	0.8680029	0.0001919545	-0.0005332914	3.463557E-05
24.5348	0.8679669	0.0002020188	-0.0005386784	3.386019E-05
24.58878	0.8679315	0.0002118565	-0.000543975	3.302618E-05
24.64277	0.8678969	0.0002213746	-0.0005491804	3.21256E-05
24.69676	0.8678631	0.0002306539	-0.0005542947	3.115194E-05
24.75075	0.8678302	0.0002400812	-0.0005593186	3.009983E-05
24.80473	0.8677981	0.0002500133	-0.0005642533	2.896569E-05
24.85872	0.867767	0.0002605697	-0.0005691007	2.774804E-05
24.91271	0.8677365	0.0002715876	-0.0005738626	2.644707E-05
24.96669	0.8677062	0.0002830322	-0.0005785407	2.506494E-05
25.02068	0.8676758	0.0002949699	-0.0005831365	2.360562E-05
25.07467	0.8676448	0.000307627	-0.0005876514	2.207484E-05
