T[°C]	Scattering [mAU]	S.D.	First derivative	S.D. of first derivative
19.99988	96.37074	0.5520045	-0.007496738	0.2086088
20.05387	96.36938	0.5737194	-0.008782365	0.2028651
20.10785	96.36799	0.5953152	-0.01008691	0.1971403
20.16184	96.36654	0.6167666	-0.01141086	0.1914354
20.21583	96.36501	0.6380229	-0.01275464	0.1857517
20.26981	96.36338	0.6589924	-0.0141186	0.1800908
20.3238	96.36162	0.6795946	-0.01550303	0.1744546
20.37779	96.35972	0.6997556	-0.01690817	0.168845
20.43177	96.35767	0.7194321	-0.01833418	0.1632644
20.48576	96.35549	0.738609	-0.01978117	0.1577154
20.53975	96.35319	0.7572778	-0.02124917	0.1522007
20.59374	96.35082	0.7754823	-0.02273816	0.1467236
20.64772	96.3485	0.7933621	-0.02424806	0.1412875
20.70171	96.34649	0.8112193	-0.0257787	0.1358963
20.7557	96.34514	0.8295075	-0.02732987	0.1305542
20.80968	96.33999	0.8420756	-0.0289013	0.1252658
20.86367	96.33751	0.8496307	-0.03049262	0.1200363
20.91766	96.33542	0.8547242	-0.03210343	0.1148711
20.97165	96.33359	0.8569688	-0.03373332	0.1097767
21.02563	96.33159	0.8560525	-0.03538177	0.1047596
21.07962	96.32912	0.8520742	-0.03704825	0.09982723
21.13361	96.32624	0.8454846	-0.03873212	0.09498736
21.1876	96.32309	0.8368896	-0.04043272	0.09024858
21.24158	96.31982	0.8270262	-0.04214931	0.08562032
21.29557	96.31659	0.8165039	-0.04388106	0.08111298
21.34956	96.31384	0.8062035	-0.0456271	0.07673823
21.40354	96.31197	0.796891	-0.04738649	0.07250928
21.45753	96.31098	0.7892095	-0.04915823	0.06844117
21.51152	96.31072	0.7834693	-0.05094121	0.06455117
21.5655	96.31106	0.7795618	-0.05273419	0.06085906
21.61949	96.3119	0.7770318	-0.05453586	0.05738742
21.67348	96.31267	0.7753385	-0.0563448	0.05416183
21.72747	96.31285	0.7737872	-0.05815952	0.0512109
21.78145	96.31207	0.7716258	-0.05997844	0.04856594
21.83544	96.31036	0.7682306	-0.06179991	0.04626016
21.88943	96.30833	0.7632464	-0.06362224	0.04432708
21.94341	96.30637	0.7566805	-0.06544374	0.0427982
21.9974	96.30473	0.748745	-0.06726273	0.04170005
22.05139	96.30357	0.7396044	-0.06907768	0.04105111
22.10538	96.30297	0.7294026	-0.0708873	0.04085915
22.15936	96.30275	0.7185082	-0.07269084	0.04111991
22.21335	96.30248	0.7075488	-0.07448851	0.04181732
22.26734	96.30205	0.6968601	-0.07628202	0.0429249
22.32132	96.30126	0.6864581	-0.07807578	0.04440728
22.37531	96.29951	0.6761636	-0.07987835	0.04622082
22.4293	96.29636	0.6657321	-0.08170433	0.04831268
22.48329	96.29189	0.6547815	-0.08357629	0.05061939
22.53727	96.28653	0.6430489	-0.08552478	0.0530694
22.59126	96.28101	0.6304577	-0.08758383	0.05559876
22.64525	96.27585	0.6173552	-0.08985199	0.055369
22.69923	96.27135	0.6041954	-0.09208552	0.05514454
22.75322	96.26768	0.5916237	-0.09428349	0.05491668
22.80721	96.26485	0.580198	-0.09644637	0.05467253
22.86119	96.26269	0.5704907	-0.09857506	0.05439626
22.91518	96.26067	0.5630124	-0.1006702	0.05407096
22.96917	96.25826	0.558031	-0.1027322	0.05368054
23.02316	96.255	0.5551299	-0.1047614	0.05321115
23.07714	96.25025	0.5536034	-0.1067576	0.05265202
23.13113	96.24371	0.552798	-0.10872	0.05199587
23.18512	96.23528	0.5523229	-0.1106464	0.05123939
23.23911	96.22556	0.5521387	-0.1125334	0.05038381
23.29309	96.21549	0.5523623	-0.1143765	0.04943532
23.34708	96.20583	0.5530411	-0.11617	0.04840546
23.40107	96.19694	0.5540997	-0.1179071	0.0473111
23.45505	96.18846	0.5555301	-0.1195804	0.04617399
23.50904	96.17985	0.5575114	-0.1211821	0.04501994
23.56303	96.17064	0.5604867	-0.1227041	0.04387827
23.61702	96.16041	0.5652437	-0.1241377	0.04278076
23.671	96.14884	0.5724409	-0.125475	0.0417604
23.72499	96.13587	0.5822048	-0.1267079	0.0408503
23.77898	96.12189	0.593999	-0.1278289	0.04008176
23.83296	96.10751	0.6071174	-0.1288302	0.03948203
23.88695	96.09334	0.6206639	-0.1297041	0.03907235
