T[°C]	Scattering [mAU]	S.D.
19.99988	96.53017	0.6510577
20.05387	96.21988	0.6205403
20.10785	96.31745	0.6614561
20.16184	96.42905	0.7760372
20.21583	96.36565	0.5591992
20.26981	96.30835	0.5644437
20.3238	96.33488	0.6028094
20.37779	96.35218	0.6266915
20.43177	96.41373	0.9155099
20.48576	96.32793	0.6629309
20.53975	96.25685	0.743113
20.59374	96.31747	0.810142
20.64772	96.40998	0.8614669
20.70171	96.45653	0.9140784
20.7557	96.3539	1.040856
20.80968	96.54627	0.9847968
20.86367	96.32301	0.9056771
20.91766	96.38548	0.9261453
20.97165	96.28007	0.9443212
21.02563	96.13926	1.091313
21.07962	96.31544	0.8835206
21.13361	96.3102	0.9334533
21.1876	96.29546	0.8400686
21.24158	96.30274	0.8967265
21.29557	96.2255	0.6651261
21.34956	96.50828	0.7749239
21.40354	96.23357	0.722513
21.45753	96.1152	0.8576395
21.51152	96.51123	0.796909
21.5655	96.41564	0.7526691
21.61949	96.25294	0.8812649
21.67348	96.34857	0.6974432
21.72747	96.24937	0.8212495
21.78145	96.23692	0.6693487
21.83544	96.38709	0.8877708
21.88943	96.31936	0.7767462
21.94341	96.34277	0.9210229
21.9974	96.29092	0.8470432
22.05139	96.35917	0.9015459
22.10538	96.33427	0.7268783
22.15936	96.13656	0.865054
22.21335	96.33733	0.7471066
22.26734	96.27626	0.7349988
22.32132	96.467	0.7095842
22.37531	96.20354	0.630699
22.4293	96.16597	0.5210041
22.48329	96.26793	0.5161339
22.53727	96.17583	0.5958934
22.59126	96.52727	0.5854142
22.64525	96.3385	0.6567617
22.69923	96.32585	0.644065
22.75322	96.34366	0.6313831
22.80721	96.32312	0.5467169
22.86119	96.27743	0.5320111
22.91518	96.20705	0.8522044
22.96917	96.21542	0.6800119
23.02316	96.18066	0.7141246
23.07714	96.08184	0.6528594
23.13113	96.18376	0.6280034
23.18512	96.17627	0.551331
23.23911	96.27302	0.4066854
23.29309	96.34432	0.381295
23.34708	96.16863	0.4365787
23.40107	96.33611	0.4420215
23.45505	96.2794	0.5529457
23.50904	96.30022	0.58956
23.56303	96.29853	0.5899209
23.61702	96.09238	0.6797234
23.671	96.1831	0.6147551
23.72499	96.03882	0.5072094
23.77898	95.96329	0.4637758
23.83296	96.17273	0.559776
23.88695	96.02114	0.684743
23.94094	96.07829	0.7134316
23.99492	96.19278	0.7259161
24.04891	96.06158	0.697621
24.1029	96.06257	0.6373417
24.15689	95.92628	0.6451267
24.21087	95.82732	0.6518633
24.26486	95.98655	0.691173
24.31885	95.98034	0.8302039
24.37284	95.98412	0.7262281
24.42682	95.99044	0.8235841
24.48081	96.13336	0.7895687
24.5348	96.17469	0.7920471
24.58878	96.00854	0.6803183
24.64277	95.84813	0.6879154
24.69676	96.11728	0.737022
24.75075	96.04781	0.6425602
24.80473	95.96965	0.7671074
24.85872	95.91365	0.8097554
24.91271	95.83992	0.8012057
24.96669	95.995	0.7041371
25.02068	95.8833	0.7185873
25.07467	95.80981	0.6934081
25.12865	95.84194	0.8056745
25.18264	95.78427	0.5699705
25.23663	95.96915	0.5100254
25.29062	95.89288	0.5906949
25.3446	95.9828	0.2819194
25.39859	96.01196	0.3433907
25.45258	95.90754	0.5512788
25.50657	96.11456	0.3782822
25.56055	95.83647	0.6037654
25.61454	95.80118	0.5242854
25.66853	95.81892	0.546282
25.72251	95.72793	0.5335284
25.7765	95.92068	0.3890671
25.83049	95.83073	0.4133476
25.88447	95.79029	0.7218874
25.93846	95.8513	0.6435073
25.99245	95.66527	0.712419
26.04644	95.69814	0.6765315
26.10042	95.88715	0.6285143
26.15441	95.90493	0.5089577
26.2084	95.76955	0.3934695
26.26238	95.76165	0.497895
26.31637	95.81491	0.2866351
26.37036	95.79984	0.4717966
26.42435	95.79504	0.2347854
26.47833	95.91157	0.3951609
26.53232	95.95159	0.3105836
26.58631	95.85237	0.2250095
