T[°C]	Scattering [mAU]	S.D.
19.99889	86.54755	
19.99917	86.57269	
19.99919	86.23885	
20.00917	86.25201	
20.01013	86.06989	
20.03246	86.04411	
20.03405	86.14899	
20.06318	86.32279	
20.06536	86.11926	
20.1023	86.22621	
20.10483	86.23392	
20.15073	86.31232	
20.15388	86.1409	
20.20432	86.56158	
20.20795	86.39155	
20.26798	86.82155	
20.27221	86.24266	
20.33896	86.72055	
20.34323	86.34537	
20.41655	86.5428	
20.42159	86.09253	
20.50135	86.44772	
20.50595	86.61213	
20.58644	86.52542	
20.59206	86.19382	
20.68355	86.12558	
20.6891	85.82021	
20.78178	85.68513	
20.7877	85.70065	
20.88116	85.94018	
20.88741	86.37358	
20.9891	86.51338	
20.99545	86.58855	
21.09539	86.21306	
21.10164	86.27762	
21.2037	86.23589	
21.21104	85.99819	
21.31222	86.58698	
21.31853	86.38622	
21.4234	86.62682	
21.43066	86.76557	
21.53486	86.00979	
21.54143	86.0354	
21.64217	86.14165	
21.64842	85.819	
21.75265	86.13501	
21.75868	85.94814	
21.86103	85.77766	
21.86817	85.68088	
21.97032	85.81915	
21.97671	85.61184	
22.08182	85.98422	
22.08899	85.63547	
22.18866	85.79041	
22.1946	85.87392	
22.29911	85.92076	
22.30612	86.07298	
22.40869	86.1591	
22.41489	85.7664	
22.51914	86.23346	
22.5262	85.70051	
22.62642	86.13698	
22.63246	85.39037	
22.7356	85.9208	
22.74226	85.42013	
22.84692	85.90462	
22.85309	85.44551	
22.95518	86.29623	
22.96164	86.10946	
23.06517	86.45173	
23.0717	86.43925	
23.17442	86.34557	
23.18063	86.61272	
23.28272	86.61784	
23.29066	86.5482	
23.3933	86.87712	
23.39989	86.48178	
23.50416	86.9318	
23.51057	86.66751	
23.61248	86.35305	
23.61864	86.49381	
23.7218	86.26118	
23.72849	86.05283	
23.83121	85.98013	
23.83717	86.00705	
23.93921	86.39356	
23.94524	86.28394	
24.05109	86.41534	
24.05799	86.29787	
24.16031	86.43889	
24.16677	86.26769	
24.26922	86.58035	
24.27562	86.11786	
24.37861	86.45538	
24.385	86.20049	
24.48911	86.33196	
24.49589	86.05344	
24.59624	86.32092	
24.60285	86.34813	
24.70759	85.91277	
24.7136	85.87515	
24.81801	86.0428	
24.82458	85.97257	
24.92591	85.99638	
24.932	85.74277	
25.03505	86.2902	
25.04132	86.12952	
25.14636	86.49521	
25.15304	86.49142	
25.25549	86.30073	
25.26163	86.1385	
