Lag Time [us], Corr. 1.1 [-], Corr 1.2 [-], Corr. 1.3 [-], Corr. 2.1 [-], Corr. 2.2 [-], Corr. 2.3 [-], ...
5.000000000000000000e-01,7.650000000000000133e-01,7.510000000000000009e-01,7.580000000000000071e-01
1.000000000000000000e+00,7.409999999999999920e-01,7.269999999999999796e-01,7.309999999999999831e-01
1.500000000000000000e+00,7.099999999999999645e-01,6.979999999999999538e-01,7.059999999999999609e-01
2.000000000000000000e+00,6.860000000000000542e-01,6.750000000000000444e-01,6.790000000000000480e-01
2.500000000000000000e+00,6.620000000000000329e-01,6.500000000000000222e-01,6.560000000000000275e-01
3.000000000000000000e+00,6.440000000000000169e-01,6.320000000000000062e-01,6.360000000000000098e-01
3.500000000000000000e+00,6.239999999999999991e-01,6.109999999999999876e-01,6.149999999999999911e-01
4.000000000000000000e+00,6.019999999999999796e-01,5.919999999999999707e-01,5.959999999999999742e-01
4.500000000000000000e+00,5.869999999999999662e-01,5.749999999999999556e-01,5.769999999999999574e-01
5.500000000000000000e+00,5.540000000000000480e-01,5.420000000000000373e-01,5.440000000000000391e-01
6.500000000000000000e+00,5.240000000000000213e-01,5.130000000000000115e-01,5.130000000000000115e-01
7.500000000000000000e+00,4.949999999999999956e-01,4.859999999999999876e-01,4.859999999999999876e-01
8.500000000000000000e+00,4.699999999999999734e-01,4.600000000000000200e-01,4.600000000000000200e-01
9.500000000000000000e+00,4.470000000000000084e-01,4.369999999999999996e-01,4.359999999999999987e-01
1.050000000000000000e+01,4.229999999999999871e-01,4.149999999999999800e-01,4.129999999999999782e-01
1.150000000000000000e+01,4.030000000000000249e-01,3.950000000000000178e-01,3.930000000000000160e-01
1.250000000000000000e+01,3.820000000000000062e-01,3.739999999999999991e-01,3.729999999999999982e-01
1.450000000000000000e+01,3.459999999999999742e-01,3.390000000000000235e-01,3.370000000000000218e-01
1.650000000000000000e+01,3.140000000000000013e-01,3.059999999999999942e-01,3.039999999999999925e-01
1.850000000000000000e+01,2.839999999999999747e-01,2.760000000000000231e-01,2.740000000000000213e-01
2.050000000000000000e+01,2.580000000000000071e-01,2.500000000000000000e-01,2.479999999999999982e-01
2.250000000000000000e+01,2.349999999999999867e-01,2.250000000000000056e-01,2.230000000000000038e-01
2.450000000000000000e+01,2.129999999999999949e-01,2.049999999999999878e-01,2.000000000000000111e-01
2.650000000000000000e+01,1.940000000000000058e-01,1.849999999999999978e-01,1.819999999999999951e-01
2.850000000000000000e+01,1.769999999999999907e-01,1.690000000000000113e-01,1.640000000000000069e-01
3.250000000000000000e+01,1.459999999999999909e-01,1.380000000000000115e-01,1.340000000000000080e-01
3.650000000000000000e+01,1.209999999999999964e-01,1.130000000000000032e-01,1.100000000000000006e-01
4.050000000000000000e+01,1.000000000000000056e-01,9.420000000000000595e-02,8.970000000000000195e-02
4.450000000000000000e+01,8.340000000000000191e-02,7.810000000000000275e-02,7.370000000000000162e-02
4.850000000000000000e+01,6.919999999999999762e-02,6.460000000000000464e-02,5.970000000000000306e-02
5.250000000000000000e+01,5.809999999999999887e-02,5.399999999999999939e-02,4.889999999999999902e-02
5.650000000000000000e+01,4.830000000000000265e-02,4.490000000000000241e-02,3.989999999999999797e-02
6.050000000000000000e+01,4.080000000000000293e-02,3.740000000000000269e-02,3.339999999999999913e-02
6.850000000000000000e+01,2.840000000000000163e-02,2.680000000000000090e-02,2.259999999999999856e-02
7.650000000000000000e+01,2.019999999999999921e-02,1.909999999999999892e-02,1.600000000000000033e-02
8.450000000000000000e+01,1.409999999999999969e-02,1.400000000000000029e-02,1.159999999999999920e-02
9.250000000000000000e+01,1.039999999999999952e-02,1.020000000000000073e-02,8.309999999999999679e-03
1.010000000000000000e+02,7.029999999999999791e-03,7.499999999999999722e-03,6.740000000000000331e-03
1.090000000000000000e+02,5.239999999999999866e-03,5.309999999999999616e-03,4.830000000000000092e-03
1.170000000000000000e+02,3.690000000000000138e-03,3.399999999999999811e-03,3.099999999999999891e-03
1.250000000000000000e+02,2.500000000000000052e-03,2.129999999999999949e-03,1.940000000000000101e-03
1.410000000000000000e+02,1.990000000000000015e-03,1.280000000000000105e-03,1.940000000000000101e-03
1.570000000000000000e+02,1.319999999999999993e-03,5.860000000000000408e-04,1.920000000000000049e-03
1.730000000000000000e+02,1.090000000000000040e-03,9.640000000000000131e-04,1.969999999999999963e-03
1.890000000000000000e+02,1.330000000000000019e-03,6.449999999999999570e-04,2.129999999999999949e-03
2.050000000000000000e+02,6.329999999999999906e-04,4.380000000000000213e-04,1.949999999999999910e-03
2.210000000000000000e+02,8.689999999999999808e-04,6.189999999999999756e-04,1.760000000000000063e-03
2.370000000000000000e+02,9.460000000000000093e-04,1.600000000000000077e-03,2.129999999999999949e-03
2.530000000000000000e+02,7.100000000000000191e-04,1.049999999999999935e-03,1.990000000000000015e-03
2.850000000000000000e+02,1.479999999999999979e-03,9.849999999999999815e-04,1.190000000000000085e-03
3.170000000000000000e+02,9.569999999999999514e-04,3.739999999999999835e-04,9.820000000000000170e-04
3.490000000000000000e+02,7.079999999999999705e-04,3.770000000000000022e-04,9.340000000000000429e-04
3.810000000000000000e+02,7.579999999999999932e-04,4.710000000000000102e-04,1.129999999999999928e-03
4.130000000000000000e+02,7.380000000000000492e-04,9.479999999999999495e-04,1.449999999999999900e-03
4.450000000000000000e+02,1.069999999999999988e-03,4.670000000000000214e-04,6.689999999999999983e-04
4.770000000000000000e+02,6.809999999999999647e-04,9.440000000000000420e-05,1.389999999999999960e-03
