Lag Time [us], Corr. 1.1 [-], Corr 1.2 [-], Corr. 1.3 [-], Corr. 2.1 [-], Corr. 2.2 [-], Corr. 2.3 [-], ...
5.000000000000000000e-01,9.090000000000000302e-01,9.090000000000000302e-01,9.180000000000000382e-01
1.000000000000000000e+00,9.140000000000000346e-01,9.140000000000000346e-01,9.220000000000000417e-01
1.500000000000000000e+00,9.110000000000000320e-01,9.110000000000000320e-01,9.190000000000000391e-01
2.000000000000000000e+00,9.080000000000000293e-01,9.080000000000000293e-01,9.150000000000000355e-01
2.500000000000000000e+00,9.060000000000000275e-01,9.040000000000000258e-01,9.150000000000000355e-01
3.000000000000000000e+00,9.020000000000000240e-01,9.020000000000000240e-01,9.100000000000000311e-01
3.500000000000000000e+00,8.990000000000000213e-01,8.990000000000000213e-01,9.090000000000000302e-01
4.000000000000000000e+00,8.970000000000000195e-01,8.960000000000000187e-01,9.050000000000000266e-01
4.500000000000000000e+00,8.940000000000000169e-01,8.930000000000000160e-01,9.020000000000000240e-01
5.500000000000000000e+00,8.870000000000000107e-01,8.880000000000000115e-01,8.970000000000000195e-01
6.500000000000000000e+00,8.810000000000000053e-01,8.820000000000000062e-01,8.920000000000000151e-01
7.500000000000000000e+00,8.760000000000000009e-01,8.770000000000000018e-01,8.850000000000000089e-01
8.500000000000000000e+00,8.709999999999999964e-01,8.699999999999999956e-01,8.790000000000000036e-01
9.500000000000000000e+00,8.649999999999999911e-01,8.669999999999999929e-01,8.729999999999999982e-01
1.050000000000000000e+01,8.589999999999999858e-01,8.609999999999999876e-01,8.689999999999999947e-01
1.150000000000000000e+01,8.539999999999999813e-01,8.549999999999999822e-01,8.619999999999999885e-01
1.250000000000000000e+01,8.489999999999999769e-01,8.489999999999999769e-01,8.569999999999999840e-01
1.450000000000000000e+01,8.369999999999999662e-01,8.369999999999999662e-01,8.449999999999999734e-01
1.650000000000000000e+01,8.259999999999999565e-01,8.259999999999999565e-01,8.339999999999999636e-01
1.850000000000000000e+01,8.159999999999999476e-01,8.169999999999999485e-01,8.229999999999999538e-01
2.050000000000000000e+01,8.040000000000000480e-01,8.060000000000000497e-01,8.129999999999999449e-01
2.250000000000000000e+01,7.940000000000000391e-01,7.950000000000000400e-01,8.020000000000000462e-01
2.450000000000000000e+01,7.840000000000000302e-01,7.850000000000000311e-01,7.920000000000000373e-01
2.650000000000000000e+01,7.740000000000000213e-01,7.740000000000000213e-01,7.810000000000000275e-01
2.850000000000000000e+01,7.630000000000000115e-01,7.650000000000000133e-01,7.720000000000000195e-01
3.250000000000000000e+01,7.439999999999999947e-01,7.439999999999999947e-01,7.520000000000000018e-01
3.650000000000000000e+01,7.249999999999999778e-01,7.259999999999999787e-01,7.319999999999999840e-01
4.050000000000000000e+01,7.059999999999999609e-01,7.069999999999999618e-01,7.139999999999999680e-01
4.450000000000000000e+01,6.879999999999999449e-01,6.879999999999999449e-01,6.949999999999999512e-01
4.850000000000000000e+01,6.690000000000000391e-01,6.710000000000000409e-01,6.770000000000000462e-01
5.250000000000000000e+01,6.530000000000000249e-01,6.530000000000000249e-01,6.600000000000000311e-01
5.650000000000000000e+01,6.360000000000000098e-01,6.360000000000000098e-01,6.430000000000000160e-01
6.050000000000000000e+01,6.189999999999999947e-01,6.199999999999999956e-01,6.270000000000000018e-01
6.850000000000000000e+01,5.879999999999999671e-01,5.889999999999999680e-01,5.949999999999999734e-01
7.650000000000000000e+01,5.580000000000000515e-01,5.590000000000000524e-01,5.659999999999999476e-01
8.450000000000000000e+01,5.290000000000000258e-01,5.310000000000000275e-01,5.370000000000000329e-01
9.250000000000000000e+01,5.020000000000000018e-01,5.040000000000000036e-01,5.090000000000000080e-01
1.010000000000000000e+02,4.759999999999999787e-01,4.789999999999999813e-01,4.829999999999999849e-01
1.090000000000000000e+02,4.520000000000000129e-01,4.550000000000000155e-01,4.590000000000000191e-01
1.170000000000000000e+02,4.289999999999999925e-01,4.319999999999999951e-01,4.359999999999999987e-01
1.250000000000000000e+02,4.079999999999999738e-01,4.099999999999999756e-01,4.139999999999999791e-01
1.410000000000000000e+02,3.679999999999999938e-01,3.699999999999999956e-01,3.729999999999999982e-01
1.570000000000000000e+02,3.310000000000000164e-01,3.340000000000000191e-01,3.360000000000000209e-01
1.730000000000000000e+02,2.979999999999999871e-01,3.009999999999999898e-01,3.029999999999999916e-01
1.890000000000000000e+02,2.690000000000000169e-01,2.710000000000000187e-01,2.730000000000000204e-01
2.050000000000000000e+02,2.419999999999999929e-01,2.449999999999999956e-01,2.459999999999999964e-01
2.210000000000000000e+02,2.190000000000000002e-01,2.200000000000000011e-01,2.220000000000000029e-01
2.370000000000000000e+02,1.970000000000000084e-01,1.990000000000000102e-01,1.990000000000000102e-01
2.530000000000000000e+02,1.779999999999999916e-01,1.799999999999999933e-01,1.799999999999999933e-01
2.850000000000000000e+02,1.459999999999999909e-01,1.459999999999999909e-01,1.459999999999999909e-01
3.170000000000000000e+02,1.189999999999999947e-01,1.189999999999999947e-01,1.189999999999999947e-01
3.490000000000000000e+02,9.740000000000000047e-02,9.660000000000000531e-02,9.650000000000000244e-02
3.810000000000000000e+02,7.979999999999999594e-02,7.860000000000000320e-02,7.779999999999999416e-02
4.130000000000000000e+02,6.579999999999999738e-02,6.389999999999999847e-02,6.310000000000000331e-02
4.450000000000000000e+02,5.469999999999999862e-02,5.179999999999999882e-02,5.070000000000000201e-02
4.770000000000000000e+02,4.499999999999999833e-02,4.209999999999999853e-02,4.109999999999999765e-02
