Lag Time [us], Corr. 1.1 [-], Corr 1.2 [-], Corr. 1.3 [-], Corr. 2.1 [-], Corr. 2.2 [-], Corr. 2.3 [-], ...
5.000000000000000000e-01,8.489999999999999769e-01,8.539999999999999813e-01,8.539999999999999813e-01
1.000000000000000000e+00,8.539999999999999813e-01,8.589999999999999858e-01,8.569999999999999840e-01
1.500000000000000000e+00,8.489999999999999769e-01,8.529999999999999805e-01,8.529999999999999805e-01
2.000000000000000000e+00,8.449999999999999734e-01,8.489999999999999769e-01,8.489999999999999769e-01
2.500000000000000000e+00,8.399999999999999689e-01,8.469999999999999751e-01,8.449999999999999734e-01
3.000000000000000000e+00,8.379999999999999671e-01,8.419999999999999707e-01,8.409999999999999698e-01
3.500000000000000000e+00,8.339999999999999636e-01,8.379999999999999671e-01,8.369999999999999662e-01
4.000000000000000000e+00,8.309999999999999609e-01,8.339999999999999636e-01,8.339999999999999636e-01
4.500000000000000000e+00,8.269999999999999574e-01,8.309999999999999609e-01,8.299999999999999600e-01
5.500000000000000000e+00,8.199999999999999512e-01,8.239999999999999547e-01,8.229999999999999538e-01
6.500000000000000000e+00,8.139999999999999458e-01,8.169999999999999485e-01,8.169999999999999485e-01
7.500000000000000000e+00,8.080000000000000515e-01,8.110000000000000542e-01,8.100000000000000533e-01
8.500000000000000000e+00,8.010000000000000453e-01,8.040000000000000480e-01,8.030000000000000471e-01
9.500000000000000000e+00,7.950000000000000400e-01,7.980000000000000426e-01,7.970000000000000417e-01
1.050000000000000000e+01,7.880000000000000338e-01,7.920000000000000373e-01,7.910000000000000364e-01
1.150000000000000000e+01,7.830000000000000293e-01,7.860000000000000320e-01,7.850000000000000311e-01
1.250000000000000000e+01,7.780000000000000249e-01,7.790000000000000258e-01,7.790000000000000258e-01
1.450000000000000000e+01,7.660000000000000142e-01,7.690000000000000169e-01,7.670000000000000151e-01
1.650000000000000000e+01,7.560000000000000053e-01,7.570000000000000062e-01,7.560000000000000053e-01
1.850000000000000000e+01,7.459999999999999964e-01,7.469999999999999973e-01,7.459999999999999964e-01
2.050000000000000000e+01,7.369999999999999885e-01,7.369999999999999885e-01,7.359999999999999876e-01
2.250000000000000000e+01,7.269999999999999796e-01,7.279999999999999805e-01,7.269999999999999796e-01
2.450000000000000000e+01,7.189999999999999725e-01,7.189999999999999725e-01,7.179999999999999716e-01
2.650000000000000000e+01,7.099999999999999645e-01,7.099999999999999645e-01,7.099999999999999645e-01
2.850000000000000000e+01,7.019999999999999574e-01,7.019999999999999574e-01,7.009999999999999565e-01
3.250000000000000000e+01,6.870000000000000551e-01,6.860000000000000542e-01,6.850000000000000533e-01
3.650000000000000000e+01,6.720000000000000417e-01,6.710000000000000409e-01,6.710000000000000409e-01
4.050000000000000000e+01,6.590000000000000302e-01,6.570000000000000284e-01,6.570000000000000284e-01
4.450000000000000000e+01,6.460000000000000187e-01,6.440000000000000169e-01,6.440000000000000169e-01
4.850000000000000000e+01,6.340000000000000080e-01,6.320000000000000062e-01,6.310000000000000053e-01
5.250000000000000000e+01,6.229999999999999982e-01,6.209999999999999964e-01,6.199999999999999956e-01
5.650000000000000000e+01,6.119999999999999885e-01,6.089999999999999858e-01,6.079999999999999849e-01
6.050000000000000000e+01,6.019999999999999796e-01,5.989999999999999769e-01,5.979999999999999760e-01
6.850000000000000000e+01,5.819999999999999618e-01,5.789999999999999591e-01,5.779999999999999583e-01
7.650000000000000000e+01,5.639999999999999458e-01,5.600000000000000533e-01,5.590000000000000524e-01
8.450000000000000000e+01,5.460000000000000409e-01,5.430000000000000382e-01,5.420000000000000373e-01
9.250000000000000000e+01,5.300000000000000266e-01,5.270000000000000240e-01,5.260000000000000231e-01
1.010000000000000000e+02,5.150000000000000133e-01,5.120000000000000107e-01,5.110000000000000098e-01
1.090000000000000000e+02,5.010000000000000009e-01,4.969999999999999973e-01,4.959999999999999964e-01
1.170000000000000000e+02,4.869999999999999885e-01,4.829999999999999849e-01,4.819999999999999840e-01
1.250000000000000000e+02,4.749999999999999778e-01,4.699999999999999734e-01,4.689999999999999725e-01
1.410000000000000000e+02,4.500000000000000111e-01,4.450000000000000067e-01,4.440000000000000058e-01
1.570000000000000000e+02,4.279999999999999916e-01,4.219999999999999862e-01,4.219999999999999862e-01
1.730000000000000000e+02,4.069999999999999729e-01,4.010000000000000231e-01,4.000000000000000222e-01
1.890000000000000000e+02,3.880000000000000115e-01,3.820000000000000062e-01,3.810000000000000053e-01
2.050000000000000000e+02,3.689999999999999947e-01,3.629999999999999893e-01,3.619999999999999885e-01
2.210000000000000000e+02,3.519999999999999796e-01,3.459999999999999742e-01,3.449999999999999734e-01
2.370000000000000000e+02,3.360000000000000209e-01,3.300000000000000155e-01,3.290000000000000147e-01
2.530000000000000000e+02,3.210000000000000075e-01,3.140000000000000013e-01,3.140000000000000013e-01
2.850000000000000000e+02,2.939999999999999836e-01,2.869999999999999774e-01,2.859999999999999765e-01
3.170000000000000000e+02,2.690000000000000169e-01,2.620000000000000107e-01,2.610000000000000098e-01
3.490000000000000000e+02,2.459999999999999964e-01,2.389999999999999902e-01,2.379999999999999893e-01
3.810000000000000000e+02,2.260000000000000064e-01,2.190000000000000002e-01,2.179999999999999993e-01
4.130000000000000000e+02,2.089999999999999913e-01,2.010000000000000120e-01,2.010000000000000120e-01
4.450000000000000000e+02,1.920000000000000040e-01,1.839999999999999969e-01,1.839999999999999969e-01
4.770000000000000000e+02,1.779999999999999916e-01,1.700000000000000122e-01,1.690000000000000113e-01
