Lag Time [us], Corr. 1.1 [-], Corr 1.2 [-], Corr. 1.3 [-], Corr. 2.1 [-], Corr. 2.2 [-], Corr. 2.3 [-], ...
5.000000000000000000e-01,8.000000000000000444e-01,8.129999999999999449e-01,8.100000000000000533e-01,7.900000000000000355e-01,7.940000000000000391e-01,7.950000000000000400e-01,8.479999999999999760e-01,8.499999999999999778e-01,8.419999999999999707e-01
1.000000000000000000e+00,7.840000000000000302e-01,7.960000000000000409e-01,7.910000000000000364e-01,7.740000000000000213e-01,7.820000000000000284e-01,7.860000000000000320e-01,8.339999999999999636e-01,8.309999999999999609e-01,8.169999999999999485e-01
1.500000000000000000e+00,7.620000000000000107e-01,7.700000000000000178e-01,7.710000000000000187e-01,7.600000000000000089e-01,7.650000000000000133e-01,7.690000000000000169e-01,8.149999999999999467e-01,8.209999999999999520e-01,8.060000000000000497e-01
2.000000000000000000e+00,7.439999999999999947e-01,7.560000000000000053e-01,7.530000000000000027e-01,7.449999999999999956e-01,7.510000000000000009e-01,7.590000000000000080e-01,8.030000000000000471e-01,7.990000000000000435e-01,7.900000000000000355e-01
2.500000000000000000e+00,7.239999999999999769e-01,7.359999999999999876e-01,7.369999999999999885e-01,7.339999999999999858e-01,7.389999999999999902e-01,7.449999999999999956e-01,7.930000000000000382e-01,7.970000000000000417e-01,7.840000000000000302e-01
3.000000000000000000e+00,7.139999999999999680e-01,7.219999999999999751e-01,7.229999999999999760e-01,7.209999999999999742e-01,7.319999999999999840e-01,7.359999999999999876e-01,7.840000000000000302e-01,7.790000000000000258e-01,7.680000000000000160e-01
3.500000000000000000e+00,6.959999999999999520e-01,7.069999999999999618e-01,7.089999999999999636e-01,7.119999999999999662e-01,7.179999999999999716e-01,7.259999999999999787e-01,7.720000000000000195e-01,7.680000000000000160e-01,7.650000000000000133e-01
4.000000000000000000e+00,6.840000000000000524e-01,6.949999999999999512e-01,6.999999999999999556e-01,6.999999999999999556e-01,7.069999999999999618e-01,7.119999999999999662e-01,7.580000000000000071e-01,7.560000000000000053e-01,7.469999999999999973e-01
4.500000000000000000e+00,6.700000000000000400e-01,6.830000000000000515e-01,6.830000000000000515e-01,6.919999999999999485e-01,6.969999999999999529e-01,7.049999999999999600e-01,7.500000000000000000e-01,7.530000000000000027e-01,7.369999999999999885e-01
5.500000000000000000e+00,6.460000000000000187e-01,6.530000000000000249e-01,6.570000000000000284e-01,6.720000000000000417e-01,6.780000000000000471e-01,6.870000000000000551e-01,7.329999999999999849e-01,7.359999999999999876e-01,7.229999999999999760e-01
6.500000000000000000e+00,6.239999999999999991e-01,6.300000000000000044e-01,6.350000000000000089e-01,6.540000000000000258e-01,6.620000000000000329e-01,6.680000000000000382e-01,7.199999999999999734e-01,7.209999999999999742e-01,7.049999999999999600e-01
7.500000000000000000e+00,6.039999999999999813e-01,6.099999999999999867e-01,6.149999999999999911e-01,6.360000000000000098e-01,6.460000000000000187e-01,6.530000000000000249e-01,7.019999999999999574e-01,7.069999999999999618e-01,6.879999999999999449e-01
8.500000000000000000e+00,5.849999999999999645e-01,5.929999999999999716e-01,5.949999999999999734e-01,6.209999999999999964e-01,6.300000000000000044e-01,6.390000000000000124e-01,6.860000000000000542e-01,6.899999999999999467e-01,6.750000000000000444e-01
9.500000000000000000e+00,5.649999999999999467e-01,5.719999999999999529e-01,5.769999999999999574e-01,6.059999999999999831e-01,6.149999999999999911e-01,6.250000000000000000e-01,6.740000000000000435e-01,6.760000000000000453e-01,6.600000000000000311e-01
1.050000000000000000e+01,5.480000000000000426e-01,5.540000000000000480e-01,5.580000000000000515e-01,5.899999999999999689e-01,6.019999999999999796e-01,6.099999999999999867e-01,6.600000000000000311e-01,6.630000000000000338e-01,6.510000000000000231e-01
1.150000000000000000e+01,5.310000000000000275e-01,5.350000000000000311e-01,5.410000000000000364e-01,5.759999999999999565e-01,5.869999999999999662e-01,5.979999999999999760e-01,6.490000000000000213e-01,6.550000000000000266e-01,6.370000000000000107e-01
1.250000000000000000e+01,5.160000000000000142e-01,5.200000000000000178e-01,5.230000000000000204e-01,5.639999999999999458e-01,5.739999999999999547e-01,5.859999999999999654e-01,6.370000000000000107e-01,6.400000000000000133e-01,6.219999999999999973e-01
1.450000000000000000e+01,4.849999999999999867e-01,4.909999999999999920e-01,4.929999999999999938e-01,5.380000000000000338e-01,5.500000000000000444e-01,5.620000000000000551e-01,6.139999999999999902e-01,6.159999999999999920e-01,6.009999999999999787e-01
1.650000000000000000e+01,4.580000000000000182e-01,4.610000000000000209e-01,4.660000000000000253e-01,5.150000000000000133e-01,5.270000000000000240e-01,5.400000000000000355e-01,5.929999999999999716e-01,5.979999999999999760e-01,5.809999999999999609e-01
1.850000000000000000e+01,4.349999999999999978e-01,4.359999999999999987e-01,4.410000000000000031e-01,4.929999999999999938e-01,5.080000000000000071e-01,5.190000000000000169e-01,5.719999999999999529e-01,5.809999999999999609e-01,5.600000000000000533e-01
2.050000000000000000e+01,4.089999999999999747e-01,4.119999999999999774e-01,4.169999999999999818e-01,4.709999999999999742e-01,4.859999999999999876e-01,5.010000000000000009e-01,5.540000000000000480e-01,5.600000000000000533e-01,5.460000000000000409e-01
2.250000000000000000e+01,3.880000000000000115e-01,3.900000000000000133e-01,3.960000000000000187e-01,4.530000000000000138e-01,4.689999999999999725e-01,4.819999999999999840e-01,5.360000000000000320e-01,5.450000000000000400e-01,5.260000000000000231e-01
