T[°C]	Scattering [mAU]	S.D.
20.00115	91.11032	0.8646885
20.0551	91.09006	0.5735455
20.10905	90.981	0.5416219
20.16299	91.03447	0.5147842
20.21694	91.3855	0.6718333
20.27089	91.04745	0.519998
20.32484	91.04156	0.6372339
20.37879	91.10708	0.4641632
20.43274	91.21234	0.5556172
20.48668	91.18816	0.7319804
20.54063	91.11811	0.7564561
20.59458	91.09799	0.4128462
20.64853	91.08681	0.453693
20.70248	91.22421	0.6051468
20.75643	91.17591	0.6514222
20.81037	91.14477	0.6684924
20.86432	91.13945	0.7660129
20.91827	91.2319	0.5878043
20.97222	91.10741	0.3585922
21.02617	91.07116	0.5178527
21.08011	91.10104	0.2306563
21.13406	91.13147	0.5804625
21.18801	91.17076	0.7117789
21.24196	91.03696	0.8273464
21.29591	90.93125	0.9150239
21.34986	91.06151	0.8517821
21.4038	91.08497	0.6367623
21.45775	91.1773	0.7500559
21.5117	91.11792	0.7541683
21.56565	90.99536	0.7770808
21.6196	91.0374	0.7509606
21.67354	90.8269	0.8342151
21.72749	90.93212	0.763473
21.78144	90.95097	0.7716058
21.83539	91.0463	0.6739638
21.88934	91.29925	0.5024256
21.94328	91.1323	0.5972782
21.99723	91.00659	0.5589538
22.05118	90.97823	0.6295406
22.10513	91.19525	0.4440589
22.15908	91.06598	0.4710803
22.21303	91.2071	0.6326699
22.26698	91.03587	0.6967095
22.32092	90.95969	0.9004241
22.37487	90.90743	0.9401804
22.42882	90.92174	0.9769223
22.48277	91.09169	0.8741825
22.53672	91.01308	0.7048779
22.59066	90.94788	0.7645557
22.64461	91.07652	0.6393903
22.69856	90.94008	0.5847206
22.75251	90.87245	0.7997804
22.80646	90.95417	0.6622961
22.8604	90.90485	0.7491393
22.91435	90.9169	0.6477082
22.9683	90.85576	0.3474594
23.02225	90.88058	0.1990788
23.0762	90.88284	0.2894246
23.13015	90.9171	0.2998981
23.18409	91.07771	0.4386632
23.23804	91.09164	0.4540604
23.29199	91.09823	0.3443774
23.34594	91.11709	0.262069
23.39989	90.97353	0.2502078
23.45383	90.9212	0.3399673
23.50778	90.91365	0.5186361
23.56173	90.83281	0.7540755
23.61568	91.0409	0.8621655
23.66963	91.19774	0.6647992
23.72358	91.10358	0.6124133
23.77752	91.09748	0.4910627
23.83147	91.01816	0.4207237
23.88542	90.85956	0.6325176
23.93937	91.09211	0.8879316
23.99332	91.10899	0.7288095
24.04727	91.00852	0.7004284
24.10121	90.96511	0.6295916
24.15516	90.97871	0.5346839
24.20911	90.93869	0.7123834
24.26306	90.89729	0.6442994
24.31701	91.00855	0.5898123
24.37095	90.9529	0.6163726
24.4249	90.9897	0.6167571
24.47885	90.9775	0.5292935
24.5328	90.95759	0.5347481
24.58675	91.01296	0.4208725
24.6407	91.00615	0.4965194
24.69464	90.80679	0.7628371
24.74859	90.93098	0.7295321
24.80254	90.90795	0.7790084
24.85649	91.06236	0.6418342
24.91044	90.96933	0.8761204
24.96439	90.90588	0.9362292
25.01833	90.98389	0.7491252
25.07228	90.93275	0.8463027
25.12623	90.9601	0.7375627
25.18018	90.79457	0.7461857
25.23413	90.85723	0.7216029
25.28807	90.68578	0.7119935
25.34202	90.77723	0.7542083
25.39597	91.17966	0.5630928
25.44992	90.94796	0.6285188
25.50387	91.03895	0.6692392
25.55782	90.98504	0.5693918
25.61176	90.87269	0.7799834
25.66571	90.92812	0.7117159
25.71966	90.90348	0.6258469
25.77361	90.72672	0.5640926
25.82756	91.0179	0.5703964
25.8815	90.88748	0.3617934
25.93545	90.82454	0.62481
25.9894	90.86954	0.6382083
26.04335	90.61128	0.7114872
26.0973	90.69453	0.8032243
26.15125	90.83077	0.7398979
26.20519	90.82104	0.5125806
26.25914	90.9429	0.4723201
26.31309	90.90704	0.4305344
26.36704	90.90771	0.7177919
