T[°C]	Scattering [mAU]	S.D.
20.00084	92.0772	1.410862
20.05479	92.44544	0.991325
20.10874	92.40274	1.191565
20.16269	92.29411	1.176119
20.21665	92.05984	1.272641
20.2706	92.3596	1.223143
20.32455	92.37708	1.244455
20.3785	92.41483	1.377583
20.43245	92.27018	1.13658
20.4864	92.08974	0.9475509
20.54036	92.03963	0.8939692
20.59431	92.24143	1.08135
20.64826	92.24702	0.7972491
20.70221	92.2503	0.8396603
20.75616	92.31078	0.861394
20.81011	92.22128	0.9862545
20.86407	92.38088	0.9365863
20.91802	92.36007	1.005463
20.97197	92.16877	1.083922
21.02592	92.13548	0.9530035
21.07987	92.229	1.134617
21.13382	92.27984	1.113003
21.18777	92.22572	1.161789
21.24173	92.0598	1.335744
21.29568	92.55897	1.196829
21.34963	93.2627	1.629547
21.40358	92.144	0.8544924
21.45753	91.95241	0.9024014
21.51148	92.10793	0.9362495
21.56544	92.03355	1.102658
21.61939	92.15044	1.013895
21.67334	92.1506	1.19185
21.72729	92.09641	1.09633
21.78124	92.16612	1.197613
21.8352	92.17764	1.283654
21.88915	91.99599	1.353082
21.9431	92.08727	1.156307
21.99705	92.05256	1.355265
22.051	91.98807	1.148019
22.10495	92.16872	1.135233
22.15891	91.93821	1.283898
22.21286	91.96725	1.195417
22.26681	92.10567	1.373906
22.32076	92.05301	1.348324
22.37471	92.07841	1.417636
22.42866	91.98264	1.430228
22.48261	91.93127	1.289997
22.53657	92.02129	1.304946
22.59052	92.1993	1.236699
22.64447	92.18585	1.184147
22.69842	92.04517	1.045575
22.75237	91.96424	1.184324
22.80632	92.23443	1.040994
22.86028	92.02402	1.083977
22.91423	92.05443	0.9941913
22.96818	92.04207	1.219158
23.02213	91.88393	1.212433
23.07608	92.01491	1.079332
23.13003	92.12177	1.042147
23.18399	92.03708	0.9878877
23.23794	92.03405	0.9737421
23.29189	92.06207	1.043817
23.34584	92.15376	0.9562765
23.39979	92.09414	1.108448
23.45374	91.99495	1.179798
23.5077	92.00056	0.9850975
23.56165	92.00512	1.012896
23.6156	92.06255	1.061396
23.66955	92.15101	1.057373
23.7235	91.98446	0.8919552
23.77745	91.82217	0.8304104
23.83141	92.07563	0.8503853
23.88536	92.06279	1.038548
23.93931	91.94559	0.8877383
23.99326	92.07885	0.9912866
24.04721	91.96753	0.9680526
24.10116	91.93779	0.9804022
24.15512	91.96403	0.8222441
24.20907	91.85378	0.8309897
24.26302	91.85235	0.9574546
24.31697	91.84192	0.909741
24.37092	92.00076	0.8620108
24.42487	92.07843	0.9926791
24.47882	91.77763	0.9453988
24.53278	91.9351	1.063944
24.58673	91.77634	1.108466
24.64068	91.61572	1.225545
24.69463	91.92383	1.10636
24.74858	91.84394	1.299052
24.80253	91.82858	1.245142
24.85649	92.03319	1.284739
24.91044	91.88206	0.9936337
24.96439	91.82961	1.079127
25.01834	91.89812	0.8549231
25.07229	91.71349	0.8102707
25.12625	92.00494	1.044248
25.1802	91.912	1.055403
25.23415	91.84454	1.152608
25.2881	91.97233	1.156407
25.34205	91.6451	0.9878184
25.396	91.6685	1.15721
25.44995	91.9177	1.144004
25.50391	91.80249	1.250318
25.55786	91.84495	1.104899
25.61181	91.91891	1.155765
25.66576	91.91473	1.229736
25.71971	91.91226	1.222039
25.77366	92.0258	1.085124
25.82762	91.98952	1.038567
25.88157	91.8643	1.060449
25.93552	91.71244	1.079661
25.98947	92.03245	1.289327
26.04342	91.85455	1.394522
26.09737	91.9369	1.217446
26.15133	92.04897	1.274177
26.20528	91.8119	1.007781
26.25923	91.93465	0.9809734
26.31318	91.87583	1.070885
26.36713	91.83472	0.8696992
26.42108	91.90885	1.010107
26.47503	91.90382	1.125836
26.52899	91.81045	1.093021
26.58294	91.8578	1.11972
26.63689	91.74673	0.8178424
26.69084	91.89509	0.856616
26.74479	91.91287	0.9144182
26.79875	91.9305	0.8983148
26.8527	91.80366	1.096478
26.90665	91.66714	1.09824
26.9606	91.70488	0.9223218
27.01455	91.71217	0.9889141
27.0685	91.69855	1.134617
27.12246	91.78267	1.036751
27.17641	91.76563	0.9779337
27.23036	91.75739	1.092089
27.28431	91.7868	1.170041
27.33826	91.64825	0.7471705
27.39221	91.53848	0.6727383
27.44617	91.88129	0.6487424
27.50012	91.72131	0.6475343
27.55407	91.87334	0.872348
27.60802	91.99065	1.061541
27.66197	91.65674	1.118826
27.71592	91.72533	1.212868
27.76987	91.72398	0.9984164
27.82383	91.69939	1.083606
27.87778	91.81522	1.145837
27.93173	91.87217	1.124234
27.98568	91.70156	1.19096
28.03963	91.66029	1.265434
28.09358	91.76114	1.18844
28.14754	91.86282	1.267035
28.20149	91.78144	1.084708
28.25544	91.88699	1.084544
28.30939	91.70276	1.035964
28.36334	91.62984	1.051147
28.41729	91.72763	0.9600525
28.47125	91.75931	1.038098
28.5252	91.70023	1.004583
28.57915	91.7393	1.104924
28.6331	91.79505	1.202473
28.68705	91.6926	1.1078
28.741	91.72856	1.091969
28.79496	91.66713	1.052302
28.84891	91.70795	0.9796944
28.90286	91.71424	1.055672
28.95681	91.65761	1.06208
29.01076	91.6359	1.181215
29.06471	91.75295	1.03345
29.11867	91.73837	1.066671
29.17262	91.79616	1.234239
29.22657	91.72368	1.206313
29.28052	91.67207	1.17018
29.33447	91.61613	1.289263
29.38842	91.76106	1.152754
29.44238	91.71903	1.219902
29.49633	91.68797	1.221716
29.55028	91.65659	1.115413
29.60423	91.69589	0.8739954
29.65818	91.63451	1.045554
29.71213	91.75634	1.012164
29.76608	91.74961	0.9003002
29.82004	91.87848	0.7614498
29.87399	91.80447	0.8434683
29.92794	91.61566	0.8586202
29.98189	91.58096	0.9558437
30.03584	91.6409	0.8548405
30.0898	91.61172	0.9323298
30.14375	91.75111	1.000942
30.1977	91.72661	0.940154
30.25165	91.7264	0.737808
30.3056	91.78521	0.7262045
30.35955	91.35176	0.894195
30.41351	91.5384	0.9768373
30.46746	91.74924	0.9236567
30.52141	91.49477	0.9467341
30.57536	91.64281	0.9283359
30.62931	91.6114	0.9477831
30.68326	91.48669	0.8179005
30.73722	91.55083	0.9529781
30.79117	91.58421	0.7635867
30.84512	91.52337	0.6779389
30.89907	91.53712	0.6645156
30.95302	91.58703	0.6560614
31.00697	91.65496	0.7857495
31.06092	91.58144	0.8728437
31.11488	91.41167	0.8435603
31.16883	91.58308	1.066929
31.22278	91.64828	1.097134
31.27673	91.4901	1.163128
31.33068	91.45704	1.344661
31.38463	91.60098	0.9987136
31.43859	91.68095	1.153611
31.49254	91.51339	1.041863
31.54649	91.47285	1.094617
31.60044	91.5021	1.00342
31.65439	91.41286	0.9702415
31.70834	91.51423	0.9118693
31.7623	91.48389	0.9746943
31.81625	91.40389	0.9690687
31.8702	91.42706	1.159922
31.92415	91.43457	1.109503
31.9781	91.3259	1.169199
32.03205	91.53488	0.9969185
32.08601	91.39738	1.137775
32.13996	91.44698	0.9579896
32.19391	91.56966	0.8533091
32.24786	91.33044	1.17581
32.30181	91.27545	1.154259
32.35576	91.57891	1.031311
32.40971	91.39113	1.116651
32.46367	91.6412	1.084971
32.51762	91.60432	1.108199
32.57157	91.3455	1.109449
32.62552	91.32959	1.369342
32.67947	91.39111	1.249339
32.73343	91.47929	1.089497
32.78738	91.42967	1.096431
32.84133	91.32243	1.03426
32.89528	91.52687	0.9235386
32.94923	91.44795	1.071834
33.00319	91.4333	0.9174061
33.05714	91.59381	0.816027
33.11109	91.64225	0.758903
33.16504	91.55463	0.8436009
33.21899	91.52028	0.6698337
33.27294	91.51567	0.7650701
33.32689	91.34238	0.8606952
33.38084	91.32516	0.9641657
33.4348	91.3568	0.9670205
33.48875	91.30864	1.040231
33.5427	91.43126	0.8411152
33.59665	91.36566	1.031458
33.6506	91.37164	1.027714
33.70456	91.36176	1.133323
33.75851	91.33038	0.9852692
33.81246	91.24154	0.9326035
33.86641	91.38139	0.8246863
33.92036	91.24519	0.6664264
33.97431	91.25654	0.6922863
34.02826	91.4189	0.9084171
34.08222	91.34276	0.8636292
34.13617	91.30534	0.9308406
34.19012	91.48323	0.7916792
34.24407	91.38766	0.8120859
34.29802	91.33795	0.8198366
34.35197	91.3526	0.8564642
34.40593	91.31015	0.8711367
34.45988	91.33678	0.9278971
34.51383	91.26333	1.003077
34.56778	91.23349	1.054823
34.62173	91.28925	0.9692909
34.67569	91.369	0.9704952
34.72964	91.38539	1.019249
34.78359	91.24687	1.105385
34.83754	91.21891	1.142741
34.89149	91.22762	1.031819
34.94544	91.19432	1.202701
34.99939	91.36826	1.084783
35.05334	91.52378	1.169894
35.1073	91.12124	0.99169
35.16125	91.0349	1.015782
35.2152	91.2937	0.8326144
35.26915	91.25778	0.8274829
35.3231	91.28392	0.9294267
35.37706	91.34882	0.9620767
35.43101	91.31887	0.9912457
35.48496	91.43946	0.9904108
35.53891	91.24921	1.064978
35.59286	91.21618	1.157858
35.64681	91.36063	0.9977223
35.70076	91.34164	0.9014329
35.75472	91.26884	1.148272
35.80867	91.12027	1.339384
35.86262	91.41592	1.184308
35.91657	91.34116	1.31693
35.97052	91.17638	1.222883
36.02448	91.30496	1.224227
36.07843	91.19989	0.8194959
36.13238	91.13378	0.776197
36.18633	91.20688	0.8838805
36.24028	91.00998	0.7899297
36.29424	91.48978	0.7454624
36.34819	91.3399	0.8075924
36.40214	91.24251	0.938226
36.45609	91.33323	0.9507849
36.51004	91.19713	0.9434436
36.56399	91.17148	1.012168
36.61794	91.2953	0.6538512
36.67189	91.13828	0.8603055
36.72585	91.43243	0.8076077
36.7798	91.31108	0.7682505
36.83375	91.10595	0.7976379
36.8877	91.29491	0.7897024
36.94165	91.05311	0.862449
36.99561	91.09005	0.9773613
37.04956	91.16099	1.089929
37.10351	91.06137	0.9906694
37.15746	91.31101	0.9526415
37.21141	91.23228	1.006281
37.26536	91.0499	0.8659858
37.31931	91.06799	0.7922528
37.37326	91.14993	0.7063518
37.42722	91.16552	0.8098899
37.48117	91.17299	0.6841522
37.53512	91.12964	0.7944092
37.58907	91.09315	1.043399
37.64302	91.06979	1.034592
37.69698	91.19161	0.9618442
37.75093	91.09463	1.046235
37.80488	91.16077	1.030108
37.85883	91.23257	1.034268
37.91278	91.06843	0.9879399
37.96674	91.04649	0.9506446
38.02069	91.29817	1.162082
38.07464	91.09838	1.260639
38.12859	91.09018	1.004732
38.18254	91.11073	1.202487
38.23649	90.93806	0.8582497
38.29044	91.1151	1.084854
38.34439	91.00096	0.9852644
38.39835	90.96829	0.9251453
38.4523	91.06488	0.9149027
38.50625	91.04098	0.8521134
38.5602	91.06752	0.8047624
38.61415	91.20095	0.944513
38.66811	91.10881	1.028693
38.72206	91.06122	1.039567
38.77601	91.12044	1.133937
38.82996	91.01798	0.9736474
38.88391	91.08465	0.9707509
38.93786	91.16834	1.065562
38.99181	91.07713	1.03783
39.04576	90.96043	1.022567
39.09972	90.85433	1.100841
39.15367	91.05795	1.207928
39.20762	91.11001	1.313467
39.26157	91.06532	1.156892
39.31553	91.22887	1.125961
39.36948	91.03451	0.8723211
39.42343	90.95109	0.8609056
39.47738	91.03328	0.8377882
39.53133	90.87514	0.818078
39.58528	91.25476	0.921256
39.63924	91.09952	1.125902
39.69319	91.20259	0.808863
39.74714	91.16978	0.8378331
39.80109	91.02941	0.7318369
39.85504	90.96175	0.6741409
39.90899	91.12399	0.7028227
39.96294	91.11032	0.6709188
40.0169	90.97546	0.9181758
40.07085	90.89779	0.983613
40.1248	91.08646	0.7704383
40.17875	90.87817	0.9083047
40.2327	90.9982	0.9253058
40.28666	90.99771	0.9591261
40.34061	91.08868	0.9584332
40.39456	90.98702	1.050298
40.44851	90.99623	0.8801911
40.50246	90.873	0.9963104
40.55641	90.92121	0.9949663
40.61036	91.03662	1.112947
40.66431	90.7445	0.851277
40.71827	90.82326	0.9093571
40.77222	90.82667	0.6187456
40.82617	90.71657	0.6118338
40.88012	90.93883	0.7412615
40.93407	90.84815	0.9129857
40.98803	90.82944	0.9124597
41.04198	90.98655	1.077416
41.09593	90.96295	0.9044143
41.14988	90.97988	0.9197975
41.20383	90.93965	0.9724842
41.25779	90.85461	1.129628
41.31174	91.01548	1.043599
41.36569	90.96529	1.032098
41.41964	90.74786	0.8994017
41.47359	90.77583	1.055695
41.52754	90.81056	1.098832
41.58149	90.76624	1.110458
41.63544	90.8441	1.101331
41.6894	90.82727	1.088198
41.74335	90.84644	0.9185204
41.7973	90.82391	0.9984069
41.85125	90.82908	0.8866013
41.9052	90.87005	0.9772925
41.95916	90.77816	0.9907663
42.01311	90.91328	0.8678972
42.06706	90.94058	0.8407984
42.12101	90.89063	0.7981582
42.17496	90.83023	0.846311
42.22891	90.73079	1.122231
42.28286	90.72095	1.125452
42.33681	90.7555	1.124233
42.39077	90.67289	1.229386
42.44472	90.87008	1.190874
42.49867	90.85308	1.343723
42.55262	91.02348	0.9960214
42.60658	91.20742	0.9491488
42.66053	90.68861	0.9518271
42.71448	90.59791	0.8650241
42.76843	90.8179	0.830124
42.82238	90.62603	0.8562397
42.87633	90.93232	0.8585477
42.93029	90.86217	1.034197
42.98424	90.80694	0.9171885
43.03819	90.86775	0.8680578
43.09214	90.7506	0.7597901
43.14609	90.75828	0.7723181
43.20004	90.92757	0.8113993
43.25399	90.76222	0.8766075
43.30795	90.81797	0.8263359
43.3619	90.82275	0.7866835
43.41585	90.69238	0.7520118
43.4698	90.71573	0.819039
43.52375	90.63128	0.9570511
43.57771	90.54385	1.049067
43.63166	90.78039	0.9741364
43.68561	90.69791	1.088182
43.73956	90.70365	0.8563917
43.79351	90.70667	0.8250574
43.84746	90.64031	0.6339606
43.90141	90.65932	0.8047597
43.95536	90.69887	0.8112785
44.00932	90.665	0.9109796
44.06327	90.7784	0.6089461
44.11722	90.69891	0.6592319
44.17117	90.64151	0.8766516
44.22512	90.59573	0.8850129
44.27908	90.63004	0.9416569
44.33303	90.60444	0.9947879
44.38698	90.67448	1.039622
44.44093	90.70393	1.05215
44.49488	90.67117	0.8930532
44.54883	90.6028	0.9416779
44.60279	90.77554	1.08924
44.65674	90.63921	1.142963
44.71069	90.66842	1.151417
44.76464	90.6851	1.098684
44.81859	90.54594	0.9901055
44.87254	90.50584	0.9709647
44.92649	90.68381	0.9662971
44.98045	90.62241	0.9185517
45.0344	90.6161	0.8328229
45.08835	90.66511	0.7997618
45.1423	90.58469	0.9858875
45.19625	90.59164	1.052226
45.25021	90.687	0.857854
45.30416	90.73888	0.8442014
45.35811	90.5025	0.9348529
45.41206	90.54882	0.9547275
45.46601	90.64256	0.9407395
45.51996	90.56753	0.9589261
45.57391	90.59535	0.9909503
45.62786	90.64743	1.03967
45.68182	90.57787	1.066785
45.73577	90.50963	1.035217
45.78972	90.52724	1.030752
45.84367	90.53589	1.06151
45.89762	90.55685	1.12986
45.95158	90.58766	1.133655
46.00553	90.58837	1.081973
46.05948	90.54265	0.9402978
46.11343	90.50868	0.8826037
46.16738	90.48779	0.8850121
46.22133	90.52826	0.9117804
46.27529	90.64757	0.7261381
46.32924	90.70993	0.7574308
46.38319	90.54404	0.7473289
46.43714	90.61335	0.7521663
46.49109	90.41035	0.9108108
46.54504	90.33516	0.9582363
46.599	90.53412	0.7996384
46.65295	90.41174	0.8858153
46.7069	90.63107	0.7357295
46.76085	90.68032	0.7759466
46.8148	90.47643	0.8294575
46.86876	90.44318	0.8635132
46.92271	90.47223	0.9401283
46.97666	90.31056	0.9566471
47.03061	90.54435	0.9978754
47.08456	90.52405	0.9636232
47.13851	90.47612	0.8144667
47.19246	90.57915	0.8817385
47.24641	90.4246	0.8234468
47.30037	90.44788	0.861389
47.35432	90.40063	0.7689412
47.40827	90.32753	0.8084925
47.46222	90.52317	0.9398985
47.51617	90.41171	1.005739
47.57013	90.48376	1.013491
47.62408	90.44228	1.038328
47.67803	90.46848	0.9195808
47.73198	90.51284	0.9766787
47.78593	90.44273	0.8874197
47.83988	90.51431	0.9744134
47.89384	90.47803	1.038621
47.94779	90.27887	1.156494
48.00174	90.4072	1.177857
48.05569	90.25961	1.265214
48.10964	90.37048	0.9477906
48.16359	90.36037	1.179557
48.21754	90.3207	1.214385
48.2715	90.34126	1.12518
48.32545	90.58461	0.8026832
48.3794	90.42274	0.8766177
48.43335	90.48537	0.9424224
48.4873	90.42471	0.9264269
48.54126	90.59267	0.7253448
48.59521	90.49779	0.810071
48.64916	90.42717	0.8313024
48.70311	90.42374	0.8954781
48.75706	90.33966	0.9663897
48.81101	90.32543	1.079901
48.86496	90.42657	0.912456
48.91891	90.43542	0.953351
48.97287	90.35571	1.031394
49.02682	90.4101	1.02981
49.08077	90.2681	0.9269422
49.13472	90.21782	1.120651
49.18867	90.24488	1.176824
49.24263	90.36448	1.101776
49.29658	90.40927	1.131487
49.35053	90.3196	1.04004
49.40448	90.35575	0.8857304
49.45843	90.33368	0.8427646
49.51238	90.24701	0.8038424
49.56634	90.3144	0.8251585
49.62029	90.38075	0.8595226
49.67424	90.47353	0.7101871
49.72819	90.3598	0.7782581
49.78214	90.25447	0.6999472
49.83609	90.25517	0.8124601
49.89005	90.2207	0.8268848
49.944	90.11781	0.8209144
49.99795	90.35146	0.8713414
50.0519	90.18384	0.9225351
50.10585	90.42216	0.8963981
50.15981	90.43588	0.8678175
50.21376	90.26639	0.9183804
50.26771	90.39818	1.044539
50.32166	90.32005	0.7682965
50.37561	90.24873	0.7971948
50.42956	90.20524	0.7399649
50.48351	90.08128	0.5808445
50.53746	90.23864	0.5872619
50.59142	90.14502	0.6827734
50.64537	90.22518	0.6762729
50.69932	90.32803	0.7992449
50.75327	90.17865	0.6995565
50.80722	90.20209	0.7196732
50.86118	90.07851	0.800846
50.91513	90.00621	0.8771237
50.96908	90.28178	0.9846078
51.02303	90.1199	1.123748
51.07698	90.31306	1.004864
51.13093	90.23952	0.981409
51.18488	90.1264	0.9329153
51.23884	90.21776	0.9073184
51.29279	90.25536	0.9148651
51.34674	90.1144	0.9132111
51.40069	90.38509	1.003371
51.45464	90.33339	0.9098383
51.50859	90.22717	0.9061185
51.56255	90.17883	1.003231
51.6165	90.14705	0.8308356
51.67045	90.13293	0.952814
51.7244	90.24038	0.8404937
51.77835	90.11736	1.02283
51.83231	90.26506	0.700681
51.88626	90.18858	0.889076
