T[°C]	330nm [counts / mm]	S.D.
20.00084	3328.785	14.99304
20.05479	3325.211	19.95197
20.10874	3323.806	13.51528
20.16269	3319.82	18.86594
20.21665	3322.253	14.6572
20.2706	3316.44	11.82988
20.32455	3316.417	15.81421
20.3785	3307.404	12.18749
20.43245	3309.65	12.50506
20.4864	3307.463	17.42981
20.54036	3304.439	22.45502
20.59431	3298.916	14.52484
20.64826	3294.172	16.0087
20.70221	3293.564	18.99357
20.75616	3291.364	19.93594
20.81011	3293.939	17.70382
20.86407	3285.343	15.11502
20.91802	3282.57	17.63456
20.97197	3279.579	15.96768
21.02592	3275.929	20.4154
21.07987	3278.544	19.43992
21.13382	3277.089	21.4693
21.18777	3272.218	18.08168
21.24173	3268.707	17.28741
21.29568	3264.354	17.4418
21.34963	3255.692	30.50322
21.40358	3259.001	26.21395
21.45753	3265.193	25.51934
21.51148	3256.735	23.96229
21.56544	3255.33	22.62705
21.61939	3257.819	16.93249
21.67334	3249.353	15.97601
21.72729	3248.779	20.55283
21.78124	3247.219	16.54063
21.8352	3233.38	14.08685
21.88915	3236.085	16.15726
21.9431	3234.226	14.95662
21.99705	3232.712	14.57739
22.051	3235.575	17.85566
22.10495	3226.763	18.24299
22.15891	3226.17	17.2519
22.21286	3226.49	18.59876
22.26681	3215.759	26.06951
22.32076	3218.264	21.99169
22.37471	3220.021	21.10108
22.42866	3215.821	19.83417
22.48261	3217.036	15.01825
22.53657	3213.706	17.48233
22.59052	3208.685	15.75658
22.64447	3203.489	16.0821
22.69842	3196.319	18.06556
22.75237	3197.357	14.21297
22.80632	3197.354	22.08031
22.86028	3194.251	22.47408
22.91423	3194.272	15.08733
22.96818	3190.138	14.79306
23.02213	3188.083	12.45437
23.07608	3186.19	11.26214
23.13003	3183.217	13.0219
23.18399	3180.219	12.61401
23.23794	3178.265	16.1556
23.29189	3177.093	15.89373
23.34584	3175.706	13.17399
23.39979	3171.129	10.66706
23.45374	3168.174	8.109076
23.5077	3167.216	13.35274
23.56165	3164.004	17.10563
23.6156	3163.239	17.47156
23.66955	3161.107	19.59227
23.7235	3156.135	21.60091
23.77745	3153.518	22.72431
23.83141	3150.339	16.09328
23.88536	3150.633	15.31241
23.93931	3150.311	18.64461
23.99326	3146.079	19.49377
24.04721	3139.796	20.74586
24.10116	3138.598	19.11397
24.15512	3138.415	21.5597
24.20907	3136.42	19.97376
24.26302	3136.471	15.24483
24.31697	3132.758	15.8782
24.37092	3128.429	15.50431
24.42487	3125.965	15.38822
24.47882	3127.228	16.65145
24.53278	3123.295	19.56481
24.58673	3116.58	20.24639
24.64068	3118.486	19.68003
24.69463	3110.081	17.82208
24.74858	3112.074	19.46632
24.80253	3109.61	17.66704
24.85649	3103.613	15.75308
24.91044	3105.01	23.8468
24.96439	3101.431	22.05523
25.01834	3095.66	23.16028
25.07229	3096.007	19.41194
25.12625	3092.842	17.34684
25.1802	3088.206	20.03463
25.23415	3092.444	15.19676
25.2881	3085.307	19.29459
25.34205	3084.08	17.10897
25.396	3081.487	18.18126
25.44995	3073.932	17.31272
25.50391	3078.117	16.63992
25.55786	3076.461	20.27884
25.61181	3075.988	21.14313
25.66576	3070.801	21.26503
25.71971	3069.108	17.45921
25.77366	3064.2	14.94782
25.82762	3063.792	15.11761
25.88157	3053.481	21.78296
25.93552	3055.778	21.45515
25.98947	3052.162	20.64254
26.04342	3055.61	19.73545
26.09737	3054.059	14.25973
26.15133	3047.419	14.11291
26.20528	3044.774	13.16742
26.25923	3043.156	16.44328
26.31318	3039.775	17.07206
26.36713	3039.19	15.31349
26.42108	3030.051	11.26453
26.47503	3033.012	10.59701
26.52899	3034.315	12.99052
26.58294	3031.539	12.09119
26.63689	3026.532	12.03676
26.69084	3023.267	13.32502
26.74479	3019.426	13.71505
26.79875	3017.627	16.2279
26.8527	3017.07	11.0118
26.90665	3015.851	12.21197
