T[°C]	Scattering [mAU]	S.D.	First derivative	S.D. of first derivative
20.00055	89.50165	0.2585993	0.01001259	0.3896293
20.05466	89.49033	0.2448217	0.009737482	0.3827009
20.10877	89.47932	0.2310798	0.009447865	0.3757838
20.16287	89.46864	0.2173636	0.009143575	0.3688799
20.21698	89.45826	0.2037025	0.008824444	0.361991
20.27109	89.44818	0.1901705	0.00849048	0.3551196
20.3252	89.43841	0.176841	0.008141684	0.3482681
20.3793	89.42895	0.1637776	0.007778228	0.3414393
20.43341	89.41982	0.1510581	0.00740029	0.3346362
20.48752	89.41105	0.1387529	0.007008195	0.3278618
20.54163	89.40262	0.1269577	0.006602317	0.3211195
20.59574	89.39453	0.1157006	0.006183137	0.3144129
20.64984	89.38678	0.1049733	0.005751236	0.3077456
20.70395	89.37937	0.09469824	0.00530726	0.3011215
20.75806	89.37233	0.08471813	0.004851955	0.2945445
20.81217	89.36583	0.07473198	0.004386186	0.2880189
20.86627	89.36046	0.06406838	0.003910884	0.2815488
20.92038	89.36061	0.04844101	0.003427097	0.2751387
20.97449	89.36159	0.02987748	0.002935963	0.268793
21.02859	89.36343	0.008896225	0.002438696	0.2625164
21.0827	89.36629	0.01390858	0.001936497	0.2563134
21.13681	89.37029	0.03729082	0.001430585	0.2501887
21.19092	89.37539	0.06085337	0.0009221209	0.2441467
21.24503	89.38141	0.08425221	0.0004122292	0.2381917
21.29913	89.38813	0.1072822	-9.799237E-05	0.2323279
21.35324	89.39509	0.1299819	-0.0006075128	0.226559
21.40735	89.40205	0.1525153	-0.001115334	0.2208885
21.46146	89.4091	0.1749886	-0.001620575	0.2153195
21.51556	89.41618	0.1971403	-0.002122556	0.2098544
21.56967	89.423	0.2185598	-0.002620812	0.2044953
21.62378	89.4292	0.2386233	-0.003115175	0.1992438
21.67789	89.43434	0.2567976	-0.003605746	0.1941008
21.73199	89.43821	0.2725914	-0.004092929	0.1890666
21.7861	89.44072	0.2856249	-0.004577491	0.1841403
21.84021	89.44189	0.295686	-0.005060548	0.1793202
21.89432	89.44153	0.3027398	-0.005543658	0.1746034
21.94843	89.43955	0.3069273	-0.006028776	0.1699852
22.00253	89.43601	0.3085451	-0.006518307	0.1654596
22.05664	89.43105	0.3079302	-0.007015213	0.1610182
22.11075	89.42494	0.3053479	-0.007523105	0.1566509
22.16486	89.4181	0.3009567	-0.008046567	0.1523453
22.21896	89.41106	0.2947683	-0.008591517	0.1480865
22.27307	89.40445	0.28682	-0.009165991	0.1438586
22.32718	89.39854	0.2771535	-0.009781256	0.1396452
22.38129	89.3933	0.2660849	-0.01045337	0.1354329
22.43539	89.38849	0.2540954	-0.01120503	0.1312161
22.4895	89.38397	0.2417776	-0.01206712	0.1270058
22.54361	89.37986	0.229792	-0.01307794	0.1228387
22.59772	89.37646	0.2186769	-0.01427653	0.1187816
22.65182	89.37413	0.2089106	-0.01605547	0.1170356
22.70593	89.37295	0.200855	-0.01791048	0.1153045
22.76004	89.37273	0.1946028	-0.01983317	0.1135658
22.81415	89.37321	0.1901482	-0.02181504	0.1118016
22.86825	89.37413	0.1876041	-0.02384713	0.1099983
22.92236	89.37537	0.1870676	-0.02591998	0.1081465
22.97647	89.37698	0.1885435	-0.02802383	0.1062398
23.03058	89.3791	0.1917784	-0.03014866	0.1042744
23.08468	89.3817	0.1962425	-0.03228391	0.1022485
23.13879	89.38469	0.2014675	-0.03441853	0.1001618
23.1929	89.38786	0.2072229	-0.036541	0.09801503
23.24701	89.39096	0.2135557	-0.03863924	0.09580933
23.30112	89.39383	0.2205999	-0.04070132	0.09354617
23.35522	89.39631	0.228429	-0.04271558	0.09122638
23.40933	89.39827	0.2370911	-0.04467174	0.08884946
23.46344	89.3996	0.2466207	-0.04656129	0.08641335
23.51755	89.40011	0.2570525	-0.04837802	0.08391467
23.57165	89.39963	0.2682511	-0.05011823	0.08134904
23.62576	89.39809	0.2799881	-0.05178042	0.07871112
23.67987	89.39567	0.2919805	-0.05336447	0.07599485
23.73398	89.39247	0.3040073	-0.05487107	0.07319412
23.78808	89.38863	0.3160747	-0.05630114	0.07030378
23.84219	89.38419	0.3283148	-0.05765596	0.06732055
23.8963	89.3791	0.3410405	-0.05893753	0.06424305
23.95041	89.37329	0.3545485	-0.06014846	0.06107135
24.00451	89.36657	0.3690813	-0.0612921	0.05780715
24.05862	89.35892	0.3845515	-0.06237184	0.05445411
24.11273	89.35053	0.4005384	-0.06339006	0.05101767
24.16684	89.34183	0.4165184	-0.06434786	0.0475041
24.22095	89.33344	0.4318448	-0.06524512	0.04392003
24.27505	89.32578	0.4457311	-0.0660805	0.04027222
24.32916	89.31908	0.4575144	-0.06685146	0.036568
24.38327	89.3133	0.4667143	-0.06755417	0.03281597
24.43737	89.30814	0.4734034	-0.06818338	0.02902708
24.49148	89.30346	0.4780586	-0.06873287	0.02521511
24.54559	89.2991	0.4814729	-0.06919649	0.02139731
24.5997	89.29497	0.4843987	-0.0695691	0.01759587
24.6538	89.29102	0.4871598	-0.06984711	0.01384233
24.70791	89.28704	0.4895656	-0.07002838	0.01019105
24.76202	89.28295	0.4912626	-0.07011233	0.00677178
24.81613	89.27884	0.4919467	-0.07010018	0.004068805
24.87024	89.2748	0.4917056	-0.06999446	0.003784441
24.92434	89.27083	0.4907315	-0.06979823	0.00607874
24.97845	89.26682	0.4892793	-0.06951462	0.009037833
25.03256	89.26274	0.4875635	-0.06914675	0.01205256
25.08667	89.25866	0.4856163	-0.06869816	0.01496941
25.14077	89.25462	0.483211	-0.06817294	0.01772988
25.19488	89.2505	0.4798836	-0.067576	0.02030538
25.24899	89.24615	0.4751714	-0.06691325	0.02268222
25.3031	89.24137	0.4686899	-0.06619129	0.02485674
25.3572	89.23608	0.4602669	-0.06541717	0.02683341
25.41131	89.23029	0.4498798	-0.0645982	0.02862404
25.46542	89.22402	0.4375352	-0.06374198	0.03024689
