T[°C]	350nm [counts / mm]	S.D.
20.00055	4103.307	49.21627
20.05466	4103.438	40.02441
20.10877	4099.82	43.41681
20.16287	4096.073	43.58941
20.21698	4088.453	46.56065
20.27109	4088.155	46.98432
20.3252	4087.094	48.52847
20.3793	4077.647	47.01789
20.43341	4074.6	47.55688
20.48752	4076.019	42.8785
20.54163	4068.336	41.76006
20.59574	4067.558	47.66711
20.64984	4063.296	44.12862
20.70395	4060.927	43.27213
20.75806	4057.339	42.03876
20.81217	4055.476	44.51928
20.86627	4051.306	43.73336
20.92038	4045.645	41.8732
20.97449	4045.418	45.71663
21.02859	4039.358	41.16286
21.0827	4037.089	42.98598
21.13681	4033.584	39.50412
21.19092	4034.527	45.04458
21.24503	4029.863	45.41408
21.29913	4023.529	42.44441
21.35324	4023.566	43.78303
21.40735	4016.892	42.20296
21.46146	4017.484	41.16466
21.51556	4019.549	43.73172
21.56967	4014.949	42.76421
21.62378	4016.891	42.68684
21.67789	4008.34	52.54396
21.73199	4002.957	46.98863
21.7861	4000.438	49.21926
21.84021	3996.423	48.59438
21.89432	3994.619	41.0157
21.94843	3992.674	42.30592
22.00253	3982.912	42.49734
22.05664	3978.471	45.45093
22.11075	3978.557	46.72718
22.16486	3976.402	40.12082
22.21896	3970.823	43.14782
22.27307	3965.594	44.04145
22.32718	3966.548	41.92811
22.38129	3961.666	44.80598
22.43539	3959.829	42.04178
22.4895	3961.028	49.71658
22.54361	3951.664	44.34431
22.59772	3954.734	43.36116
22.65182	3949.744	41.38932
22.70593	3950.149	44.31096
22.76004	3944.041	44.75842
22.81415	3940.447	39.10658
22.86825	3937.351	43.33783
22.92236	3931.994	42.76062
22.97647	3929.393	40.75666
23.03058	3929.195	39.5392
23.08468	3925.388	43.19513
23.13879	3927.151	43.6282
23.1929	3919.678	44.66441
23.24701	3915.872	45.61869
23.30112	3912.051	44.80598
23.35522	3910.484	47.29169
23.40933	3909.356	45.40327
23.46344	3902.862	47.31204
23.51755	3902.604	47.34626
23.57165	3900.661	45.21658
23.62576	3892.337	43.52992
23.67987	3888.059	41.33544
23.73398	3883.661	41.61643
23.78808	3883.059	40.14961
23.84219	3883.064	40.72646
23.8963	3879.879	47.19635
23.95041	3875.651	43.66217
24.00451	3870.542	40.73779
24.05862	3866.146	43.62532
24.11273	3866.368	48.02113
24.16684	3861.07	45.23804
24.22095	3857.935	44.61556
24.27505	3855.608	41.84658
24.32916	3851.404	43.04058
24.38327	3848.094	42.32097
24.43737	3846.287	38.60905
24.49148	3842.656	39.78814
24.54559	3839.608	42.34297
24.5997	3840.377	43.68135
24.6538	3837.728	43.30513
24.70791	3832.181	40.55375
24.76202	3829.895	39.88144
24.81613	3828.276	39.37445
24.87024	3823.959	38.37255
24.92434	3819.525	38.18018
24.97845	3815.483	35.00353
25.03256	3813.643	37.49651
25.08667	3812.134	42.50749
25.14077	3808.631	43.80655
25.19488	3801.276	36.31956
25.24899	3802.283	40.67294
25.3031	3795.888	44.17505
25.3572	3800.859	38.57743
25.41131	3797.257	39.31945
25.46542	3790.967	40.13799
25.51953	3784.816	32.81576
25.57364	3784.989	42.27166
25.62774	3782.358	40.89816
25.68185	3777.208	44.68056
25.73596	3772.699	47.23349
25.79007	3773.365	38.90231
25.84417	3771.281	43.62236
25.89828	3767.069	39.31557
25.95239	3763.036	42.87364
26.0065	3757.752	40.35353
26.0606	3758.669	36.37819
26.11471	3748.125	35.4047
26.16882	3751.846	38.59026
26.22293	3747.57	42.26856
26.27703	3742.478	41.27053
26.33114	3744.81	42.02244
26.38525	3736.164	39.98825
26.43936	3734.518	40.36051
26.49346	3731.636	40.23293
26.54757	3732.006	37.7275
26.60168	3728.121	43.24811
26.65579	3722.617	43.16289
26.70989	3720.5	37.87375
26.764	3717.624	41.77805
26.81811	3711.833	35.61505
26.87222	3710.812	42.87679
26.92632	3711.111	42.79062
26.98043	3705.795	42.36556
27.03454	3704.741	41.22131
27.08865	3694.854	33.05825
27.14276	3696.769	38.75486
27.19686	3699.311	41.77266
27.25097	3689.072	40.74048
27.30508	3688.219	45.6817
27.35919	3686.388	42.51272
27.41329	3676.926	36.56833
27.4674	3676.346	39.27062
27.52151	3674.93	44.35695
27.57562	3668.862	42.94587
27.62972	3665.032	43.03586
27.68383	3662.894	42.09828
27.73794	3660.921	38.13434
27.79205	3657.92	39.00095
27.84616	3657.37	45.10911
27.90026	3653.655	42.20985
27.95437	3649.626	36.31182
28.00848	3646.795	37.78176
28.06258	3641.261	37.40195
28.11669	3642.027	39.21374
28.1708	3643.145	37.95758
28.22491	3637.413	39.87326
28.27901	3635.848	37.1996
28.33312	3633.896	36.05981
28.38723	3628.118	37.22803
28.44134	3624.259	37.72847
28.49545	3622.332	39.59527
28.54955	3619.704	37.12122
28.60366	3613.599	37.89952
28.65777	3611.707	40.89235
28.71188	3611.056	38.26587
28.76598	3607.844	36.11139
28.82009	3607.588	33.00713
28.8742	3603.875	32.25988
28.92831	3598.943	33.98114
28.98241	3595.913	33.61189
29.03652	3588.956	34.71806
29.09063	3584.689	35.72364
29.14474	3583.69	37.93994
29.19884	3581.792	37.47892
29.25295	3578.483	39.35835
29.30706	3579.651	38.64162
29.36117	3575.408	37.16333
29.41528	3571.151	36.33167
29.46938	3574.261	41.46472
29.52349	3563.697	36.21331
29.5776	3563.606	38.2655
29.63171	3561.177	41.16271
29.68581	3557.444	39.0139
29.73992	3553.082	39.54005
29.79403	3548.187	42.45562
29.84813	3549.389	40.42534
29.90224	3549.259	33.71178
29.95635	3545.209	35.38422
30.01046	3542.599	40.49358
30.06457	3531.719	38.66402
30.11867	3528.545	38.67376
30.17278	3528.094	36.93412
30.22689	3524.663	41.68734
30.281	3526.079	35.49968
30.3351	3523.046	37.79126
30.38921	3517.706	39.90012
30.44332	3520.951	45.1142
30.49743	3514.391	36.82005
30.55153	3514.137	38.5492
30.60564	3512.814	40.16559
30.65975	3512.761	38.62368
30.71386	3503.293	36.10702
30.76797	3497.444	33.24562
30.82207	3490.359	35.70716
30.87618	3485.653	32.982
30.93029	3485.602	42.55471
30.9844	3484.802	35.08733
31.0385	3481.528	43.2838
31.09261	3478.556	38.54126
31.14672	3475.328	34.89893
31.20083	3470.49	34.18408
31.25493	3471.777	35.88233
31.30904	3468.819	38.82012
31.36315	3464.525	40.60736
31.41726	3463.152	41.77245
31.47136	3463.455	35.06662
31.52547	3461.534	39.15976
31.57958	3454.601	32.66455
31.63369	3452.804	34.43091
31.68779	3453.862	35.6113
31.7419	3451.666	33.86453
31.79601	3444.162	39.61232
31.85012	3440.781	37.48973
31.90422	3437.63	35.4802
31.95833	3432.68	30.53065
32.01244	3429.934	38.59546
32.06655	3428.153	34.48102
32.12066	3425.634	34.60095
32.17476	3421.926	36.07172
32.22887	3417.688	34.78891
32.28298	3415.367	36.14813
32.33709	3412.918	32.79912
32.39119	3412.24	35.39373
32.4453	3409.928	38.9142
32.49941	3405.849	38.09308
32.55352	3403.424	39.82285
32.60762	3401.147	37.84041
32.66173	3398.48	36.46006
32.71584	3392.851	36.61043
32.76995	3390.401	34.32633
32.82405	3387.848	31.31147
32.87816	3388.683	33.8569
32.93227	3384.63	38.30259
32.98638	3381.469	36.93963
33.04049	3375.159	35.3248
33.09459	3375.834	39.7697
33.1487	3369.486	41.41132
33.20281	3369.538	32.99298
33.25692	3365.266	34.74512
33.31102	3364.57	29.22174
33.36513	3358.486	34.58439
33.41924	3353.13	36.01229
33.47335	3353.385	33.5707
33.52745	3354.439	38.15146
33.58156	3351.855	33.82747
33.63567	3345.085	35.3514
33.68978	3341.309	36.51353
33.74389	3339.91	36.44134
33.79799	3334.557	39.22211
33.8521	3332.685	35.20446
33.90621	3327.484	38.97224
33.96032	3328.346	40.76835
34.01442	3327.432	33.80124
34.06853	3329.453	35.19526
34.12263	3319.75	33.79703
34.17674	3319.957	35.07891
34.23085	3313.506	32.40675
34.28496	3312.514	38.833
34.33907	3304.042	35.98468
34.39317	3305.849	34.15196
34.44728	3302.517	37.51141
34.50139	3300.491	32.14389
34.5555	3295.443	38.57414
34.6096	3295.131	36.57144
34.66371	3285.642	37.04292
34.71782	3287.385	36.09641
34.77193	3283.531	38.36172
34.82603	3284.265	36.95287
34.88014	3283.669	29.86027
34.93425	3282.042	34.92168
34.98836	3277.536	37.74844
35.04247	3275.579	39.54611
35.09657	3262.462	33.01734
35.15068	3263.427	36.61908
35.20479	3263.97	34.43697
35.2589	3261.5	32.63184
35.313	3255.695	27.82071
35.36711	3257.109	29.14549
35.42122	3246.312	29.94897
35.47533	3247.279	29.72832
35.52943	3241.073	34.91658
35.58354	3240.52	34.06813
35.63765	3244.103	37.10511
35.69176	3238.919	35.3526
35.74586	3235.586	36.57188
35.79997	3231.323	33.36681
35.85408	3224.65	33.37056
35.90819	3225.143	34.55383
35.9623	3224.34	39.72448
36.0164	3223.029	37.451
36.07051	3221.775	33.4204
36.12462	3219.24	33.32845
36.17873	3215.271	33.10831
36.23283	3208.675	32.15784
36.28694	3205.213	34.27068
36.34105	3206.515	34.40074
36.39516	3204.072	33.84969
36.44926	3197.628	32.28331
36.50337	3195.636	31.70461
36.55748	3199.594	36.06316
36.61159	3196.078	33.83168
36.6657	3187.111	29.5694
36.7198	3187.002	34.50728
36.77391	3182.295	36.6729
36.82802	3177.314	33.41936
36.88213	3176.167	34.24336
36.93623	3171.756	36.00131
36.99034	3167.698	32.07382
37.04445	3167.606	33.03375
37.09856	3164.673	36.32358
37.15266	3164.741	35.41668
37.20677	3162.576	33.60253
37.26088	3164.924	36.69246
37.31499	3153.424	37.11471
37.36909	3158.449	38.38328
37.4232	3151.563	30.64001
37.47731	3149.316	32.64637
37.53142	3144.679	33.26682
37.58552	3146.823	29.75814
37.63963	3131.771	29.6158
37.69374	3135.778	35.39034
37.74784	3129.231	33.5785
37.80195	3128.289	32.29881
37.85606	3128.202	36.31672
37.91017	3125.013	34.93947
37.96428	3118.133	34.86876
38.01838	3118.485	33.53165
38.07249	3112.372	36.32747
38.1266	3114.51	33.91162
38.18071	3105.295	29.71064
38.23481	3107.623	32.4332
38.28892	3105.412	31.77894
38.34303	3106.117	30.65801
38.39714	3094.738	37.05871
38.45124	3095.101	33.04039
38.50535	3091.997	37.53885
38.55946	3093.075	32.49122
38.61357	3089.934	31.9006
38.66768	3089.36	31.3793
38.72178	3083.487	27.96861
38.77589	3085.19	32.76319
38.83	3073.957	28.69415
38.88411	3074.43	30.89222
38.93821	3068.081	34.88033
38.99232	3070.622	25.88231
