T[°C]	Scattering [mAU]	S.D.	First derivative	S.D. of first derivative
20.00061	84.88298	6.243836	-0.06333128	0.3513339
20.05472	84.87152	6.246097	-0.06276599	0.3425228
20.10883	84.86017	6.248172	-0.0622182	0.3337213
20.16294	84.84892	6.249982	-0.06168853	0.3249306
20.21704	84.83784	6.251451	-0.06117761	0.3161525
20.27115	84.82694	6.252525	-0.06068601	0.3073885
20.32526	84.81624	6.25316	-0.06021431	0.2986407
20.37937	84.80573	6.253352	-0.05976305	0.2899112
20.43348	84.79541	6.253128	-0.05933268	0.2812021
20.48759	84.78526	6.252583	-0.05892371	0.272516
20.54169	84.7753	6.251867	-0.05853653	0.2638555
20.5958	84.76548	6.251186	-0.05817153	0.2552231
20.64991	84.75577	6.250853	-0.05782901	0.2466218
20.70402	84.74606	6.251249	-0.05750926	0.2380544
20.75813	84.73619	6.252909	-0.05721248	0.2295239
20.81223	84.72596	6.256424	-0.05693884	0.2210335
20.86634	84.71531	6.261892	-0.05668841	0.2125863
20.92045	84.70749	6.26715	-0.05646121	0.2041855
20.97456	84.70419	6.276274	-0.05625717	0.1958343
21.02867	84.70253	6.285767	-0.05607615	0.1875363
21.08278	84.70226	6.294811	-0.05591789	0.1792946
21.13688	84.7028	6.302839	-0.05578209	0.1711128
21.19099	84.70332	6.309671	-0.05566835	0.1629942
21.2451	84.70322	6.315564	-0.05557617	0.1549421
21.29921	84.70215	6.321433	-0.05550493	0.1469599
21.35332	84.70001	6.328325	-0.05545385	0.139051
21.40742	84.69701	6.337084	-0.05542205	0.1312191
21.46153	84.6935	6.348162	-0.05540848	0.1234683
21.51564	84.68995	6.361496	-0.05541196	0.1158034
21.56975	84.68689	6.37653	-0.05543118	0.1082302
21.62386	84.68484	6.39273	-0.05546471	0.1007557
21.67797	84.68392	6.409456	-0.05551101	0.09338859
21.73207	84.68414	6.426218	-0.05556841	0.08614012
21.78618	84.68538	6.442464	-0.05563508	0.07902473
21.84029	84.68721	6.457914	-0.05570903	0.07206184
21.8944	84.68906	6.472384	-0.0557881	0.06527814
21.94851	84.69031	6.485801	-0.05586997	0.05871151
22.00262	84.69041	6.498055	-0.05595218	0.05241724
22.05672	84.68906	6.509018	-0.05603215	0.04647802
22.11083	84.68636	6.518516	-0.05610722	0.04101947
22.16494	84.68265	6.526577	-0.05617483	0.03623155
22.21905	84.67845	6.53328	-0.05623276	0.03238912
22.27316	84.67448	6.538649	-0.05627971	0.02984375
22.32726	84.6713	6.542719	-0.05631624	0.02893536
22.38137	84.6692	6.545373	-0.05634628	0.02982034
22.43548	84.66825	6.546274	-0.05637925	0.03236273
22.48959	84.66833	6.545157	-0.05643242	0.03621868
22.5437	84.66936	6.541658	-0.05653217	0.04100187
22.59781	84.67126	6.535659	-0.05670879	0.0463784
22.65191	84.67381	6.527217	-0.05729121	0.04811145
22.70602	84.67669	6.516631	-0.05783748	0.04963984
22.76013	84.67944	6.504488	-0.05834876	0.05091996
22.81424	84.68166	6.491566	-0.05882907	0.05191878
22.86835	84.68305	6.47839	-0.05928447	0.0526128
22.92245	84.68336	6.465127	-0.05972207	0.05298752
22.97656	84.68249	6.451359	-0.06014895	0.0530363
23.03067	84.68033	6.436723	-0.06057128	0.05275926
23.08478	84.67693	6.421064	-0.06099385	0.05216254
23.13889	84.67256	6.404464	-0.06141985	0.05125734
23.193	84.6675	6.387386	-0.061851	0.05005906
23.2471	84.66204	6.370311	-0.06228756	0.04858616
23.30121	84.65636	6.353682	-0.06272846	0.04685884
23.35532	84.65047	6.338083	-0.06317127	0.04489831
23.40943	84.64417	6.323784	-0.06361225	0.04272657
23.46354	84.63712	6.310918	-0.0640468	0.04036653
23.51765	84.62899	6.299322	-0.06446964	0.03784207
23.57175	84.61944	6.288944	-0.06487495	0.03517833
23.62586	84.6086	6.279916	-0.06525662	0.0324025
23.67997	84.59707	6.272407	-0.06560861	0.0295452
23.73408	84.58546	6.266623	-0.06592471	0.02664286
23.78819	84.57439	6.262698	-0.06619869	0.02374158
23.84229	84.56403	6.260628	-0.0664245	0.0209049
23.8964	84.55428	6.260419	-0.06659604	0.01822723
23.95051	84.54498	6.26215	-0.06670724	0.01585418
24.00462	84.53602	6.265579	-0.0667525	0.0140035
